site,date_time,discharge,notes
4198000,1/1/2020 18:30,2220,cubic feet per second
4198000,1/1/2020 18:45,2210,cubic feet per second
4198000,1/1/2020 19:00,2210,cubic feet per second
4198000,1/1/2020 19:15,2190,cubic feet per second
4198000,1/1/2020 19:30,2190,cubic feet per second
4198000,1/1/2020 19:45,2180,cubic feet per second
4198000,1/1/2020 20:00,2160,cubic feet per second
4198000,1/1/2020 20:15,2160,cubic feet per second
4198000,1/1/2020 20:30,2140,cubic feet per second
4198000,1/1/2020 20:45,2140,cubic feet per second
4198000,1/1/2020 21:00,2130,cubic feet per second
4198000,1/1/2020 21:15,2110,cubic feet per second
4198000,1/1/2020 21:30,2110,cubic feet per second
4198000,1/1/2020 21:45,2100,cubic feet per second
4198000,1/1/2020 22:00,2100,cubic feet per second
4198000,1/1/2020 22:15,2080,cubic feet per second
4198000,1/1/2020 22:30,2080,cubic feet per second
4198000,1/1/2020 22:45,2060,cubic feet per second
4198000,1/1/2020 23:00,2040,cubic feet per second
4198000,1/1/2020 23:15,2040,cubic feet per second
4198000,1/1/2020 23:30,2030,cubic feet per second
4198000,1/1/2020 23:45,2030,cubic feet per second
4198000,1/2/2020 0:00,2010,cubic feet per second
4198000,1/2/2020 0:15,2010,cubic feet per second
4198000,1/2/2020 0:30,1990,cubic feet per second
4198000,1/2/2020 0:45,1970,cubic feet per second
4198000,1/2/2020 1:00,1970,cubic feet per second
4198000,1/2/2020 1:15,1960,cubic feet per second
4198000,1/2/2020 1:30,1960,cubic feet per second
4198000,1/2/2020 1:45,1940,cubic feet per second
4198000,1/2/2020 2:00,1920,cubic feet per second
4198000,1/2/2020 2:15,1920,cubic feet per second
4198000,1/2/2020 2:30,1900,cubic feet per second
4198000,1/2/2020 2:45,1900,cubic feet per second
4198000,1/2/2020 3:00,1890,cubic feet per second
4198000,1/2/2020 3:15,1890,cubic feet per second
4198000,1/2/2020 3:30,1870,cubic feet per second
4198000,1/2/2020 3:45,1870,cubic feet per second
4198000,1/2/2020 4:00,1850,cubic feet per second
4198000,1/2/2020 4:15,1850,cubic feet per second
4198000,1/2/2020 4:30,1840,cubic feet per second
4198000,1/2/2020 4:45,1820,cubic feet per second
4198000,1/2/2020 5:00,1820,cubic feet per second
4198000,1/2/2020 5:15,1800,cubic feet per second
4198000,1/2/2020 5:30,1800,cubic feet per second
4198000,1/2/2020 5:45,1790,cubic feet per second
4198000,1/2/2020 6:00,1790,cubic feet per second
4198000,1/2/2020 6:15,1770,cubic feet per second
4198000,1/2/2020 6:30,1750,cubic feet per second
4198000,1/2/2020 6:45,1750,cubic feet per second
4198000,1/2/2020 7:00,1740,cubic feet per second
4198000,1/2/2020 7:15,1740,cubic feet per second
4198000,1/2/2020 7:30,1720,cubic feet per second
4198000,1/2/2020 7:45,1720,cubic feet per second
4198000,1/2/2020 8:00,1710,cubic feet per second
4198000,1/2/2020 8:15,1690,cubic feet per second
4198000,1/2/2020 8:30,1690,cubic feet per second
4198000,1/2/2020 8:45,1670,cubic feet per second
4198000,1/2/2020 9:00,1670,cubic feet per second
4198000,1/2/2020 9:15,1660,cubic feet per second
4198000,1/2/2020 9:30,1660,cubic feet per second
4198000,1/2/2020 9:45,1640,cubic feet per second
4198000,1/2/2020 10:00,1640,cubic feet per second
4198000,1/2/2020 10:15,1630,cubic feet per second
4198000,1/2/2020 10:30,1630,cubic feet per second
4198000,1/2/2020 10:45,1610,cubic feet per second
4198000,1/2/2020 11:00,1610,cubic feet per second
4198000,1/2/2020 11:15,1600,cubic feet per second
4198000,1/2/2020 11:30,1600,cubic feet per second
4198000,1/2/2020 11:45,1580,cubic feet per second
4198000,1/2/2020 12:00,1580,cubic feet per second
4198000,1/2/2020 12:15,1560,cubic feet per second
4198000,1/2/2020 12:30,1560,cubic feet per second
4198000,1/2/2020 12:45,1550,cubic feet per second
4198000,1/2/2020 13:00,1530,cubic feet per second
4198000,1/2/2020 13:15,1530,cubic feet per second
4198000,1/2/2020 13:30,1520,cubic feet per second
4198000,1/2/2020 13:45,1520,cubic feet per second
4198000,1/2/2020 14:00,1520,cubic feet per second
4198000,1/2/2020 14:15,1500,cubic feet per second
4198000,1/2/2020 14:30,1480,cubic feet per second
4198000,1/2/2020 14:45,1480,cubic feet per second
4198000,1/2/2020 15:00,1470,cubic feet per second
4198000,1/2/2020 15:15,1470,cubic feet per second
4198000,1/2/2020 15:30,1450,cubic feet per second
4198000,1/2/2020 15:45,1450,cubic feet per second
4198000,1/2/2020 16:00,1440,cubic feet per second
4198000,1/2/2020 16:15,1440,cubic feet per second
4198000,1/2/2020 16:30,1440,cubic feet per second
4198000,1/2/2020 16:45,1420,cubic feet per second
4198000,1/2/2020 17:00,1420,cubic feet per second
4198000,1/2/2020 17:15,1410,cubic feet per second
4198000,1/2/2020 17:30,1410,cubic feet per second
4198000,1/2/2020 17:45,1390,cubic feet per second
4198000,1/2/2020 18:00,1390,cubic feet per second
4198000,1/2/2020 18:15,1380,cubic feet per second
4198000,1/2/2020 18:30,1380,cubic feet per second
4198000,1/2/2020 18:45,1380,cubic feet per second
4198000,1/2/2020 19:00,1360,cubic feet per second
4198000,1/2/2020 19:15,1360,cubic feet per second
4198000,1/2/2020 19:30,1350,cubic feet per second
4198000,1/2/2020 19:45,1350,cubic feet per second
4198000,1/2/2020 20:00,1350,cubic feet per second
4198000,1/2/2020 20:15,1330,cubic feet per second
4198000,1/2/2020 20:30,1330,cubic feet per second
4198000,1/2/2020 20:45,1330,cubic feet per second
4198000,1/2/2020 21:00,1320,cubic feet per second
4198000,1/2/2020 21:15,1320,cubic feet per second
4198000,1/2/2020 21:30,1300,cubic feet per second
4198000,1/2/2020 21:45,1300,cubic feet per second
4198000,1/2/2020 22:00,1300,cubic feet per second
4198000,1/2/2020 22:15,1290,cubic feet per second
4198000,1/2/2020 22:30,1290,cubic feet per second
4198000,1/2/2020 22:45,1290,cubic feet per second
4198000,1/2/2020 23:00,1270,cubic feet per second
4198000,1/2/2020 23:15,1270,cubic feet per second
4198000,1/2/2020 23:30,1260,cubic feet per second
4198000,1/2/2020 23:45,1260,cubic feet per second
4198000,1/3/2020 0:00,1260,cubic feet per second
4198000,1/3/2020 0:15,1250,cubic feet per second
4198000,1/3/2020 0:30,1250,cubic feet per second
4198000,1/3/2020 0:45,1250,cubic feet per second
4198000,1/3/2020 1:00,1230,cubic feet per second
4198000,1/3/2020 1:15,1230,cubic feet per second
4198000,1/3/2020 1:30,1230,cubic feet per second
4198000,1/3/2020 1:45,1230,cubic feet per second
4198000,1/3/2020 2:00,1220,cubic feet per second
4198000,1/3/2020 2:15,1220,cubic feet per second
4198000,1/3/2020 2:30,1220,cubic feet per second
4198000,1/3/2020 2:45,1220,cubic feet per second
4198000,1/3/2020 3:00,1200,cubic feet per second
4198000,1/3/2020 3:15,1200,cubic feet per second
4198000,1/3/2020 3:30,1200,cubic feet per second
4198000,1/3/2020 3:45,1200,cubic feet per second
4198000,1/3/2020 4:00,1190,cubic feet per second
4198000,1/3/2020 4:15,1190,cubic feet per second
4198000,1/3/2020 4:30,1190,cubic feet per second
4198000,1/3/2020 4:45,1190,cubic feet per second
4198000,1/3/2020 5:00,1190,cubic feet per second
4198000,1/3/2020 5:15,1180,cubic feet per second
4198000,1/3/2020 5:30,1180,cubic feet per second
4198000,1/3/2020 5:45,1180,cubic feet per second
4198000,1/3/2020 6:00,1180,cubic feet per second
4198000,1/3/2020 6:15,1180,cubic feet per second
4198000,1/3/2020 6:30,1180,cubic feet per second
4198000,1/3/2020 6:45,1160,cubic feet per second
4198000,1/3/2020 7:00,1160,cubic feet per second
4198000,1/3/2020 7:15,1160,cubic feet per second
4198000,1/3/2020 7:30,1160,cubic feet per second
4198000,1/3/2020 7:45,1150,cubic feet per second
4198000,1/3/2020 8:00,1150,cubic feet per second
4198000,1/3/2020 8:15,1150,cubic feet per second
4198000,1/3/2020 8:30,1150,cubic feet per second
4198000,1/3/2020 8:45,1150,cubic feet per second
4198000,1/3/2020 9:00,1140,cubic feet per second
4198000,1/3/2020 9:15,1140,cubic feet per second
4198000,1/3/2020 9:30,1140,cubic feet per second
4198000,1/3/2020 9:45,1140,cubic feet per second
4198000,1/3/2020 10:00,1120,cubic feet per second
4198000,1/3/2020 10:15,1120,cubic feet per second
4198000,1/3/2020 10:30,1120,cubic feet per second
4198000,1/3/2020 10:45,1120,cubic feet per second
4198000,1/3/2020 11:00,1110,cubic feet per second
4198000,1/3/2020 11:15,1110,cubic feet per second
4198000,1/3/2020 11:30,1110,cubic feet per second
4198000,1/3/2020 11:45,1110,cubic feet per second
4198000,1/3/2020 12:00,1100,cubic feet per second
4198000,1/3/2020 12:15,1100,cubic feet per second
4198000,1/3/2020 12:30,1100,cubic feet per second
4198000,1/3/2020 12:45,1100,cubic feet per second
4198000,1/3/2020 13:00,1100,cubic feet per second
4198000,1/3/2020 13:15,1080,cubic feet per second
4198000,1/3/2020 13:30,1080,cubic feet per second
4198000,1/3/2020 13:45,1080,cubic feet per second
4198000,1/3/2020 14:00,1080,cubic feet per second
4198000,1/3/2020 14:15,1070,cubic feet per second
4198000,1/3/2020 14:30,1070,cubic feet per second
4198000,1/3/2020 14:45,1070,cubic feet per second
4198000,1/3/2020 15:00,1070,cubic feet per second
4198000,1/3/2020 15:15,1070,cubic feet per second
4198000,1/3/2020 15:30,1060,cubic feet per second
4198000,1/3/2020 15:45,1060,cubic feet per second
4198000,1/3/2020 16:00,1060,cubic feet per second
4198000,1/3/2020 16:15,1060,cubic feet per second
4198000,1/3/2020 16:30,1060,cubic feet per second
4198000,1/3/2020 16:45,1060,cubic feet per second
4198000,1/3/2020 17:00,1050,cubic feet per second
4198000,1/3/2020 17:15,1050,cubic feet per second
4198000,1/3/2020 17:30,1050,cubic feet per second
4198000,1/3/2020 17:45,1050,cubic feet per second
4198000,1/3/2020 18:00,1050,cubic feet per second
4198000,1/3/2020 18:15,1030,cubic feet per second
4198000,1/3/2020 18:30,1030,cubic feet per second
4198000,1/3/2020 18:45,1030,cubic feet per second
4198000,1/3/2020 19:00,1030,cubic feet per second
4198000,1/3/2020 19:15,1030,cubic feet per second
4198000,1/3/2020 19:30,1030,cubic feet per second
4198000,1/3/2020 19:45,1020,cubic feet per second
4198000,1/3/2020 20:00,1020,cubic feet per second
4198000,1/3/2020 20:15,1020,cubic feet per second
4198000,1/3/2020 20:30,1020,cubic feet per second
4198000,1/3/2020 20:45,1020,cubic feet per second
4198000,1/3/2020 21:00,1010,cubic feet per second
4198000,1/3/2020 21:15,1010,cubic feet per second
4198000,1/3/2020 21:30,1010,cubic feet per second
4198000,1/3/2020 21:45,1010,cubic feet per second
4198000,1/3/2020 22:00,1010,cubic feet per second
4198000,1/3/2020 22:15,1010,cubic feet per second
4198000,1/3/2020 22:30,1010,cubic feet per second
4198000,1/3/2020 22:45,1010,cubic feet per second
4198000,1/3/2020 23:00,1010,cubic feet per second
4198000,1/3/2020 23:15,1010,cubic feet per second
4198000,1/3/2020 23:30,1010,cubic feet per second
4198000,1/3/2020 23:45,1010,cubic feet per second
4198000,1/4/2020 0:00,1010,cubic feet per second
4198000,1/4/2020 0:15,1010,cubic feet per second
4198000,1/4/2020 0:30,1010,cubic feet per second
4198000,1/4/2020 0:45,1010,cubic feet per second
4198000,1/4/2020 1:00,1010,cubic feet per second
4198000,1/4/2020 1:15,1010,cubic feet per second
4198000,1/4/2020 1:30,1010,cubic feet per second
4198000,1/4/2020 1:45,1010,cubic feet per second
4198000,1/4/2020 2:00,1010,cubic feet per second
4198000,1/4/2020 2:15,1010,cubic feet per second
4198000,1/4/2020 2:30,1010,cubic feet per second
4198000,1/4/2020 2:45,1010,cubic feet per second
4198000,1/4/2020 3:00,1010,cubic feet per second
4198000,1/4/2020 3:15,1010,cubic feet per second
4198000,1/4/2020 3:30,1010,cubic feet per second
4198000,1/4/2020 3:45,1010,cubic feet per second
4198000,1/4/2020 4:00,1010,cubic feet per second
4198000,1/4/2020 4:15,1010,cubic feet per second
4198000,1/4/2020 4:30,1010,cubic feet per second
4198000,1/4/2020 4:45,1010,cubic feet per second
4198000,1/4/2020 5:00,1010,cubic feet per second
4198000,1/4/2020 5:15,1010,cubic feet per second
4198000,1/4/2020 5:30,1010,cubic feet per second
4198000,1/4/2020 5:45,1010,cubic feet per second
4198000,1/4/2020 6:00,1010,cubic feet per second
4198000,1/4/2020 6:15,1010,cubic feet per second
4198000,1/4/2020 6:30,1010,cubic feet per second
4198000,1/4/2020 6:45,1010,cubic feet per second
4198000,1/4/2020 7:00,1010,cubic feet per second
4198000,1/4/2020 7:15,1010,cubic feet per second
4198000,1/4/2020 7:30,1010,cubic feet per second
4198000,1/4/2020 7:45,1010,cubic feet per second
4198000,1/4/2020 8:00,1010,cubic feet per second
4198000,1/4/2020 8:15,1010,cubic feet per second
4198000,1/4/2020 8:30,1010,cubic feet per second
4198000,1/4/2020 8:45,1010,cubic feet per second
4198000,1/4/2020 9:00,1010,cubic feet per second
4198000,1/4/2020 9:15,1030,cubic feet per second
4198000,1/4/2020 9:30,1030,cubic feet per second
4198000,1/4/2020 9:45,1030,cubic feet per second
4198000,1/4/2020 10:00,1030,cubic feet per second
4198000,1/4/2020 10:15,1040,cubic feet per second
4198000,1/4/2020 10:30,1040,cubic feet per second
4198000,1/4/2020 10:45,1050,cubic feet per second
4198000,1/4/2020 11:00,1050,cubic feet per second
4198000,1/4/2020 11:15,1050,cubic feet per second
4198000,1/4/2020 11:30,1070,cubic feet per second
4198000,1/4/2020 11:45,1070,cubic feet per second
4198000,1/4/2020 12:00,1080,cubic feet per second
4198000,1/4/2020 12:15,1080,cubic feet per second
4198000,1/4/2020 12:30,1090,cubic feet per second
4198000,1/4/2020 12:45,1090,cubic feet per second
4198000,1/4/2020 13:00,1110,cubic feet per second
4198000,1/4/2020 13:15,1110,cubic feet per second
4198000,1/4/2020 13:30,1120,cubic feet per second
4198000,1/4/2020 13:45,1120,cubic feet per second
4198000,1/4/2020 14:00,1130,cubic feet per second
4198000,1/4/2020 14:15,1130,cubic feet per second
4198000,1/4/2020 14:30,1150,cubic feet per second
4198000,1/4/2020 14:45,1160,cubic feet per second
4198000,1/4/2020 15:00,1170,cubic feet per second
4198000,1/4/2020 15:15,1170,cubic feet per second
4198000,1/4/2020 15:30,1190,cubic feet per second
4198000,1/4/2020 15:45,1190,cubic feet per second
4198000,1/4/2020 16:00,1200,cubic feet per second
4198000,1/4/2020 16:15,1220,cubic feet per second
4198000,1/4/2020 16:30,1230,cubic feet per second
4198000,1/4/2020 16:45,1230,cubic feet per second
4198000,1/4/2020 17:00,1240,cubic feet per second
4198000,1/4/2020 17:15,1260,cubic feet per second
4198000,1/4/2020 17:30,1260,cubic feet per second
4198000,1/4/2020 17:45,1270,cubic feet per second
4198000,1/4/2020 18:00,1270,cubic feet per second
4198000,1/4/2020 18:15,1290,cubic feet per second
4198000,1/4/2020 18:30,1300,cubic feet per second
4198000,1/4/2020 18:45,1300,cubic feet per second
4198000,1/4/2020 19:00,1320,cubic feet per second
4198000,1/4/2020 19:15,1320,cubic feet per second
4198000,1/4/2020 19:30,1330,cubic feet per second
4198000,1/4/2020 19:45,1330,cubic feet per second
4198000,1/4/2020 20:00,1350,cubic feet per second
4198000,1/4/2020 20:15,1350,cubic feet per second
4198000,1/4/2020 20:30,1360,cubic feet per second
4198000,1/4/2020 20:45,1360,cubic feet per second
4198000,1/4/2020 21:00,1380,cubic feet per second
4198000,1/4/2020 21:15,1380,cubic feet per second
4198000,1/4/2020 21:30,1390,cubic feet per second
4198000,1/4/2020 21:45,1390,cubic feet per second
4198000,1/4/2020 22:00,1410,cubic feet per second
4198000,1/4/2020 22:15,1410,cubic feet per second
4198000,1/4/2020 22:30,1410,cubic feet per second
4198000,1/4/2020 22:45,1420,cubic feet per second
4198000,1/4/2020 23:00,1420,cubic feet per second
4198000,1/4/2020 23:15,1440,cubic feet per second
4198000,1/4/2020 23:30,1440,cubic feet per second
4198000,1/4/2020 23:45,1440,cubic feet per second
4198000,1/5/2020 0:00,1450,cubic feet per second
4198000,1/5/2020 0:15,1450,cubic feet per second
4198000,1/5/2020 0:30,1470,cubic feet per second
4198000,1/5/2020 0:45,1470,cubic feet per second
4198000,1/5/2020 1:00,1470,cubic feet per second
4198000,1/5/2020 1:15,1490,cubic feet per second
4198000,1/5/2020 1:30,1490,cubic feet per second
4198000,1/5/2020 1:45,1500,cubic feet per second
4198000,1/5/2020 2:00,1500,cubic feet per second
4198000,1/5/2020 2:15,1500,cubic feet per second
4198000,1/5/2020 2:30,1500,cubic feet per second
4198000,1/5/2020 2:45,1520,cubic feet per second
4198000,1/5/2020 3:00,1520,cubic feet per second
4198000,1/5/2020 3:15,1540,cubic feet per second
4198000,1/5/2020 3:30,1540,cubic feet per second
4198000,1/5/2020 3:45,1540,cubic feet per second
4198000,1/5/2020 4:00,1550,cubic feet per second
4198000,1/5/2020 4:15,1550,cubic feet per second
4198000,1/5/2020 4:30,1550,cubic feet per second
4198000,1/5/2020 4:45,1570,cubic feet per second
4198000,1/5/2020 5:00,1570,cubic feet per second
4198000,1/5/2020 5:15,1570,cubic feet per second
4198000,1/5/2020 5:30,1570,cubic feet per second
4198000,1/5/2020 5:45,1570,cubic feet per second
4198000,1/5/2020 6:00,1580,cubic feet per second
4198000,1/5/2020 6:15,1580,cubic feet per second
4198000,1/5/2020 6:30,1580,cubic feet per second
4198000,1/5/2020 6:45,1580,cubic feet per second
4198000,1/5/2020 7:00,1580,cubic feet per second
4198000,1/5/2020 7:15,1580,cubic feet per second
4198000,1/5/2020 7:30,1600,cubic feet per second
4198000,1/5/2020 7:45,1600,cubic feet per second
4198000,1/5/2020 8:00,1600,cubic feet per second
4198000,1/5/2020 8:15,1600,cubic feet per second
4198000,1/5/2020 8:30,1600,cubic feet per second
4198000,1/5/2020 8:45,1600,cubic feet per second
4198000,1/5/2020 9:00,1620,cubic feet per second
4198000,1/5/2020 9:15,1620,cubic feet per second
4198000,1/5/2020 9:30,1620,cubic feet per second
4198000,1/5/2020 9:45,1620,cubic feet per second
4198000,1/5/2020 10:00,1630,cubic feet per second
4198000,1/5/2020 10:15,1630,cubic feet per second
4198000,1/5/2020 10:30,1630,cubic feet per second
4198000,1/5/2020 10:45,1630,cubic feet per second
4198000,1/5/2020 11:00,1630,cubic feet per second
4198000,1/5/2020 11:15,1630,cubic feet per second
4198000,1/5/2020 11:30,1650,cubic feet per second
4198000,1/5/2020 11:45,1650,cubic feet per second
4198000,1/5/2020 12:00,1650,cubic feet per second
4198000,1/5/2020 12:15,1650,cubic feet per second
4198000,1/5/2020 12:30,1650,cubic feet per second
4198000,1/5/2020 12:45,1650,cubic feet per second
4198000,1/5/2020 13:00,1670,cubic feet per second
4198000,1/5/2020 13:15,1670,cubic feet per second
4198000,1/5/2020 13:30,1670,cubic feet per second
4198000,1/5/2020 13:45,1670,cubic feet per second
4198000,1/5/2020 14:00,1670,cubic feet per second
4198000,1/5/2020 14:15,1670,cubic feet per second
4198000,1/5/2020 14:30,1680,cubic feet per second
4198000,1/5/2020 14:45,1680,cubic feet per second
4198000,1/5/2020 15:00,1680,cubic feet per second
4198000,1/5/2020 15:15,1680,cubic feet per second
4198000,1/5/2020 15:30,1680,cubic feet per second
4198000,1/5/2020 15:45,1680,cubic feet per second
4198000,1/5/2020 16:00,1700,cubic feet per second
4198000,1/5/2020 16:15,1700,cubic feet per second
4198000,1/5/2020 16:30,1700,cubic feet per second
4198000,1/5/2020 16:45,1700,cubic feet per second
4198000,1/5/2020 17:00,1700,cubic feet per second
4198000,1/5/2020 17:15,1700,cubic feet per second
4198000,1/5/2020 17:30,1700,cubic feet per second
4198000,1/5/2020 17:45,1700,cubic feet per second
4198000,1/5/2020 18:00,1700,cubic feet per second
4198000,1/5/2020 18:15,1720,cubic feet per second
4198000,1/5/2020 18:30,1720,cubic feet per second
4198000,1/5/2020 18:45,1720,cubic feet per second
4198000,1/5/2020 19:00,1720,cubic feet per second
4198000,1/5/2020 19:15,1720,cubic feet per second
4198000,1/5/2020 19:30,1720,cubic feet per second
4198000,1/5/2020 19:45,1720,cubic feet per second
4198000,1/5/2020 20:00,1720,cubic feet per second
4198000,1/5/2020 20:15,1720,cubic feet per second
4198000,1/5/2020 20:30,1720,cubic feet per second
4198000,1/5/2020 20:45,1720,cubic feet per second
4198000,1/5/2020 21:00,1730,cubic feet per second
4198000,1/5/2020 21:15,1730,cubic feet per second
4198000,1/5/2020 21:30,1730,cubic feet per second
4198000,1/5/2020 21:45,1730,cubic feet per second
4198000,1/5/2020 22:00,1730,cubic feet per second
4198000,1/5/2020 22:15,1730,cubic feet per second
4198000,1/5/2020 22:30,1730,cubic feet per second
4198000,1/5/2020 22:45,1730,cubic feet per second
4198000,1/5/2020 23:00,1740,cubic feet per second
4198000,1/5/2020 23:15,1740,cubic feet per second
4198000,1/5/2020 23:30,1740,cubic feet per second
4198000,1/5/2020 23:45,1740,cubic feet per second
4198000,1/6/2020 0:00,1740,cubic feet per second
4198000,1/6/2020 0:15,1740,cubic feet per second
4198000,1/6/2020 0:30,1740,cubic feet per second
4198000,1/6/2020 0:45,1740,cubic feet per second
4198000,1/6/2020 1:00,1740,cubic feet per second
4198000,1/6/2020 1:15,1740,cubic feet per second
4198000,1/6/2020 1:30,1740,cubic feet per second
4198000,1/6/2020 1:45,1740,cubic feet per second
4198000,1/6/2020 2:00,1740,cubic feet per second
4198000,1/6/2020 2:15,1740,cubic feet per second
4198000,1/6/2020 2:30,1740,cubic feet per second
4198000,1/6/2020 2:45,1740,cubic feet per second
4198000,1/6/2020 3:00,1740,cubic feet per second
4198000,1/6/2020 3:15,1740,cubic feet per second
4198000,1/6/2020 3:30,1740,cubic feet per second
4198000,1/6/2020 3:45,1740,cubic feet per second
4198000,1/6/2020 4:00,1740,cubic feet per second
4198000,1/6/2020 4:15,1740,cubic feet per second
4198000,1/6/2020 4:30,1740,cubic feet per second
4198000,1/6/2020 4:45,1740,cubic feet per second
4198000,1/6/2020 5:00,1740,cubic feet per second
4198000,1/6/2020 5:15,1740,cubic feet per second
4198000,1/6/2020 5:30,1740,cubic feet per second
4198000,1/6/2020 5:45,1740,cubic feet per second
4198000,1/6/2020 6:00,1740,cubic feet per second
4198000,1/6/2020 6:15,1740,cubic feet per second
4198000,1/6/2020 6:30,1740,cubic feet per second
4198000,1/6/2020 6:45,1740,cubic feet per second
4198000,1/6/2020 7:00,1740,cubic feet per second
4198000,1/6/2020 7:15,1740,cubic feet per second
4198000,1/6/2020 7:30,1740,cubic feet per second
4198000,1/6/2020 7:45,1740,cubic feet per second
4198000,1/6/2020 8:00,1740,cubic feet per second
4198000,1/6/2020 8:15,1740,cubic feet per second
4198000,1/6/2020 8:30,1720,cubic feet per second
4198000,1/6/2020 8:45,1720,cubic feet per second
4198000,1/6/2020 9:00,1720,cubic feet per second
4198000,1/6/2020 9:15,1720,cubic feet per second
4198000,1/6/2020 9:30,1720,cubic feet per second
4198000,1/6/2020 9:45,1720,cubic feet per second
4198000,1/6/2020 10:00,1710,cubic feet per second
4198000,1/6/2020 10:15,1710,cubic feet per second
4198000,1/6/2020 10:30,1710,cubic feet per second
4198000,1/6/2020 10:45,1710,cubic feet per second
4198000,1/6/2020 11:00,1710,cubic feet per second
4198000,1/6/2020 11:15,1710,cubic feet per second
4198000,1/6/2020 11:30,1690,cubic feet per second
4198000,1/6/2020 11:45,1690,cubic feet per second
4198000,1/6/2020 12:00,1690,cubic feet per second
4198000,1/6/2020 12:15,1690,cubic feet per second
4198000,1/6/2020 12:30,1680,cubic feet per second
4198000,1/6/2020 12:45,1680,cubic feet per second
4198000,1/6/2020 13:00,1680,cubic feet per second
4198000,1/6/2020 13:15,1680,cubic feet per second
4198000,1/6/2020 13:30,1680,cubic feet per second
4198000,1/6/2020 13:45,1660,cubic feet per second
4198000,1/6/2020 14:00,1660,cubic feet per second
