"variable","Depth","Site","Year","K_avg","value","plot"
"Light",0.5,"Muddy_Creek",2021,7.20109248250522,23.4187142857143,"Light"
"Light",1,"Muddy_Creek",2021,7.20109248250522,1.15333333333333,"Light"
"Light",1.5,"Muddy_Creek",2021,7.20109248250522,0.139285714285714,"Light"
"Light",0.5,"ODNR_4",2021,4.84258082303218,71.9736666666667,"Light"
"Light",1,"ODNR_4",2021,4.84258082303218,11.658,"Light"
"Light",1.5,"ODNR_4",2021,4.84258082303218,1.17039285714286,"Light"
"Light",2,"ODNR_4",2021,4.84258082303218,0.15625,"Light"
"Light",0.5,"ODNR_6",2021,3.88823637992272,153.655666666667,"Light"
"Light",1,"ODNR_6",2021,3.88823637992272,26.1083333333333,"Light"
"Light",1.5,"ODNR_6",2021,3.88823637992272,5.80536666666667,"Light"
"Light",2,"ODNR_6",2021,3.88823637992272,1.56142857142857,"Light"
"Light",2.5,"ODNR_6",2021,3.88823637992272,0.352272727272727,"Light"
"Light",3,"ODNR_6",2021,3.88823637992272,0.01,"Light"
"Light",0.5,"Buoy_2",2021,2.22833731596067,307.332692307692,"Light"
"Light",1,"Buoy_2",2021,2.22833731596067,112.363846153846,"Light"
"Light",1.5,"Buoy_2",2021,2.22833731596067,48.0754166666667,"Light"
"Light",2,"Buoy_2",2021,2.22833731596067,22.14,"Light"
"Light",2.5,"Buoy_2",2021,2.22833731596067,7.04083333333333,"Light"
"Light",3,"Buoy_2",2021,2.22833731596067,2.69625,"Light"
"Light",3.5,"Buoy_2",2021,2.22833731596067,1.125,"Light"
"Light",0.5,"ODNR_1",2021,1.83491680847068,3029.54576923077,"Light"
"Light",1,"ODNR_1",2021,1.83491680847068,176.066923076923,"Light"
"Light",1.5,"ODNR_1",2021,1.83491680847068,72.3384615384615,"Light"
"Light",2,"ODNR_1",2021,1.83491680847068,31.9573076923077,"Light"
"Light",2.5,"ODNR_1",2021,1.83491680847068,16.2457692307692,"Light"
"Light",3,"ODNR_1",2021,1.83491680847068,7.33884615384615,"Light"
"Light",3.5,"ODNR_1",2021,1.83491680847068,2.56142857142857,"Light"
"Light",4,"ODNR_1",2021,1.83491680847068,0.57,"Light"
"Light",0.5,"EC_1163",2021,1.80855202780178,351.758571428571,"Light"
"Light",1,"EC_1163",2021,1.80855202780178,157.007857142857,"Light"
"Light",1.5,"EC_1163",2021,1.80855202780178,87.9484615384615,"Light"
"Light",2,"EC_1163",2021,1.80855202780178,33.3707142857143,"Light"
"Light",2.5,"EC_1163",2021,1.80855202780178,33.4389285714286,"Light"
"Light",3,"EC_1163",2021,1.80855202780178,6.90071428571429,"Light"
"Light",3.5,"EC_1163",2021,1.80855202780178,4.88181818181818,"Light"
"Light",4,"EC_1163",2021,1.80855202780178,2.225,"Light"
"Light",5,"EC_1163",2021,1.80855202780178,0.07,"Light"
"Light",0.5,"Bells",2021,0.9001853634641,651.925,"Light"
"Light",1,"Bells",2021,0.9001853634641,509.148333333333,"Light"
"Light",1.5,"Bells",2021,0.9001853634641,324.542222222222,"Light"
"Light",2,"Bells",2021,0.9001853634641,202.218888888889,"Light"
"Light",2.5,"Bells",2021,0.9001853634641,159.624444444444,"Light"
"Light",3,"Bells",2021,0.9001853634641,122.746666666667,"Light"
"Light",3.5,"Bells",2021,0.9001853634641,92.4655555555556,"Light"
"Light",4,"Bells",2021,0.9001853634641,61.5988888888889,"Light"
"Light",5,"Bells",2021,0.9001853634641,37.76375,"Light"
"Light",6,"Bells",2021,0.9001853634641,24.850625,"Light"
