site,date_time,discharge,notes
4198000,1/1/2021 18:30,1610, cubic feet per second
4198000,1/1/2021 18:45,1630, cubic feet per second
4198000,1/1/2021 19:00,1640, cubic feet per second
4198000,1/1/2021 19:15,1660, cubic feet per second
4198000,1/1/2021 19:30,1670, cubic feet per second
4198000,1/1/2021 19:45,1710, cubic feet per second
4198000,1/1/2021 20:00,1720, cubic feet per second
4198000,1/1/2021 20:15,1750, cubic feet per second
4198000,1/1/2021 20:30,1790, cubic feet per second
4198000,1/1/2021 20:45,1820, cubic feet per second
4198000,1/1/2021 21:00,1850, cubic feet per second
4198000,1/1/2021 21:15,1900, cubic feet per second
4198000,1/1/2021 21:30,1960, cubic feet per second
4198000,1/1/2021 21:45,2010, cubic feet per second
4198000,1/1/2021 22:00,2080, cubic feet per second
4198000,1/1/2021 22:15,2140, cubic feet per second
4198000,1/1/2021 22:30,2220, cubic feet per second
4198000,1/1/2021 22:45,2300, cubic feet per second
4198000,1/1/2021 23:00,2370, cubic feet per second
4198000,1/1/2021 23:15,2470, cubic feet per second
4198000,1/1/2021 23:30,2540, cubic feet per second
4198000,1/1/2021 23:45,2640, cubic feet per second
4198000,1/2/2021 0:00,2730, cubic feet per second
4198000,1/2/2021 0:15,2820, cubic feet per second
4198000,1/2/2021 0:30,2930, cubic feet per second
4198000,1/2/2021 0:45,3020, cubic feet per second
4198000,1/2/2021 1:00,3110, cubic feet per second
4198000,1/2/2021 1:15,3210, cubic feet per second
4198000,1/2/2021 1:30,3330, cubic feet per second
4198000,1/2/2021 1:45,3440, cubic feet per second
4198000,1/2/2021 2:00,3540, cubic feet per second
4198000,1/2/2021 2:15,3650, cubic feet per second
4198000,1/2/2021 2:30,3750, cubic feet per second
4198000,1/2/2021 2:45,3860, cubic feet per second
4198000,1/2/2021 3:00,3950, cubic feet per second
4198000,1/2/2021 3:15,4080, cubic feet per second
4198000,1/2/2021 3:30,4190, cubic feet per second
4198000,1/2/2021 3:45,4290, cubic feet per second
4198000,1/2/2021 4:00,4400, cubic feet per second
4198000,1/2/2021 4:15,4520, cubic feet per second
4198000,1/2/2021 4:30,4640, cubic feet per second
4198000,1/2/2021 4:45,4730, cubic feet per second
4198000,1/2/2021 5:00,4850, cubic feet per second
4198000,1/2/2021 5:15,4980, cubic feet per second
4198000,1/2/2021 5:30,5050, cubic feet per second
4198000,1/2/2021 5:45,5150, cubic feet per second
4198000,1/2/2021 6:00,5240, cubic feet per second
4198000,1/2/2021 6:15,5340, cubic feet per second
4198000,1/2/2021 6:30,5420, cubic feet per second
4198000,1/2/2021 6:45,5520, cubic feet per second
4198000,1/2/2021 7:00,5620, cubic feet per second
4198000,1/2/2021 7:15,5750, cubic feet per second
4198000,1/2/2021 7:30,5830, cubic feet per second
4198000,1/2/2021 7:45,5900, cubic feet per second
4198000,1/2/2021 8:00,5980, cubic feet per second
4198000,1/2/2021 8:15,6090, cubic feet per second
4198000,1/2/2021 8:30,6170, cubic feet per second
4198000,1/2/2021 8:45,6250, cubic feet per second
4198000,1/2/2021 9:00,6330, cubic feet per second
4198000,1/2/2021 9:15,6440, cubic feet per second
4198000,1/2/2021 9:30,6520, cubic feet per second
4198000,1/2/2021 9:45,6610, cubic feet per second
4198000,1/2/2021 10:00,6690, cubic feet per second
4198000,1/2/2021 10:15,6800, cubic feet per second
4198000,1/2/2021 10:30,6860, cubic feet per second
4198000,1/2/2021 10:45,6940, cubic feet per second
4198000,1/2/2021 11:00,7030, cubic feet per second
4198000,1/2/2021 11:15,7100, cubic feet per second
4198000,1/2/2021 11:30,7160, cubic feet per second
4198000,1/2/2021 11:45,7240, cubic feet per second
4198000,1/2/2021 12:00,7290, cubic feet per second
4198000,1/2/2021 12:15,7370, cubic feet per second
4198000,1/2/2021 12:30,7420, cubic feet per second
4198000,1/2/2021 12:45,7470, cubic feet per second
4198000,1/2/2021 13:00,7550, cubic feet per second
4198000,1/2/2021 13:15,7580, cubic feet per second
4198000,1/2/2021 13:30,7660, cubic feet per second
4198000,1/2/2021 13:45,7720, cubic feet per second
4198000,1/2/2021 14:00,7740, cubic feet per second
4198000,1/2/2021 14:15,7830, cubic feet per second
4198000,1/2/2021 14:30,7880, cubic feet per second
4198000,1/2/2021 14:45,7940, cubic feet per second
4198000,1/2/2021 15:00,7990, cubic feet per second
4198000,1/2/2021 15:15,7990, cubic feet per second
4198000,1/2/2021 15:30,8050, cubic feet per second
4198000,1/2/2021 15:45,8070, cubic feet per second
4198000,1/2/2021 16:00,8100, cubic feet per second
4198000,1/2/2021 16:15,8130, cubic feet per second
4198000,1/2/2021 16:30,8160, cubic feet per second
4198000,1/2/2021 16:45,8190, cubic feet per second
4198000,1/2/2021 17:00,8210, cubic feet per second
4198000,1/2/2021 17:15,8270, cubic feet per second
4198000,1/2/2021 17:30,8270, cubic feet per second
4198000,1/2/2021 17:45,8300, cubic feet per second
4198000,1/2/2021 18:00,8300, cubic feet per second
4198000,1/2/2021 18:15,8330, cubic feet per second
4198000,1/2/2021 18:30,8350, cubic feet per second
4198000,1/2/2021 18:45,8350, cubic feet per second
4198000,1/2/2021 19:00,8380, cubic feet per second
4198000,1/2/2021 19:15,8380, cubic feet per second
4198000,1/2/2021 19:30,8350, cubic feet per second
4198000,1/2/2021 19:45,8350, cubic feet per second
4198000,1/2/2021 20:00,8350, cubic feet per second
4198000,1/2/2021 20:15,8330, cubic feet per second
4198000,1/2/2021 20:30,8380, cubic feet per second
4198000,1/2/2021 20:45,8350, cubic feet per second
4198000,1/2/2021 21:00,8330, cubic feet per second
4198000,1/2/2021 21:15,8350, cubic feet per second
4198000,1/2/2021 21:30,8330, cubic feet per second
4198000,1/2/2021 21:45,8300, cubic feet per second
4198000,1/2/2021 22:00,8270, cubic feet per second
4198000,1/2/2021 22:15,8270, cubic feet per second
4198000,1/2/2021 22:30,8300, cubic feet per second
4198000,1/2/2021 22:45,8300, cubic feet per second
4198000,1/2/2021 23:00,8270, cubic feet per second
4198000,1/2/2021 23:15,8270, cubic feet per second
4198000,1/2/2021 23:30,8270, cubic feet per second
4198000,1/2/2021 23:45,8240, cubic feet per second
4198000,1/3/2021 0:00,8210, cubic feet per second
4198000,1/3/2021 0:15,8210, cubic feet per second
4198000,1/3/2021 0:30,8190, cubic feet per second
4198000,1/3/2021 0:45,8190, cubic feet per second
4198000,1/3/2021 1:00,8100, cubic feet per second
4198000,1/3/2021 1:15,8100, cubic feet per second
4198000,1/3/2021 1:30,8050, cubic feet per second
4198000,1/3/2021 1:45,7990, cubic feet per second
4198000,1/3/2021 2:00,7960, cubic feet per second
4198000,1/3/2021 2:15,7940, cubic feet per second
4198000,1/3/2021 2:30,7910, cubic feet per second
4198000,1/3/2021 2:45,7880, cubic feet per second
4198000,1/3/2021 3:00,7880, cubic feet per second
4198000,1/3/2021 3:15,7880, cubic feet per second
4198000,1/3/2021 3:30,7940, cubic feet per second
4198000,1/3/2021 3:45,7940, cubic feet per second
4198000,1/3/2021 4:00,7940, cubic feet per second
4198000,1/3/2021 4:15,7910, cubic feet per second
4198000,1/3/2021 4:30,7880, cubic feet per second
4198000,1/3/2021 4:45,7880, cubic feet per second
4198000,1/3/2021 5:00,7880, cubic feet per second
4198000,1/3/2021 5:15,7800, cubic feet per second
4198000,1/3/2021 5:30,7770, cubic feet per second
4198000,1/3/2021 5:45,7740, cubic feet per second
4198000,1/3/2021 6:00,7720, cubic feet per second
4198000,1/3/2021 6:15,7660, cubic feet per second
4198000,1/3/2021 6:30,7660, cubic feet per second
4198000,1/3/2021 6:45,7640, cubic feet per second
4198000,1/3/2021 7:00,7580, cubic feet per second
4198000,1/3/2021 7:15,7580, cubic feet per second
4198000,1/3/2021 7:30,7580, cubic feet per second
4198000,1/3/2021 7:45,7550, cubic feet per second
4198000,1/3/2021 8:00,7500, cubic feet per second
4198000,1/3/2021 8:15,7500, cubic feet per second
4198000,1/3/2021 8:30,7470, cubic feet per second
4198000,1/3/2021 8:45,7450, cubic feet per second
4198000,1/3/2021 9:00,7450, cubic feet per second
4198000,1/3/2021 9:15,7420, cubic feet per second
4198000,1/3/2021 9:30,7390, cubic feet per second
4198000,1/3/2021 9:45,7340, cubic feet per second
4198000,1/3/2021 10:00,7340, cubic feet per second
4198000,1/3/2021 10:15,7310, cubic feet per second
4198000,1/3/2021 10:30,7260, cubic feet per second
4198000,1/3/2021 10:45,7260, cubic feet per second
4198000,1/3/2021 11:00,7260, cubic feet per second
4198000,1/3/2021 11:15,7240, cubic feet per second
4198000,1/3/2021 11:30,7210, cubic feet per second
4198000,1/3/2021 11:45,7210, cubic feet per second
4198000,1/3/2021 12:00,7180, cubic feet per second
4198000,1/3/2021 12:15,7160, cubic feet per second
4198000,1/3/2021 12:30,7130, cubic feet per second
4198000,1/3/2021 12:45,7130, cubic feet per second
4198000,1/3/2021 13:00,7100, cubic feet per second
4198000,1/3/2021 13:15,7100, cubic feet per second
4198000,1/3/2021 13:30,7080, cubic feet per second
4198000,1/3/2021 13:45,7050, cubic feet per second
4198000,1/3/2021 14:00,7050, cubic feet per second
4198000,1/3/2021 14:15,7050, cubic feet per second
4198000,1/3/2021 14:30,7050, cubic feet per second
4198000,1/3/2021 14:45,7000, cubic feet per second
4198000,1/3/2021 15:00,6970, cubic feet per second
4198000,1/3/2021 15:15,6970, cubic feet per second
4198000,1/3/2021 15:30,6970, cubic feet per second
4198000,1/3/2021 15:45,6970, cubic feet per second
4198000,1/3/2021 16:00,6940, cubic feet per second
4198000,1/3/2021 16:15,6940, cubic feet per second
4198000,1/3/2021 16:30,6940, cubic feet per second
4198000,1/3/2021 16:45,6940, cubic feet per second
4198000,1/3/2021 17:00,6910, cubic feet per second
4198000,1/3/2021 17:15,6910, cubic feet per second
4198000,1/3/2021 17:30,6910, cubic feet per second
4198000,1/3/2021 17:45,6910, cubic feet per second
4198000,1/3/2021 18:00,6890, cubic feet per second
4198000,1/3/2021 18:15,6890, cubic feet per second
4198000,1/3/2021 18:30,6890, cubic feet per second
4198000,1/3/2021 18:45,6860, cubic feet per second
4198000,1/3/2021 19:00,6860, cubic feet per second
4198000,1/3/2021 19:15,6860, cubic feet per second
4198000,1/3/2021 19:30,6860, cubic feet per second
4198000,1/3/2021 19:45,6860, cubic feet per second
4198000,1/3/2021 20:00,6830, cubic feet per second
4198000,1/3/2021 20:15,6830, cubic feet per second
4198000,1/3/2021 20:30,6830, cubic feet per second
4198000,1/3/2021 20:45,6830, cubic feet per second
4198000,1/3/2021 21:00,6800, cubic feet per second
4198000,1/3/2021 21:15,6800, cubic feet per second
4198000,1/3/2021 21:30,6770, cubic feet per second
4198000,1/3/2021 21:45,6770, cubic feet per second
4198000,1/3/2021 22:00,6770, cubic feet per second
4198000,1/3/2021 22:15,6770, cubic feet per second
4198000,1/3/2021 22:30,6770, cubic feet per second
4198000,1/3/2021 22:45,6750, cubic feet per second
4198000,1/3/2021 23:00,6750, cubic feet per second
4198000,1/3/2021 23:15,6750, cubic feet per second
4198000,1/3/2021 23:30,6720, cubic feet per second
4198000,1/3/2021 23:45,6720, cubic feet per second
4198000,1/4/2021 0:00,6690, cubic feet per second
4198000,1/4/2021 0:15,6690, cubic feet per second
4198000,1/4/2021 0:30,6690, cubic feet per second
4198000,1/4/2021 0:45,6690, cubic feet per second
4198000,1/4/2021 1:00,6660, cubic feet per second
4198000,1/4/2021 1:15,6660, cubic feet per second
4198000,1/4/2021 1:30,6630, cubic feet per second
4198000,1/4/2021 1:45,6630, cubic feet per second
4198000,1/4/2021 2:00,6630, cubic feet per second
4198000,1/4/2021 2:15,6580, cubic feet per second
4198000,1/4/2021 2:30,6580, cubic feet per second
4198000,1/4/2021 2:45,6580, cubic feet per second
4198000,1/4/2021 3:00,6580, cubic feet per second
4198000,1/4/2021 3:15,6550, cubic feet per second
4198000,1/4/2021 3:30,6520, cubic feet per second
4198000,1/4/2021 3:45,6520, cubic feet per second
4198000,1/4/2021 4:00,6520, cubic feet per second
4198000,1/4/2021 4:15,6500, cubic feet per second
4198000,1/4/2021 4:30,6470, cubic feet per second
4198000,1/4/2021 4:45,6470, cubic feet per second
4198000,1/4/2021 5:00,6470, cubic feet per second
4198000,1/4/2021 5:15,6440, cubic feet per second
4198000,1/4/2021 5:30,6410, cubic feet per second
4198000,1/4/2021 5:45,6410, cubic feet per second
4198000,1/4/2021 6:00,6390, cubic feet per second
4198000,1/4/2021 6:15,6360, cubic feet per second
4198000,1/4/2021 6:30,6330, cubic feet per second
4198000,1/4/2021 6:45,6330, cubic feet per second
4198000,1/4/2021 7:00,6300, cubic feet per second
4198000,1/4/2021 7:15,6300, cubic feet per second
4198000,1/4/2021 7:30,6280, cubic feet per second
4198000,1/4/2021 7:45,6250, cubic feet per second
4198000,1/4/2021 8:00,6250, cubic feet per second
4198000,1/4/2021 8:15,6220, cubic feet per second
4198000,1/4/2021 8:30,6200, cubic feet per second
4198000,1/4/2021 8:45,6170, cubic feet per second
4198000,1/4/2021 9:00,6140, cubic feet per second
4198000,1/4/2021 9:15,6120, cubic feet per second
4198000,1/4/2021 9:30,6120, cubic feet per second
4198000,1/4/2021 9:45,6090, cubic feet per second
4198000,1/4/2021 10:00,6060, cubic feet per second
4198000,1/4/2021 10:15,6040, cubic feet per second
4198000,1/4/2021 10:30,6010, cubic feet per second
4198000,1/4/2021 10:45,5980, cubic feet per second
4198000,1/4/2021 11:00,5960, cubic feet per second
4198000,1/4/2021 11:15,5930, cubic feet per second
4198000,1/4/2021 11:30,5900, cubic feet per second
4198000,1/4/2021 11:45,5880, cubic feet per second
4198000,1/4/2021 12:00,5850, cubic feet per second
4198000,1/4/2021 12:15,5830, cubic feet per second
4198000,1/4/2021 12:30,5830, cubic feet per second
4198000,1/4/2021 12:45,5800, cubic feet per second
4198000,1/4/2021 13:00,5800, cubic feet per second
4198000,1/4/2021 13:15,5750, cubic feet per second
4198000,1/4/2021 13:30,5750, cubic feet per second
4198000,1/4/2021 13:45,5720, cubic feet per second
4198000,1/4/2021 14:00,5700, cubic feet per second
4198000,1/4/2021 14:15,5670, cubic feet per second
4198000,1/4/2021 14:30,5650, cubic feet per second
4198000,1/4/2021 14:45,5620, cubic feet per second
4198000,1/4/2021 15:00,5590, cubic feet per second
4198000,1/4/2021 15:15,5570, cubic feet per second
4198000,1/4/2021 15:30,5540, cubic feet per second
4198000,1/4/2021 15:45,5520, cubic feet per second
4198000,1/4/2021 16:00,5490, cubic feet per second
4198000,1/4/2021 16:15,5490, cubic feet per second
4198000,1/4/2021 16:30,5440, cubic feet per second
4198000,1/4/2021 16:45,5420, cubic feet per second
4198000,1/4/2021 17:00,5420, cubic feet per second
4198000,1/4/2021 17:15,5370, cubic feet per second
4198000,1/4/2021 17:30,5370, cubic feet per second
4198000,1/4/2021 17:45,5340, cubic feet per second
4198000,1/4/2021 18:00,5320, cubic feet per second
4198000,1/4/2021 18:15,5290, cubic feet per second
4198000,1/4/2021 18:30,5270, cubic feet per second
4198000,1/4/2021 18:45,5270, cubic feet per second
4198000,1/4/2021 19:00,5220, cubic feet per second
4198000,1/4/2021 19:15,5190, cubic feet per second
4198000,1/4/2021 19:30,5170, cubic feet per second
4198000,1/4/2021 19:45,5170, cubic feet per second
4198000,1/4/2021 20:00,5120, cubic feet per second
4198000,1/4/2021 20:15,5100, cubic feet per second
4198000,1/4/2021 20:30,5070, cubic feet per second
4198000,1/4/2021 20:45,5070, cubic feet per second
4198000,1/4/2021 21:00,5020, cubic feet per second
4198000,1/4/2021 21:15,5000, cubic feet per second
4198000,1/4/2021 21:30,4980, cubic feet per second
4198000,1/4/2021 21:45,4980, cubic feet per second
4198000,1/4/2021 22:00,4950, cubic feet per second
4198000,1/4/2021 22:15,4930, cubic feet per second
4198000,1/4/2021 22:30,4900, cubic feet per second
4198000,1/4/2021 22:45,4880, cubic feet per second
4198000,1/4/2021 23:00,4850, cubic feet per second
4198000,1/4/2021 23:15,4830, cubic feet per second
4198000,1/4/2021 23:30,4800, cubic feet per second
4198000,1/4/2021 23:45,4800, cubic feet per second
4198000,1/5/2021 0:00,4780, cubic feet per second
4198000,1/5/2021 0:15,4760, cubic feet per second
4198000,1/5/2021 0:30,4730, cubic feet per second
4198000,1/5/2021 0:45,4710, cubic feet per second
4198000,1/5/2021 1:00,4710, cubic feet per second
4198000,1/5/2021 1:15,4660, cubic feet per second
4198000,1/5/2021 1:30,4660, cubic feet per second
4198000,1/5/2021 1:45,4610, cubic feet per second
4198000,1/5/2021 2:00,4610, cubic feet per second
4198000,1/5/2021 2:15,4590, cubic feet per second
4198000,1/5/2021 2:30,4560, cubic feet per second
4198000,1/5/2021 2:45,4540, cubic feet per second
4198000,1/5/2021 3:00,4520, cubic feet per second
4198000,1/5/2021 3:15,4490, cubic feet per second
4198000,1/5/2021 3:30,4470, cubic feet per second
4198000,1/5/2021 3:45,4450, cubic feet per second
4198000,1/5/2021 4:00,4420, cubic feet per second
4198000,1/5/2021 4:15,4420, cubic feet per second
4198000,1/5/2021 4:30,4380, cubic feet per second
4198000,1/5/2021 4:45,4350, cubic feet per second
4198000,1/5/2021 5:00,4330, cubic feet per second
4198000,1/5/2021 5:15,4310, cubic feet per second
4198000,1/5/2021 5:30,4290, cubic feet per second
4198000,1/5/2021 5:45,4290, cubic feet per second
4198000,1/5/2021 6:00,4260, cubic feet per second
4198000,1/5/2021 6:15,4240, cubic feet per second
4198000,1/5/2021 6:30,4240, cubic feet per second
4198000,1/5/2021 6:45,4220, cubic feet per second
4198000,1/5/2021 7:00,4190, cubic feet per second
4198000,1/5/2021 7:15,4150, cubic feet per second
4198000,1/5/2021 7:30,4150, cubic feet per second
4198000,1/5/2021 7:45,4130, cubic feet per second
4198000,1/5/2021 8:00,4100, cubic feet per second
4198000,1/5/2021 8:15,4080, cubic feet per second
4198000,1/5/2021 8:30,4060, cubic feet per second
4198000,1/5/2021 8:45,4040, cubic feet per second
4198000,1/5/2021 9:00,4040, cubic feet per second
4198000,1/5/2021 9:15,4020, cubic feet per second
4198000,1/5/2021 9:30,3990, cubic feet per second
4198000,1/5/2021 9:45,3970, cubic feet per second
4198000,1/5/2021 10:00,3950, cubic feet per second
4198000,1/5/2021 10:15,3930, cubic feet per second
4198000,1/5/2021 10:30,3910, cubic feet per second
4198000,1/5/2021 10:45,3910, cubic feet per second
4198000,1/5/2021 11:00,3880, cubic feet per second
4198000,1/5/2021 11:15,3860, cubic feet per second
4198000,1/5/2021 11:30,3840, cubic feet per second
4198000,1/5/2021 11:45,3840, cubic feet per second
4198000,1/5/2021 12:00,3820, cubic feet per second
4198000,1/5/2021 12:15,3800, cubic feet per second
4198000,1/5/2021 12:30,3780, cubic feet per second
4198000,1/5/2021 12:45,3750, cubic feet per second
4198000,1/5/2021 13:00,3730, cubic feet per second
4198000,1/5/2021 13:15,3730, cubic feet per second
4198000,1/5/2021 13:30,3690, cubic feet per second
4198000,1/5/2021 13:45,3670, cubic feet per second
4198000,1/5/2021 14:00,3650, cubic feet per second
4198000,1/5/2021 14:15,3650, cubic feet per second
4198000,1/5/2021 14:30,3630, cubic feet per second
4198000,1/5/2021 14:45,3610, cubic feet per second
4198000,1/5/2021 15:00,3590, cubic feet per second
4198000,1/5/2021 15:15,3570, cubic feet per second
4198000,1/5/2021 15:30,3540, cubic feet per second
4198000,1/5/2021 15:45,3540, cubic feet per second
4198000,1/5/2021 16:00,3520, cubic feet per second
4198000,1/5/2021 16:15,3500, cubic feet per second
4198000,1/5/2021 16:30,3480, cubic feet per second
4198000,1/5/2021 16:45,3460, cubic feet per second
4198000,1/5/2021 17:00,3440, cubic feet per second
4198000,1/5/2021 17:15,3420, cubic feet per second
4198000,1/5/2021 17:30,3400, cubic feet per second
4198000,1/5/2021 17:45,3400, cubic feet per second
4198000,1/5/2021 18:00,3380, cubic feet per second
4198000,1/5/2021 18:15,3360, cubic feet per second
4198000,1/5/2021 18:30,3340, cubic feet per second
4198000,1/5/2021 18:45,3320, cubic feet per second
4198000,1/5/2021 19:00,3300, cubic feet per second
4198000,1/5/2021 19:15,3300, cubic feet per second
4198000,1/5/2021 19:30,3280, cubic feet per second
4198000,1/5/2021 19:45,3260, cubic feet per second
4198000,1/5/2021 20:00,3250, cubic feet per second
4198000,1/5/2021 20:15,3230, cubic feet per second
4198000,1/5/2021 20:30,3210, cubic feet per second
4198000,1/5/2021 20:45,3190, cubic feet per second
4198000,1/5/2021 21:00,3190, cubic feet per second
4198000,1/5/2021 21:15,3170, cubic feet per second
4198000,1/5/2021 21:30,3150, cubic feet per second
4198000,1/5/2021 21:45,3130, cubic feet per second
4198000,1/5/2021 22:00,3130, cubic feet per second
4198000,1/5/2021 22:15,3090, cubic feet per second
4198000,1/5/2021 22:30,3090, cubic feet per second
4198000,1/5/2021 22:45,3070, cubic feet per second
4198000,1/5/2021 23:00,3050, cubic feet per second
4198000,1/5/2021 23:15,3030, cubic feet per second
4198000,1/5/2021 23:30,3010, cubic feet per second
4198000,1/5/2021 23:45,3000, cubic feet per second
4198000,1/6/2021 0:00,3000, cubic feet per second
4198000,1/6/2021 0:15,2960, cubic feet per second
4198000,1/6/2021 0:30,2940, cubic feet per second
4198000,1/6/2021 0:45,2940, cubic feet per second
4198000,1/6/2021 1:00,2920, cubic feet per second
4198000,1/6/2021 1:15,2900, cubic feet per second
4198000,1/6/2021 1:30,2880, cubic feet per second
4198000,1/6/2021 1:45,2870, cubic feet per second
4198000,1/6/2021 2:00,2850, cubic feet per second
4198000,1/6/2021 2:15,2830, cubic feet per second
4198000,1/6/2021 2:30,2810, cubic feet per second
4198000,1/6/2021 2:45,2790, cubic feet per second
4198000,1/6/2021 3:00,2770, cubic feet per second
4198000,1/6/2021 3:15,2760, cubic feet per second
4198000,1/6/2021 3:30,2740, cubic feet per second
4198000,1/6/2021 3:45,2720, cubic feet per second
4198000,1/6/2021 4:00,2700, cubic feet per second
4198000,1/6/2021 4:15,2690, cubic feet per second
4198000,1/6/2021 4:30,2670, cubic feet per second
4198000,1/6/2021 4:45,2650, cubic feet per second
4198000,1/6/2021 5:00,2630, cubic feet per second
4198000,1/6/2021 5:15,2630, cubic feet per second
4198000,1/6/2021 5:30,2610, cubic feet per second
4198000,1/6/2021 5:45,2580, cubic feet per second
4198000,1/6/2021 6:00,2580, cubic feet per second
4198000,1/6/2021 6:15,2560, cubic feet per second
4198000,1/6/2021 6:30,2550, cubic feet per second
4198000,1/6/2021 6:45,2530, cubic feet per second
4198000,1/6/2021 7:00,2510, cubic feet per second
4198000,1/6/2021 7:15,2480, cubic feet per second
4198000,1/6/2021 7:30,2460, cubic feet per second
4198000,1/6/2021 7:45,2460, cubic feet per second
4198000,1/6/2021 8:00,2440, cubic feet per second
4198000,1/6/2021 8:15,2430, cubic feet per second
4198000,1/6/2021 8:30,2390, cubic feet per second
4198000,1/6/2021 8:45,2380, cubic feet per second
4198000,1/6/2021 9:00,2380, cubic feet per second
4198000,1/6/2021 9:15,2340, cubic feet per second
4198000,1/6/2021 9:30,2340, cubic feet per second
4198000,1/6/2021 9:45,2330, cubic feet per second
4198000,1/6/2021 10:00,2310, cubic feet per second
4198000,1/6/2021 10:15,2290, cubic feet per second
4198000,1/6/2021 10:30,2280, cubic feet per second
4198000,1/6/2021 10:45,2260, cubic feet per second
4198000,1/6/2021 11:00,2240, cubic feet per second
4198000,1/6/2021 11:15,2230, cubic feet per second
4198000,1/6/2021 11:30,2210, cubic feet per second
4198000,1/6/2021 11:45,2210, cubic feet per second
4198000,1/6/2021 12:00,2190, cubic feet per second
4198000,1/6/2021 12:15,2180, cubic feet per second
4198000,1/6/2021 12:30,2160, cubic feet per second
4198000,1/6/2021 12:45,2150, cubic feet per second
4198000,1/6/2021 13:00,2130, cubic feet per second
4198000,1/6/2021 13:15,2120, cubic feet per second
4198000,1/6/2021 13:30,2120, cubic feet per second
4198000,1/6/2021 13:45,2100, cubic feet per second
4198000,1/6/2021 14:00,2080, cubic feet per second
