Date/Time	Conc 1	Conc 2	Conc 3	Conc 4	Conc 8	Total conc.	Transmission	Depth	Temp. Sample	Comment
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	
8/23/2021 12:17:26 PM	22.79	12.41	3.49	5.37	2.93	44.07	95.82	0.37	--	
8/23/2021 12:17:29 PM	27.28	11.08	0.00	9.97	3.10	48.33	100.00	0.49	--	
8/23/2021 12:17:32 PM	28.56	11.15	0.00	9.13	2.97	48.83	100.00	0.51	--	
8/23/2021 12:17:36 PM	27.71	10.55	0.00	10.36	3.00	48.62	100.00	0.49	--	
8/23/2021 12:17:39 PM	24.54	12.56	4.65	6.66	3.04	48.41	100.00	0.37	--	
8/23/2021 12:17:42 PM	29.11	10.76	0.00	9.06	2.70	48.93	100.00	0.41	--	
8/23/2021 12:17:45 PM	26.29	10.64	0.00	9.83	3.14	46.76	100.00	0.39	--	
8/23/2021 12:17:49 PM	24.07	12.61	3.67	6.38	3.09	46.73	100.00	0.42	--	
8/23/2021 12:17:52 PM	26.99	11.33	1.42	9.31	2.94	49.06	100.00	0.41	--	
8/23/2021 12:17:55 PM	25.76	11.10	1.90	9.56	3.04	48.33	100.00	0.39	--	
8/23/2021 12:17:59 PM	26.87	11.59	2.77	8.33	3.06	49.55	100.00	0.39	--	
8/23/2021 12:18:02 PM	26.17	12.62	4.28	7.23	3.05	50.30	100.00	0.40	--	
8/23/2021 12:18:05 PM	26.31	11.56	3.24	8.90	3.15	50.02	100.00	0.39	--	
8/23/2021 12:18:08 PM	26.37	11.59	2.78	9.79	3.07	50.52	100.00	0.39	--	
8/23/2021 12:18:12 PM	26.94	11.89	1.92	10.20	3.07	50.95	100.00	0.40	--	
8/23/2021 12:18:15 PM	30.16	12.01	0.00	11.21	2.96	53.38	100.00	0.39	--	
8/23/2021 12:18:18 PM	28.15	11.27	1.92	10.54	3.13	51.88	100.00	0.41	--	
8/23/2021 12:18:21 PM	30.20	11.53	1.08	10.50	2.97	53.31	100.00	0.60	--	
8/23/2021 12:18:25 PM	31.50	11.58	0.00	11.51	3.09	54.59	100.00	0.73	--	
8/23/2021 12:18:28 PM	30.17	11.83	2.04	9.90	3.06	53.94	100.00	0.72	--	
8/23/2021 12:18:31 PM	29.73	10.96	1.52	11.68	3.00	53.89	100.00	0.73	--	
8/23/2021 12:18:35 PM	27.70	11.61	2.95	10.58	3.06	52.85	100.00	0.96	--	
8/23/2021 12:18:38 PM	27.71	11.53	2.92	10.50	3.20	52.67	100.00	0.94	--	
8/23/2021 12:18:41 PM	28.37	12.31	3.87	8.85	2.94	53.39	100.00	0.94	--	
8/23/2021 12:18:44 PM	28.06	12.17	3.95	9.26	2.99	53.45	100.00	0.94	--	
8/23/2021 12:18:48 PM	28.37	11.14	2.13	10.97	3.07	52.61	100.00	0.93	--	
8/23/2021 12:18:51 PM	29.00	11.21	2.37	10.48	2.99	53.06	100.00	0.97	--	
8/23/2021 12:18:54 PM	28.68	12.23	4.06	8.48	2.96	53.45	100.00	0.97	--	
8/23/2021 12:18:57 PM	30.02	10.59	0.11	11.87	3.03	52.58	100.00	0.97	--	
8/23/2021 12:19:01 PM	28.22	11.21	1.79	10.97	3.21	52.20	100.00	0.98	--	
8/23/2021 12:19:04 PM	28.86	10.95	1.41	10.94	3.08	52.15	100.00	0.99	--	
8/23/2021 12:19:07 PM	26.89	11.26	3.40	10.22	3.11	51.77	100.00	0.98	--	
8/23/2021 12:19:11 PM	27.94	12.62	4.84	8.24	2.92	53.64	100.00	0.97	--	
8/23/2021 12:19:14 PM	27.22	12.74	3.38	9.59	3.08	52.93	100.00	1.04	--	
8/23/2021 12:19:17 PM	27.74	11.87	2.75	10.03	3.07	52.40	100.00	1.51	--	
8/23/2021 12:19:20 PM	28.88	11.80	1.96	10.45	3.08	53.09	100.00	1.53	--	
8/23/2021 12:19:24 PM	28.55	11.35	2.76	10.40	3.04	53.06	100.00	1.50	--	
8/23/2021 12:19:27 PM	27.12	12.01	3.51	9.66	3.09	52.30	100.00	1.49	--	
8/23/2021 12:19:30 PM	29.48	11.93	2.24	10.19	2.92	53.84	100.00	1.53	--	
8/23/2021 12:19:33 PM	27.98	11.90	3.07	10.03	3.06	52.98	100.00	1.50	--	
8/23/2021 12:19:37 PM	28.60	11.61	2.24	10.49	3.01	52.95	100.00	1.49	--	
8/23/2021 12:19:40 PM	28.96	11.50	2.59	10.24	2.88	53.28	100.00	1.53	--	
8/23/2021 12:19:43 PM	27.71	12.21	3.08	9.75	3.03	52.74	100.00	1.50	--	
8/23/2021 12:19:47 PM	26.90	12.18	3.36	9.42	3.07	51.85	100.00	1.52	--	
8/23/2021 12:19:50 PM	28.32	11.64	3.50	9.12	2.97	52.59	100.00	1.51	--	
8/23/2021 12:19:53 PM	31.30	11.29	0.47	10.83	2.94	53.90	100.00	1.50	--	
8/23/2021 12:19:56 PM	25.68	11.91	3.36	10.32	3.23	51.28	100.00	1.72	--	
8/23/2021 12:20:00 PM	30.07	11.44	1.44	10.96	2.94	53.91	100.00	2.05	--	
8/23/2021 12:20:03 PM	27.19	11.80	3.11	10.41	3.01	52.51	100.00	2.06	--	
8/23/2021 12:20:06 PM	28.28	11.71	3.13	9.79	3.08	52.90	100.00	2.06	--	
8/23/2021 12:20:10 PM	27.14	11.91	3.60	9.65	3.16	52.31	100.00	2.03	--	
8/23/2021 12:20:13 PM	25.76	11.83	4.79	9.45	2.99	51.83	100.00	2.04	--	
8/23/2021 12:20:16 PM	27.69	11.43	2.35	10.53	3.16	52.01	100.00	2.04	--	
8/23/2021 12:20:19 PM	27.67	12.27	4.32	8.64	3.00	52.89	100.00	2.05	--	
8/23/2021 12:20:23 PM	26.90	11.58	4.25	9.79	2.89	52.52	100.00	2.06	--	
8/23/2021 12:20:26 PM	28.04	12.00	3.49	9.46	2.95	52.99	100.00	2.05	--	
8/23/2021 12:20:29 PM	26.86	12.07	3.88	9.36	3.08	52.16	100.00	2.05	--	
8/23/2021 12:20:33 PM	28.57	11.41	2.01	10.71	3.03	52.69	100.00	2.04	--	
8/23/2021 12:20:36 PM	27.72	11.72	3.41	9.79	2.99	52.65	100.00	2.05	--	
8/23/2021 12:20:39 PM	28.20	12.38	3.45	9.14	3.00	53.18	100.00	2.45	--	
8/23/2021 12:20:42 PM	27.69	11.85	3.23	9.67	2.99	52.43	100.00	2.51	--	
8/23/2021 12:20:46 PM	28.16	11.90	3.55	9.63	2.99	53.24	100.00	2.50	--	
8/23/2021 12:20:49 PM	28.21	12.23	3.46	9.49	3.02	53.39	100.00	2.52	--	
8/23/2021 12:20:52 PM	26.92	12.35	4.27	9.26	3.07	52.80	100.00	2.52	--	
8/23/2021 12:20:55 PM	28.26	11.76	2.78	10.09	3.13	52.89	100.00	2.51	--	
8/23/2021 12:20:59 PM	27.92	12.38	4.02	9.29	3.06	53.60	100.00	2.51	--	
8/23/2021 12:21:02 PM	28.24	12.62	3.77	9.31	3.06	53.94	100.00	2.50	--	
8/23/2021 12:21:05 PM	27.69	12.39	4.18	8.96	2.99	53.22	100.00	2.31	--	
8/23/2021 12:21:08 PM	28.39	11.84	2.77	9.86	3.09	52.86	100.00	1.95	--	
8/23/2021 12:21:12 PM	28.29	11.86	3.44	9.49	3.08	53.08	100.00	1.95	--	
8/23/2021 12:21:15 PM	27.97	11.79	2.97	10.45	3.05	53.18	100.00	1.96	--	
8/23/2021 12:21:18 PM	28.33	12.42	4.45	8.47	3.02	53.67	100.00	1.98	--	
8/23/2021 12:21:22 PM	28.63	11.96	2.96	9.73	3.06	53.27	100.00	1.97	--	
8/23/2021 12:21:25 PM	28.11	11.71	3.30	9.82	3.02	52.94	100.00	1.98	--	
8/23/2021 12:21:28 PM	27.09	12.77	5.78	7.82	3.00	53.45	100.00	1.97	--	
8/23/2021 12:21:31 PM	29.25	11.90	3.55	9.02	2.94	53.72	100.00	1.98	--	
8/23/2021 12:21:35 PM	27.99	11.85	3.73	9.32	3.06	52.90	100.00	1.99	--	
8/23/2021 12:21:38 PM	28.89	11.67	2.54	9.66	3.05	52.76	100.00	1.99	--	
8/23/2021 12:21:41 PM	28.61	11.75	2.22	10.64	3.02	53.22	100.00	1.99	--	
8/23/2021 12:21:44 PM	27.65	11.34	1.86	11.92	3.06	52.77	100.00	1.70	--	
8/23/2021 12:21:48 PM	30.01	13.12	3.63	7.85	2.76	54.61	100.00	1.54	--	
8/23/2021 12:21:51 PM	27.79	10.76	2.00	12.51	3.05	53.06	100.00	1.49	--	
8/23/2021 12:21:54 PM	28.75	11.81	2.70	10.09	3.11	53.36	100.00	1.51	--	
8/23/2021 12:21:58 PM	30.24	12.17	3.41	9.59	2.78	55.41	100.00	1.50	--	
8/23/2021 12:22:01 PM	31.09	11.01	1.02	11.36	2.97	54.49	100.00	1.50	--	
8/23/2021 12:22:04 PM	29.42	10.96	2.14	11.27	3.12	53.79	100.00	1.52	--	
8/23/2021 12:22:07 PM	28.28	12.31	4.43	9.32	2.86	54.33	100.00	1.52	--	
8/23/2021 12:22:11 PM	28.94	11.71	2.96	10.12	3.23	53.73	100.00	1.52	--	
8/23/2021 12:22:14 PM	30.87	10.75	1.69	11.82	2.92	55.12	100.00	1.52	--	
8/23/2021 12:22:17 PM	28.70	12.13	4.35	9.78	3.00	54.96	100.00	1.52	--	
8/23/2021 12:22:20 PM	28.81	12.46	3.97	9.12	3.07	54.36	100.00	1.51	--	
8/23/2021 12:22:24 PM	31.74	11.39	1.51	11.24	3.05	55.88	100.00	1.43	--	
8/23/2021 12:22:27 PM	29.31	10.75	0.98	12.29	3.21	53.32	100.00	1.08	--	
8/23/2021 12:22:30 PM	29.44	11.69	3.04	10.37	3.15	54.53	100.00	1.02	--	
8/23/2021 12:22:33 PM	29.07	11.49	3.43	10.17	3.08	54.16	100.00	1.05	--	
8/23/2021 12:22:37 PM	29.45	11.33	2.49	10.79	3.14	54.06	100.00	1.05	--	
8/23/2021 12:22:40 PM	29.98	11.53	4.02	9.42	2.92	54.96	100.00	1.05	--	
8/23/2021 12:22:43 PM	29.84	12.02	5.12	8.54	2.84	55.52	100.00	1.05	--	
8/23/2021 12:22:47 PM	29.03	12.16	4.21	9.21	2.98	54.62	100.00	1.05	--	
8/23/2021 12:22:50 PM	28.90	11.77	3.54	9.70	3.09	53.92	100.00	0.99	--	
8/23/2021 12:22:53 PM	29.58	11.32	1.50	10.91	3.08	53.31	100.00	0.76	--	
8/23/2021 12:22:57 PM	28.16	12.16	3.17	9.91	3.03	53.40	100.00	0.77	--	
8/23/2021 12:23:00 PM	29.35	11.20	1.62	11.71	3.04	53.87	100.00	0.77	--	
8/23/2021 12:23:03 PM	26.73	11.58	3.58	10.55	3.08	52.44	100.00	0.78	--	
8/23/2021 12:23:06 PM	29.53	11.51	1.33	11.72	2.92	54.10	100.00	0.39	--	
8/23/2021 12:23:10 PM	27.65	11.97	2.81	10.38	3.04	52.80	100.00	0.43	--	
8/23/2021 12:23:13 PM	28.43	11.58	2.42	9.84	3.04	52.27	100.00	0.44	--	
8/23/2021 12:23:16 PM	29.40	11.18	0.72	11.19	2.68	52.49	100.00	0.43	--	
8/23/2021 12:23:19 PM	30.24	12.67	2.40	7.18	2.67	52.49	100.00	0.45	--	
8/23/2021 12:23:23 PM	29.12	11.64	1.24	8.92	2.77	50.92	100.00	0.47	--	
8/23/2021 12:23:26 PM	27.20	10.82	0.00	10.71	2.99	48.73	100.00	0.49	--	
8/23/2021 12:23:29 PM	23.77	12.83	6.37	5.54	2.72	48.51	100.00	0.48	--	
8/23/2021 12:23:32 PM	27.23	11.38	0.00	9.87	2.87	48.48	100.00	0.47	--	
8/23/2021 12:23:36 PM	25.55	10.94	1.01	10.19	3.00	47.69	100.00	0.48	--	
8/23/2021 12:23:39 PM	26.70	12.93	4.41	5.53	2.67	49.57	100.00	0.46	--	
8/23/2021 12:23:42 PM	27.95	10.43	0.00	10.80	2.73	49.18	100.00	0.43	--	
8/23/2021 12:23:45 PM	28.69	11.60	0.00	9.38	2.79	49.67	100.00	0.44	--	
8/23/2021 12:23:49 PM	27.07	11.17	0.00	9.55	3.15	47.79	100.00	0.44	--	
8/23/2021 12:23:52 PM	0.00	0.00	0.00	0.00	0.00	0.00	95.09	0.06	--	
8/23/2021 12:23:55 PM	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.06	--	
8/23/2021 12:23:59 PM	0.00	0.00	0.00	0.00	0.00	0.00	93.14	0.06	--	
8/23/2021 12:24:02 PM	0.00	0.00	0.00	0.00	0.00	0.00	100.00	0.06	--	
8/23/2021 12:24:05 PM	0.00	0.15	0.00	0.00	0.00	0.15	100.00	0.06	--	
8/23/2021 12:41:13 PM	0.00	0.00	0.00	0.00	0.00	0.00	77.61	0.05	--	
8/23/2021 12:41:16 PM	0.00	0.00	0.00	0.00	0.00	0.00	84.37	0.05	--	
8/23/2021 12:41:19 PM	0.00	0.00	0.00	0.00	0.00	0.00	83.99	0.05	--	
8/23/2021 12:41:23 PM	0.00	0.00	0.00	0.00	0.00	0.00	82.03	0.05	--	
8/23/2021 12:41:26 PM	16.69	7.68	0.00	8.98	2.06	33.34	93.36	0.32	--	
8/23/2021 12:41:29 PM	22.28	11.15	4.19	6.79	2.57	44.41	98.80	0.37	--	
8/23/2021 12:41:32 PM	26.81	9.75	0.66	10.76	2.70	47.96	100.00	0.34	--	
8/23/2021 12:41:36 PM	26.53	10.52	1.66	9.38	2.75	48.09	100.00	0.39	--	
8/23/2021 12:41:39 PM	26.66	9.74	0.10	10.81	2.95	47.31	100.00	0.42	--	
8/23/2021 12:41:42 PM	25.55	10.47	2.23	9.39	2.67	47.64	100.00	0.42	--	
8/23/2021 12:41:45 PM	24.64	10.96	1.18	8.90	2.78	45.68	100.00	0.45	--	
8/23/2021 12:41:49 PM	24.06	9.89	2.89	9.41	2.70	46.25	100.00	0.44	--	
8/23/2021 12:41:52 PM	25.35	11.07	3.74	8.17	2.70	48.34	100.00	0.44	--	
8/23/2021 12:41:55 PM	24.74	10.77	2.58	8.89	2.80	46.98	100.00	0.43	--	
8/23/2021 12:41:59 PM	26.14	11.18	2.19	8.96	2.68	48.47	100.00	0.46	--	
8/23/2021 12:42:02 PM	26.33	11.33	3.20	8.73	2.69	49.59	100.00	0.44	--	
8/23/2021 12:42:05 PM	24.52	11.16	4.32	7.48	2.65	47.48	100.00	0.42	--	
8/23/2021 12:42:08 PM	25.21	10.29	0.62	10.78	2.90	46.90	100.00	0.44	--	
8/23/2021 12:42:12 PM	25.55	10.30	2.36	9.58	2.74	47.79	100.00	0.44	--	
8/23/2021 12:42:15 PM	22.82	11.77	6.02	7.05	2.73	47.66	100.00	0.44	--	
8/23/2021 12:42:18 PM	24.27	10.96	3.75	8.07	3.03	47.06	100.00	0.44	--	
8/23/2021 12:42:21 PM	24.08	11.28	4.03	7.80	2.87	47.19	100.00	0.44	--	
8/23/2021 12:42:25 PM	24.54	10.74	3.66	8.93	2.80	47.87	100.00	0.45	--	
8/23/2021 12:42:28 PM	27.70	10.41	0.58	11.06	2.88	49.74	100.00	0.45	--	
8/23/2021 12:42:31 PM	27.20	12.10	4.25	7.23	2.66	50.78	100.00	0.45	--	
8/23/2021 12:42:35 PM	26.67	11.05	3.43	9.13	2.74	50.28	100.00	0.52	--	
8/23/2021 12:42:38 PM	26.87	10.68	2.47	9.31	2.79	49.32	100.00	0.69	--	
8/23/2021 12:42:41 PM	25.93	10.39	2.70	9.64	2.85	48.66	100.00	0.76	--	
8/23/2021 12:42:44 PM	26.79	10.07	2.11	10.10	2.82	49.07	100.00	0.78	--	
8/23/2021 12:42:48 PM	24.52	11.08	3.89	8.33	2.73	47.82	100.00	0.81	--	
8/23/2021 12:42:51 PM	24.80	10.97	2.33	9.72	2.96	47.81	100.00	0.76	--	
8/23/2021 12:42:54 PM	24.73	10.79	3.87	8.81	2.77	48.19	100.00	0.78	--	
8/23/2021 12:42:57 PM	26.11	10.61	3.71	8.96	2.62	49.39	100.00	0.82	--	
8/23/2021 12:43:01 PM	26.51	10.73	2.86	9.30	2.69	49.40	100.00	0.77	--	
8/23/2021 12:43:04 PM	24.78	11.95	4.54	7.29	2.78	48.56	100.00	0.78	--	
8/23/2021 12:43:07 PM	25.71	10.73	2.58	8.81	2.74	47.83	100.00	0.79	--	
8/23/2021 12:43:11 PM	26.74	10.14	1.58	10.86	2.65	49.33	100.00	0.95	--	
8/23/2021 12:43:14 PM	26.11	11.21	4.27	8.88	2.68	50.47	100.00	1.01	--	
8/23/2021 12:43:17 PM	26.99	11.04	4.06	8.81	2.73	50.91	100.00	0.98	--	
8/23/2021 12:43:20 PM	25.05	10.71	3.89	9.87	2.84	49.52	100.00	1.02	--	
8/23/2021 12:43:24 PM	24.40	10.31	3.33	10.75	2.87	48.79	100.00	1.02	--	
8/23/2021 12:43:27 PM	25.55	11.32	4.82	8.06	2.70	49.76	100.00	1.01	--	
8/23/2021 12:43:30 PM	24.75	11.08	4.68	8.97	2.79	49.47	100.00	1.03	--	
8/23/2021 12:43:34 PM	26.25	10.33	3.09	10.27	2.83	49.94	100.00	1.02	--	
8/23/2021 12:43:37 PM	24.92	11.35	4.32	8.72	2.89	49.30	100.00	1.02	--	
8/23/2021 12:43:40 PM	26.05	10.96	3.77	9.58	2.73	50.36	100.00	1.02	--	
8/23/2021 12:43:43 PM	25.18	11.00	4.19	9.35	2.71	49.72	100.00	1.03	--	
8/23/2021 12:43:47 PM	25.76	10.58	3.37	9.37	2.82	49.09	100.00	1.01	--	
8/23/2021 12:43:50 PM	23.65	11.89	5.44	7.07	2.74	48.04	100.00	1.01	--	
8/23/2021 12:43:53 PM	26.04	11.55	4.83	7.30	2.62	49.72	100.00	1.03	--	
8/23/2021 12:43:56 PM	26.55	10.68	3.20	9.03	2.70	49.46	100.00	1.03	--	
8/23/2021 12:44:00 PM	27.88	10.23	1.67	10.48	2.62	50.26	100.00	1.10	--	
8/23/2021 12:44:03 PM	25.10	11.37	5.61	8.01	2.66	50.10	100.00	1.52	--	
8/23/2021 12:44:06 PM	26.00	11.05	3.88	9.21	2.72	50.13	100.00	1.55	--	
8/23/2021 12:44:09 PM	25.65	10.89	4.59	9.14	2.84	50.27	100.00	1.58	--	
8/23/2021 12:44:13 PM	25.20	10.89	4.57	9.53	2.78	50.20	100.00	1.59	--	
8/23/2021 12:44:16 PM	26.68	10.68	3.61	9.72	2.74	50.69	100.00	1.57	--	
8/23/2021 12:44:19 PM	25.17	11.08	4.73	9.00	2.73	49.98	100.00	1.60	--	
8/23/2021 12:44:23 PM	26.21	11.24	4.42	9.06	2.75	50.94	100.00	1.62	--	
8/23/2021 12:44:26 PM	25.62	11.20	4.53	9.17	2.74	50.52	100.00	1.59	--	
8/23/2021 12:44:29 PM	25.35	11.46	5.42	8.24	2.77	50.47	100.00	1.61	--	
8/23/2021 12:44:32 PM	25.87	10.98	4.44	9.28	2.77	50.56	100.00	1.61	--	
8/23/2021 12:44:36 PM	26.71	10.65	3.83	9.78	2.86	50.97	100.00	1.61	--	
8/23/2021 12:44:39 PM	24.88	11.36	6.08	8.03	2.79	50.35	100.00	1.61	--	
8/23/2021 12:44:42 PM	24.98	11.05	5.21	8.69	2.76	49.93	100.00	1.61	--	
8/23/2021 12:44:45 PM	24.57	11.41	6.03	8.22	2.74	50.23	100.00	1.62	--	
8/23/2021 12:44:49 PM	24.76	11.14	4.83	9.00	2.85	49.72	100.00	1.59	--	
8/23/2021 12:44:52 PM	24.68	11.01	4.55	9.26	2.76	49.50	100.00	1.61	--	
8/23/2021 12:44:55 PM	25.27	11.49	5.02	8.62	2.72	50.40	100.00	1.60	--	
8/23/2021 12:44:59 PM	25.10	11.68	5.14	8.44	2.69	50.36	100.00	1.63	--	
8/23/2021 12:45:02 PM	24.74	11.49	5.87	8.16	2.70	50.26	100.00	1.61	--	
8/23/2021 12:45:05 PM	24.98	10.76	4.81	9.45	2.83	50.01	100.00	1.61	--	
8/23/2021 12:45:08 PM	25.04	11.54	5.06	8.60	2.84	50.24	100.00	1.63	--	
8/23/2021 12:45:12 PM	25.78	10.89	4.04	9.85	2.77	50.57	100.00	1.74	--	
8/23/2021 12:45:15 PM	25.25	11.12	4.66	9.30	2.79	50.32	100.00	2.07	--	
8/23/2021 12:45:18 PM	24.40	11.78	6.22	7.69	2.76	50.08	100.00	2.06	--	
8/23/2021 12:45:21 PM	24.66	11.16	4.73	9.21	2.83	49.77	100.00	2.09	--	
8/23/2021 12:45:25 PM	24.97	11.08	4.73	9.18	2.79	49.96	100.00	2.11	--	
8/23/2021 12:45:28 PM	25.65	11.16	4.11	9.12	2.84	50.04	100.00	2.10	--	
8/23/2021 12:45:31 PM	24.74	11.19	4.85	8.75	2.83	49.53	100.00	2.12	--	
8/23/2021 12:45:34 PM	24.77	11.28	4.40	9.23	2.77	49.68	100.00	2.10	--	
8/23/2021 12:45:38 PM	24.96	11.26	4.32	9.09	2.81	49.64	100.00	2.11	--	
8/23/2021 12:45:41 PM	23.97	11.55	5.90	8.10	2.74	49.53	100.00	2.11	--	
8/23/2021 12:45:44 PM	25.39	10.73	3.76	9.82	2.87	49.71	100.00	2.12	--	
8/23/2021 12:45:48 PM	25.10	10.96	4.02	9.39	2.83	49.47	100.00	2.11	--	
8/23/2021 12:45:51 PM	24.09	11.16	4.82	8.87	2.82	48.95	100.00	2.12	--	
8/23/2021 12:45:54 PM	24.50	10.93	4.03	9.63	2.90	49.08	100.00	2.12	--	
8/23/2021 12:45:57 PM	23.40	11.50	5.27	8.34	2.86	48.50	100.00	2.34	--	
8/23/2021 12:46:01 PM	23.49	11.23	4.39	9.04	2.85	48.15	100.00	2.46	--	
8/23/2021 12:46:04 PM	22.91	11.21	4.77	8.84	2.88	47.74	100.00	2.53	--	
8/23/2021 12:46:07 PM	22.95	11.18	4.90	8.54	2.82	47.57	100.00	2.51	--	
8/23/2021 12:46:10 PM	23.50	11.35	5.14	8.36	2.82	48.35	100.00	2.48	--	
8/23/2021 12:46:14 PM	23.40	11.32	4.89	8.47	2.87	48.08	100.00	2.48	--	
8/23/2021 12:46:17 PM	23.95	11.24	4.67	8.91	2.79	48.77	100.00	2.52	--	
8/23/2021 12:46:20 PM	24.07	11.34	4.84	8.49	2.78	48.73	100.00	2.53	--	
8/23/2021 12:46:24 PM	24.03	11.09	4.34	9.05	2.87	48.50	100.00	2.53	--	
8/23/2021 12:46:27 PM	24.21	10.82	4.27	9.34	2.91	48.64	100.00	2.52	--	
8/23/2021 12:46:30 PM	24.04	10.99	4.13	9.51	2.84	48.66	100.00	2.51	--	
8/23/2021 12:46:33 PM	23.46	11.51	5.46	8.28	2.82	48.71	100.00	2.50	--	
8/23/2021 12:46:37 PM	23.86	11.21	4.51	9.03	2.79	48.62	100.00	2.51	--	
8/23/2021 12:46:40 PM	24.65	10.85	4.16	9.33	2.85	48.99	100.00	2.51	--	
8/23/2021 12:46:43 PM	24.16	11.24	4.23	8.87	2.85	48.50	100.00	2.51	--	
8/23/2021 12:46:46 PM	22.77	11.46	5.20	8.45	2.89	47.89	100.00	2.69	--	
8/23/2021 12:46:50 PM	23.19	11.40	4.81	8.47	2.84	47.87	100.00	2.70	--	
8/23/2021 12:46:53 PM	22.45	11.10	4.51	8.78	2.92	46.85	100.00	2.86	--	
8/23/2021 12:46:56 PM	22.57	11.53	5.18	8.53	2.88	47.80	100.00	2.96	--	
8/23/2021 12:46:59 PM	22.28	11.28	4.63	8.82	2.88	47.02	100.00	2.97	--	
8/23/2021 12:47:03 PM	22.72	11.04	4.48	9.00	2.85	47.24	100.00	2.94	--	
8/23/2021 12:47:06 PM	21.94	11.13	4.69	8.89	2.87	46.65	100.00	2.96	--	
8/23/2021 12:47:09 PM	22.13	10.96	4.38	9.19	2.94	46.67	100.00	2.95	--	
8/23/2021 12:47:13 PM	22.30	11.39	4.77	8.52	2.89	46.99	100.00	2.96	--	
8/23/2021 12:47:16 PM	22.14	11.09	4.53	8.92	2.96	46.69	100.00	2.98	--	
8/23/2021 12:47:19 PM	22.85	11.18	4.45	8.89	2.87	47.37	100.00	2.97	--	
8/23/2021 12:47:22 PM	21.73	11.26	4.74	8.75	2.93	46.49	100.00	3.00	--	
8/23/2021 12:47:26 PM	21.52	11.31	4.63	8.64	2.93	46.10	100.00	3.01	--	
8/23/2021 12:47:29 PM	21.43	11.25	4.79	8.64	2.92	46.11	100.00	2.95	--	
8/23/2021 12:47:32 PM	22.15	11.39	4.14	9.07	2.88	46.75	100.00	2.98	--	
8/23/2021 12:47:35 PM	22.58	11.04	3.77	9.34	2.95	46.73	100.00	2.99	--	
8/23/2021 12:47:39 PM	21.97	11.31	4.59	8.86	2.93	46.73	100.00	3.00	--	
8/23/2021 12:47:42 PM	22.25	11.43	4.23	8.93	2.93	46.84	100.00	2.99	--	
8/23/2021 12:47:45 PM	21.96	11.24	4.76	8.60	2.89	46.56	100.00	3.00	--	
8/23/2021 12:47:48 PM	22.72	11.17	4.83	8.50	2.87	47.22	100.00	2.75	--	
8/23/2021 12:47:52 PM	23.01	11.41	5.22	8.32	2.83	47.97	100.00	2.54	--	
8/23/2021 12:47:55 PM	23.21	10.83	3.82	9.76	2.93	47.62	100.00	2.56	--	
8/23/2021 12:47:58 PM	23.23	11.19	4.99	8.82	2.75	48.23	100.00	2.57	--	
8/23/2021 12:48:02 PM	24.22	11.12	4.60	9.09	2.82	49.02	100.00	2.54	--	
8/23/2021 12:48:05 PM	23.85	11.23	4.66	8.87	2.86	48.61	100.00	2.56	--	
8/23/2021 12:48:08 PM	23.22	11.16	4.96	8.74	2.86	48.08	100.00	2.60	--	
8/23/2021 12:48:11 PM	23.84	11.13	5.00	8.88	2.81	48.84	100.00	2.61	--	
8/23/2021 12:48:15 PM	24.29	11.35	4.24	8.98	2.84	48.86	100.00	2.62	--	
8/23/2021 12:48:18 PM	23.59	11.27	4.62	8.68	2.89	48.17	100.00	2.63	--	
8/23/2021 12:48:21 PM	23.14	11.26	4.88	8.81	2.83	48.09	100.00	2.59	--	
8/23/2021 12:48:24 PM	23.71	11.46	5.05	8.28	2.78	48.51	100.00	2.62	--	
8/23/2021 12:48:28 PM	23.74	11.11	4.90	8.78	2.86	48.53	100.00	2.64	--	
8/23/2021 12:48:31 PM	23.50	11.20	4.82	8.84	2.85	48.36	100.00	2.64	--	
8/23/2021 12:48:34 PM	22.96	11.51	5.23	8.30	2.86	47.99	100.00	2.40	--	
8/23/2021 12:48:37 PM	25.57	11.58	4.95	8.44	2.73	50.54	100.00	1.99	--	
8/23/2021 12:48:41 PM	24.65	11.07	4.70	9.15	2.77	49.58	100.00	2.00	--	
8/23/2021 12:48:44 PM	24.03	11.27	5.66	8.73	2.90	49.69	100.00	2.00	--	
8/23/2021 12:48:47 PM	25.36	11.21	4.55	8.92	2.84	50.04	100.00	2.02	--	
8/23/2021 12:48:50 PM	24.65	11.31	5.05	8.80	2.82	49.81	100.00	2.00	--	
8/23/2021 12:48:54 PM	25.23	11.48	4.95	8.67	2.77	50.33	100.00	2.00	--	
8/23/2021 12:48:57 PM	25.16	11.23	4.44	9.22	2.82	50.05	100.00	2.00	--	
8/23/2021 12:49:00 PM	25.84	10.76	3.67	10.07	2.84	50.34	100.00	2.01	--	
8/23/2021 12:49:03 PM	25.20	10.86	4.09	9.76	2.83	49.91	100.00	1.93	--	
8/23/2021 12:49:07 PM	25.70	11.36	4.54	8.80	2.76	50.40	100.00	1.54	--	
8/23/2021 12:49:10 PM	25.82	11.34	4.63	8.85	2.73	50.63	100.00	1.57	--	
8/23/2021 12:49:13 PM	25.57	11.02	4.44	9.47	2.87	50.50	100.00	1.57	--	
8/23/2021 12:49:17 PM	27.35	10.69	2.69	10.22	2.83	50.95	100.00	1.57	--	
