Date/Time	Conc 1	Conc 2	Conc 3	Conc 4	Conc 8	Total conc.	Transmission	Depth	Temp. Sample	Comment
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	
8/23/2021 12:49:20 PM	26.23	10.98	4.21	9.39	2.74	50.82	100.00	1.56	--	
8/23/2021 12:49:23 PM	26.57	11.05	4.15	9.35	2.76	51.12	100.00	1.59	--	
8/23/2021 12:49:26 PM	25.10	11.29	5.36	8.75	2.80	50.49	100.00	1.58	--	
8/23/2021 12:49:30 PM	25.50	10.68	3.98	9.86	2.84	50.02	100.00	1.56	--	
8/23/2021 12:49:33 PM	26.21	10.55	3.57	10.10	2.85	50.43	100.00	1.54	--	
8/23/2021 12:49:36 PM	25.68	10.81	4.05	9.98	2.79	50.51	100.00	1.57	--	
8/23/2021 12:49:39 PM	25.89	11.10	4.09	9.43	2.93	50.52	100.00	1.52	--	
8/23/2021 12:49:43 PM	25.20	11.51	4.75	9.02	2.84	50.48	100.00	1.54	--	
8/23/2021 12:49:46 PM	25.46	11.48	5.44	8.46	2.71	50.84	100.00	1.59	--	
8/23/2021 12:49:49 PM	26.13	10.84	3.91	9.70	2.79	50.59	100.00	1.45	--	
8/23/2021 12:49:52 PM	26.71	10.88	4.71	9.22	2.66	51.53	100.00	0.97	--	
8/23/2021 12:49:56 PM	27.51	10.62	2.77	10.32	2.76	51.22	100.00	0.98	--	
8/23/2021 12:49:59 PM	27.73	10.29	2.03	10.31	2.96	50.35	100.00	0.97	--	
8/23/2021 12:50:02 PM	26.00	11.33	4.88	8.58	2.81	50.78	100.00	0.98	--	
8/23/2021 12:50:05 PM	27.99	10.53	3.71	9.50	2.71	51.73	100.00	0.98	--	
8/23/2021 12:50:09 PM	28.58	10.43	3.04	9.46	2.63	51.51	100.00	0.98	--	
8/23/2021 12:50:12 PM	26.22	10.63	4.01	8.79	2.73	49.66	100.00	0.97	--	
8/23/2021 12:50:15 PM	27.45	11.03	3.91	8.36	2.60	50.74	100.00	1.00	--	
8/23/2021 12:50:19 PM	26.86	10.32	2.35	10.10	2.81	49.63	100.00	1.01	--	
8/23/2021 12:50:22 PM	26.93	10.13	2.67	10.44	2.80	50.18	100.00	0.96	--	
8/23/2021 12:50:25 PM	26.87	10.98	3.20	9.87	2.82	50.92	100.00	1.02	--	
8/23/2021 12:50:28 PM	26.78	10.18	3.45	9.95	2.77	50.35	100.00	1.00	--	
8/23/2021 12:50:32 PM	28.07	10.32	3.75	9.30	2.68	51.44	100.00	0.99	--	
8/23/2021 12:50:35 PM	27.04	10.93	4.35	8.83	2.67	51.14	100.00	1.00	--	
8/23/2021 12:50:38 PM	26.54	10.63	3.46	9.69	2.78	50.32	100.00	1.00	--	
8/23/2021 12:50:41 PM	27.46	10.72	3.50	9.67	2.69	51.35	100.00	1.04	--	
8/23/2021 12:50:45 PM	26.56	11.61	5.29	7.25	2.71	50.70	100.00	0.94	--	
8/23/2021 12:50:48 PM	26.38	10.30	3.02	9.75	2.92	49.44	100.00	0.78	--	
8/23/2021 12:50:51 PM	26.33	9.93	2.44	10.35	2.87	49.05	100.00	0.79	--	
8/23/2021 12:50:55 PM	26.21	10.15	2.83	10.16	2.87	49.35	100.00	0.78	--	
8/23/2021 12:50:58 PM	27.11	10.95	3.07	9.21	2.70	50.34	100.00	0.78	--	
8/23/2021 12:51:01 PM	28.67	10.38	2.52	9.74	2.61	51.31	100.00	0.80	--	
8/23/2021 12:51:04 PM	27.05	10.76	3.65	8.96	2.76	50.43	100.00	0.72	--	
8/23/2021 12:51:08 PM	26.96	11.89	3.05	6.68	2.44	48.59	100.00	0.39	--	
8/23/2021 12:51:11 PM	26.59	9.92	1.13	10.07	2.90	47.72	100.00	0.39	--	
8/23/2021 12:51:14 PM	27.35	10.51	2.26	9.18	2.72	49.29	100.00	0.37	--	
8/23/2021 12:51:17 PM	27.39	10.98	2.72	8.17	2.68	49.26	100.00	0.40	--	
8/23/2021 12:51:21 PM	25.20	11.65	3.28	6.94	2.78	47.07	100.00	0.43	--	
8/23/2021 12:51:24 PM	25.33	10.70	1.86	8.59	2.61	46.48	100.00	0.41	--	
8/23/2021 12:51:27 PM	23.84	11.21	2.02	8.16	2.89	45.23	100.00	0.43	--	
8/23/2021 12:51:30 PM	26.29	10.19	1.26	8.99	2.70	46.73	100.00	0.41	--	
8/23/2021 12:51:34 PM	25.98	10.24	0.57	9.24	2.74	46.03	100.00	0.44	--	
8/23/2021 12:51:37 PM	25.95	10.08	0.05	9.47	2.80	45.54	100.00	0.41	--	
8/23/2021 12:51:40 PM	27.01	10.33	0.00	9.52	2.67	46.86	100.00	0.41	--	
8/23/2021 12:51:44 PM	24.90	10.07	2.05	9.41	2.65	46.43	100.00	0.41	--	
8/23/2021 12:51:47 PM	26.58	10.41	1.17	8.86	2.66	47.01	100.00	0.39	--	
8/23/2021 12:51:50 PM	28.06	9.95	0.06	10.14	2.72	48.20	100.00	0.39	--	
8/23/2021 12:51:53 PM	25.33	10.38	1.74	8.68	2.90	46.13	100.00	0.39	--	
8/23/2021 12:51:57 PM	25.41	10.31	2.30	9.65	2.72	47.67	100.00	0.41	--	
8/23/2021 12:52:00 PM	25.16	10.06	2.79	9.07	2.66	47.08	100.00	0.41	--	
8/23/2021 12:52:03 PM	21.48	9.25	0.00	7.93	2.35	38.66	97.39	0.30	--	
8/23/2021 12:52:06 PM	0.00	0.00	0.00	0.00	0.00	0.00	66.09	0.05	--	
8/23/2021 12:52:10 PM	0.00	0.65	0.00	0.00	0.00	0.65	88.63	0.06	--	
8/23/2021 12:52:13 PM	0.00	1.13	0.00	0.00	0.00	1.13	100.00	0.05	--	
8/23/2021 12:52:16 PM	0.00	0.00	0.00	0.00	0.00	0.00	94.12	0.06	--	
8/23/2021 12:52:19 PM	0.00	0.00	0.00	0.00	0.00	0.00	80.58	0.06	--	
8/23/2021 12:52:23 PM	0.00	0.22	0.00	0.00	0.00	0.22	88.15	0.06	--	
8/23/2021 12:52:26 PM	0.00	0.97	0.00	0.00	0.00	0.97	88.72	0.06	--	
8/23/2021 12:52:29 PM	0.00	1.12	0.00	0.00	0.00	1.12	83.17	0.06	--	
8/23/2021 12:52:32 PM	0.00	0.41	0.00	0.00	0.13	0.41	100.00	0.06	--	
8/23/2021 1:09:40 PM	0.00	0.31	0.00	0.00	0.00	0.31	79.90	0.08	--	
8/23/2021 1:09:43 PM	2.44	3.66	3.05	5.30	0.74	14.46	100.00	0.39	--	
8/23/2021 1:09:46 PM	4.74	4.00	2.22	5.34	0.98	16.30	100.00	0.45	--	
8/23/2021 1:09:49 PM	2.21	1.53	0.40	9.18	1.29	13.32	100.00	0.43	--	
8/23/2021 1:09:52 PM	2.37	2.75	1.01	8.54	1.32	14.67	100.00	0.43	--	
8/23/2021 1:09:56 PM	4.48	2.48	1.08	7.92	1.04	15.97	100.00	0.44	--	
8/23/2021 1:09:59 PM	1.20	2.73	0.58	8.60	1.24	13.11	100.00	0.45	--	
8/23/2021 1:10:02 PM	3.27	2.19	0.00	9.03	0.91	14.49	100.00	0.43	--	
8/23/2021 1:10:06 PM	5.82	2.20	0.00	8.16	0.85	16.19	100.00	0.47	--	
8/23/2021 1:10:09 PM	2.98	1.92	0.00	9.40	1.31	14.30	100.00	0.51	--	
8/23/2021 1:10:12 PM	0.97	3.04	2.55	7.11	0.96	13.66	100.00	0.51	--	
8/23/2021 1:10:15 PM	3.20	2.01	0.00	8.65	1.04	13.85	100.00	0.54	--	
8/23/2021 1:10:19 PM	5.02	2.51	0.00	7.53	0.98	15.06	100.00	0.56	--	
8/23/2021 1:10:22 PM	6.96	2.28	0.00	7.61	0.85	16.85	100.00	0.52	--	
8/23/2021 1:10:25 PM	5.46	3.10	0.00	6.95	0.96	15.51	100.00	0.46	--	
8/23/2021 1:10:28 PM	3.82	2.42	0.00	7.56	1.08	13.80	100.00	0.47	--	
8/23/2021 1:10:32 PM	0.44	1.73	0.00	9.56	1.61	11.73	100.00	0.48	--	
8/23/2021 1:10:35 PM	0.00	2.30	1.86	7.09	1.09	11.25	100.00	0.72	--	
8/23/2021 1:10:38 PM	2.28	3.23	0.00	7.53	1.44	13.04	100.00	0.86	--	
8/23/2021 1:10:42 PM	1.68	3.41	4.37	3.96	1.01	13.42	100.00	0.86	--	
8/23/2021 1:10:45 PM	1.48	3.48	0.00	7.89	1.49	12.85	100.00	0.84	--	
8/23/2021 1:10:48 PM	2.61	3.01	0.55	7.56	1.14	13.73	100.00	0.83	--	
8/23/2021 1:10:51 PM	0.00	5.32	3.71	4.20	1.37	13.23	100.00	0.89	--	
8/23/2021 1:10:55 PM	2.61	2.56	1.29	7.68	1.31	14.14	100.00	0.94	--	
8/23/2021 1:10:58 PM	3.81	2.64	0.68	8.15	1.07	15.28	100.00	0.97	--	
8/23/2021 1:11:01 PM	2.05	1.94	0.44	9.06	1.29	13.49	100.00	0.97	--	
8/23/2021 1:11:05 PM	3.66	4.08	3.35	5.43	0.90	16.52	100.00	0.96	--	
8/23/2021 1:11:08 PM	4.14	1.59	0.00	9.74	0.99	15.48	100.00	1.01	--	
8/23/2021 1:11:11 PM	4.66	1.84	0.00	9.16	0.96	15.67	100.00	1.01	--	
8/23/2021 1:11:14 PM	2.77	2.22	0.00	9.07	1.39	14.06	100.00	0.99	--	
8/23/2021 1:11:18 PM	6.24	2.51	0.00	8.10	1.06	16.85	100.00	1.33	--	
8/23/2021 1:11:21 PM	5.26	1.50	0.00	9.98	1.15	16.74	100.00	1.60	--	
8/23/2021 1:11:24 PM	5.20	2.13	0.70	9.42	1.14	17.45	100.00	1.61	--	
8/23/2021 1:11:27 PM	4.39	2.10	2.77	8.57	1.17	17.83	100.00	1.65	--	
8/23/2021 1:11:31 PM	6.40	1.50	0.00	10.36	1.18	18.27	100.00	1.64	--	
8/23/2021 1:11:34 PM	6.17	2.06	1.46	8.94	1.09	18.63	100.00	1.62	--	
8/23/2021 1:11:37 PM	5.95	1.47	1.16	9.68	1.08	18.26	100.00	1.61	--	
8/23/2021 1:11:41 PM	5.76	1.49	1.12	9.80	1.05	18.17	100.00	1.60	--	
8/23/2021 1:11:44 PM	5.93	1.62	0.84	9.75	1.13	18.14	100.00	1.62	--	
8/23/2021 1:11:47 PM	5.28	1.74	0.13	11.03	1.08	18.18	100.00	1.65	--	
8/23/2021 1:11:50 PM	6.30	2.04	0.52	9.66	1.05	18.52	100.00	1.63	--	
8/23/2021 1:11:54 PM	5.85	1.63	0.00	10.01	1.10	17.49	100.00	1.65	--	
8/23/2021 1:11:57 PM	5.61	1.63	0.55	9.67	1.21	17.46	100.00	1.66	--	
8/23/2021 1:12:00 PM	6.11	1.84	0.00	10.28	1.18	18.23	100.00	1.66	--	
8/23/2021 1:12:04 PM	5.67	1.74	0.00	11.09	1.13	18.49	100.00	1.94	--	
8/23/2021 1:12:07 PM	5.09	1.81	2.23	9.35	1.12	18.48	100.00	2.03	--	
8/23/2021 1:12:10 PM	5.76	1.38	0.00	11.34	1.26	18.49	100.00	2.05	--	
8/23/2021 1:12:13 PM	5.87	0.69	0.00	11.35	1.21	17.91	100.00	2.08	--	
8/23/2021 1:12:17 PM	5.51	1.26	1.07	10.81	1.21	18.65	100.00	2.07	--	
8/23/2021 1:12:20 PM	5.13	1.61	1.53	10.26	1.47	18.53	100.00	2.03	--	
8/23/2021 1:12:23 PM	6.52	2.54	2.85	8.52	1.06	20.43	100.00	2.06	--	
8/23/2021 1:12:27 PM	6.16	2.02	2.05	9.75	1.31	19.97	100.00	2.08	--	
8/23/2021 1:12:30 PM	7.28	1.71	1.32	10.41	1.14	20.72	100.00	2.05	--	
8/23/2021 1:12:33 PM	8.40	0.85	0.00	11.38	1.18	20.63	100.00	2.06	--	
8/23/2021 1:12:36 PM	5.74	2.69	3.04	8.75	1.37	20.22	100.00	2.06	--	
8/23/2021 1:12:40 PM	6.95	0.70	0.17	12.43	1.18	20.24	100.00	2.07	--	
8/23/2021 1:12:43 PM	8.46	1.02	0.20	11.33	1.24	21.02	100.00	2.11	--	
8/23/2021 1:12:46 PM	5.95	1.53	1.76	11.67	1.37	20.92	100.00	2.39	--	
8/23/2021 1:12:49 PM	7.07	1.95	1.81	11.51	1.36	22.34	100.00	2.50	--	
8/23/2021 1:12:53 PM	5.28	2.41	2.88	11.13	1.41	21.71	100.00	2.51	--	
8/23/2021 1:12:56 PM	6.32	2.33	2.55	11.43	1.37	22.64	100.00	2.54	--	
8/23/2021 1:12:59 PM	6.95	2.01	2.19	11.53	1.37	22.67	100.00	2.55	--	
8/23/2021 1:13:02 PM	7.87	1.63	1.12	12.09	1.35	22.71	100.00	2.54	--	
8/23/2021 1:13:06 PM	7.02	2.28	1.93	11.80	1.37	23.03	100.00	2.51	--	
8/23/2021 1:13:09 PM	6.83	2.17	2.36	11.71	1.34	23.07	100.00	2.54	--	
8/23/2021 1:13:12 PM	5.89	1.69	1.32	12.60	1.53	21.50	100.00	2.52	--	
8/23/2021 1:13:16 PM	4.84	1.66	2.29	12.79	1.51	21.58	100.00	2.53	--	
8/23/2021 1:13:19 PM	5.79	1.28	0.89	13.12	1.61	21.08	100.00	2.50	--	
8/23/2021 1:13:22 PM	5.88	1.96	2.02	12.00	1.37	21.86	100.00	2.53	--	
8/23/2021 1:13:25 PM	6.43	1.75	2.73	11.80	1.36	22.72	100.00	2.63	--	
8/23/2021 1:13:29 PM	6.64	2.15	2.13	12.32	1.62	23.25	100.00	2.96	--	
8/23/2021 1:13:32 PM	7.16	2.06	2.02	12.49	1.54	23.73	100.00	2.97	--	
8/23/2021 1:13:35 PM	6.78	2.71	2.95	11.35	1.52	23.78	100.00	2.98	--	
8/23/2021 1:13:38 PM	7.67	2.53	2.99	10.94	1.41	24.13	100.00	3.00	--	
8/23/2021 1:13:42 PM	8.24	1.49	0.00	13.82	1.58	23.55	100.00	3.01	--	
8/23/2021 1:13:45 PM	5.89	2.14	3.15	11.80	1.64	22.97	100.00	3.04	--	
8/23/2021 1:13:48 PM	8.07	1.55	1.00	12.73	1.51	23.34	100.00	3.03	--	
8/23/2021 1:13:52 PM	6.58	1.74	1.21	13.05	1.55	22.58	100.00	3.06	--	
8/23/2021 1:13:55 PM	5.89	3.55	2.52	11.37	1.58	23.32	100.00	3.01	--	
8/23/2021 1:13:58 PM	6.21	2.51	2.21	12.27	1.52	23.20	100.00	3.03	--	
8/23/2021 1:14:01 PM	6.82	2.54	1.66	12.37	1.62	23.39	100.00	3.02	--	
8/23/2021 1:14:05 PM	5.63	3.44	1.11	12.11	1.64	22.29	100.00	3.54	--	
8/23/2021 1:14:08 PM	5.47	3.68	2.56	10.56	1.54	22.26	100.00	3.63	--	
8/23/2021 1:14:11 PM	7.11	2.81	0.39	12.43	1.54	22.74	100.00	3.60	--	
8/23/2021 1:14:14 PM	6.53	3.18	0.93	11.61	1.62	22.25	100.00	3.63	--	
8/23/2021 1:14:18 PM	5.87	3.37	1.14	11.82	1.65	22.20	100.00	3.63	--	
8/23/2021 1:14:21 PM	5.47	3.43	1.89	11.10	1.61	21.88	100.00	3.64	--	
8/23/2021 1:14:24 PM	5.22	2.93	1.49	11.67	1.67	21.30	100.00	3.60	--	
8/23/2021 1:14:27 PM	5.88	4.02	2.23	9.71	1.58	21.83	100.00	3.62	--	
8/23/2021 1:14:31 PM	6.03	3.60	1.23	10.38	1.69	21.23	100.00	3.65	--	
8/23/2021 1:14:34 PM	6.16	3.26	0.64	11.48	1.67	21.54	100.00	3.70	--	
8/23/2021 1:14:37 PM	5.09	4.46	1.81	9.38	1.61	20.75	100.00	4.00	--	
8/23/2021 1:14:40 PM	5.03	4.17	1.45	9.86	1.64	20.52	100.00	4.04	--	
8/23/2021 1:14:44 PM	5.53	4.54	0.79	9.79	1.66	20.66	100.00	4.08	--	
8/23/2021 1:14:47 PM	5.51	4.08	0.00	10.49	1.63	20.09	100.00	4.04	--	
8/23/2021 1:14:50 PM	5.80	4.48	0.29	10.16	1.63	20.73	100.00	3.98	--	
8/23/2021 1:14:53 PM	4.97	4.26	0.00	10.67	1.69	19.90	100.00	4.04	--	
8/23/2021 1:14:57 PM	4.65	4.79	1.37	9.14	1.63	19.95	100.00	4.07	--	
8/23/2021 1:15:00 PM	4.25	4.82	1.23	9.29	1.65	19.60	100.00	4.01	--	
8/23/2021 1:15:03 PM	4.86	4.69	1.54	8.96	1.57	20.06	100.00	4.05	--	
8/23/2021 1:15:07 PM	5.29	4.43	0.00	10.10	1.66	19.82	100.00	4.07	--	
8/23/2021 1:15:10 PM	4.79	4.82	1.13	9.28	1.57	20.02	100.00	4.03	--	
8/23/2021 1:15:13 PM	5.69	4.88	1.37	8.86	1.55	20.79	100.00	4.02	--	
8/23/2021 1:15:16 PM	5.33	4.35	0.35	9.75	1.64	19.79	100.00	4.02	--	
8/23/2021 1:15:20 PM	5.80	4.64	0.81	9.17	1.53	20.41	100.00	4.13	--	
8/23/2021 1:15:23 PM	4.32	5.08	0.37	9.36	1.72	19.13	100.00	4.58	--	
8/23/2021 1:15:26 PM	4.52	5.12	0.63	8.67	1.77	18.93	100.00	4.63	--	
8/23/2021 1:15:29 PM	3.61	5.48	1.30	8.86	1.76	19.26	100.00	4.64	--	
8/23/2021 1:15:33 PM	3.58	5.31	0.94	8.91	1.79	18.74	100.00	4.64	--	
8/23/2021 1:15:36 PM	4.09	5.80	0.93	8.29	1.79	19.11	100.00	4.66	--	
8/23/2021 1:15:39 PM	3.50	5.73	1.27	8.16	1.76	18.65	100.00	4.63	--	
8/23/2021 1:15:43 PM	3.98	5.43	0.50	8.49	1.75	18.40	100.00	4.64	--	
8/23/2021 1:15:46 PM	4.75	5.35	0.00	9.05	1.79	19.16	100.00	4.65	--	
8/23/2021 1:15:49 PM	3.35	5.86	1.76	7.87	1.74	18.84	100.00	4.67	--	
8/23/2021 1:15:52 PM	3.21	5.91	1.28	8.13	1.79	18.53	100.00	4.66	--	
8/23/2021 1:15:56 PM	3.62	5.51	0.49	8.95	1.84	18.57	100.00	4.60	--	
8/23/2021 1:15:59 PM	4.71	5.62	0.34	8.46	1.66	19.13	100.00	4.92	--	
8/23/2021 1:16:02 PM	3.99	5.63	0.54	7.99	1.84	18.15	100.00	5.10	--	
8/23/2021 1:16:05 PM	3.76	5.43	0.00	8.88	1.86	18.08	100.00	5.14	--	
8/23/2021 1:16:09 PM	3.73	5.88	0.86	7.74	1.82	18.21	100.00	5.16	--	
8/23/2021 1:16:12 PM	3.54	5.48	1.04	7.71	1.88	17.77	100.00	5.12	--	
8/23/2021 1:16:15 PM	3.59	5.67	0.72	7.76	1.89	17.74	100.00	5.13	--	
8/23/2021 1:16:18 PM	4.51	5.12	0.00	8.33	1.85	17.95	100.00	5.17	--	
8/23/2021 1:16:22 PM	3.71	5.57	0.72	7.53	1.87	17.52	100.00	5.13	--	
8/23/2021 1:16:25 PM	3.26	5.97	1.86	6.50	1.79	17.58	100.00	5.10	--	
8/23/2021 1:16:28 PM	3.55	5.49	1.37	7.11	1.89	17.51	100.00	5.16	--	
8/23/2021 1:16:32 PM	3.81	5.99	0.96	7.14	1.88	17.89	100.00	5.11	--	
8/23/2021 1:16:35 PM	4.02	5.58	0.63	7.85	1.77	18.09	100.00	4.47	--	
8/23/2021 1:16:38 PM	3.05	5.74	1.40	8.06	1.86	18.25	100.00	4.49	--	
8/23/2021 1:16:41 PM	3.37	6.02	1.73	7.28	1.81	18.39	100.00	4.50	--	
8/23/2021 1:16:45 PM	2.90	6.10	1.84	7.16	1.84	18.00	100.00	4.50	--	
8/23/2021 1:16:48 PM	3.20	5.55	1.29	7.91	1.75	17.95	100.00	4.54	--	
8/23/2021 1:16:51 PM	3.52	6.01	1.52	7.31	1.81	18.37	100.00	4.53	--	
8/23/2021 1:16:54 PM	4.22	5.12	0.31	8.48	1.80	18.13	100.00	4.55	--	
8/23/2021 1:16:58 PM	3.38	5.77	1.21	7.86	1.78	18.22	100.00	4.56	--	
8/23/2021 1:17:01 PM	3.61	5.53	0.65	8.48	1.78	18.26	100.00	4.52	--	
8/23/2021 1:17:04 PM	3.50	5.37	0.47	8.53	1.88	17.87	100.00	4.51	--	
8/23/2021 1:17:07 PM	3.62	5.57	0.71	8.42	1.75	18.33	100.00	4.50	--	
8/23/2021 1:17:11 PM	4.11	5.44	1.40	8.33	1.73	19.27	100.00	4.04	--	
8/23/2021 1:17:14 PM	3.65	5.48	1.46	8.35	1.74	18.95	100.00	4.08	--	
8/23/2021 1:17:17 PM	3.98	5.02	0.71	9.17	1.84	18.88	100.00	4.08	--	
8/23/2021 1:17:21 PM	4.17	5.15	0.94	8.66	1.82	18.93	100.00	4.08	--	
8/23/2021 1:17:24 PM	4.30	5.33	1.58	8.59	1.63	19.79	100.00	4.07	--	
8/23/2021 1:17:27 PM	4.14	4.87	1.37	8.82	1.73	19.20	100.00	4.08	--	
8/23/2021 1:17:30 PM	4.07	5.67	1.49	8.11	1.66	19.33	100.00	4.12	--	
8/23/2021 1:17:34 PM	4.64	5.05	0.99	8.65	1.63	19.33	100.00	4.12	--	
8/23/2021 1:17:37 PM	5.27	5.54	0.00	9.16	1.71	19.97	100.00	4.14	--	
8/23/2021 1:17:40 PM	4.53	4.92	0.78	8.95	1.77	19.18	100.00	4.16	--	
8/23/2021 1:17:43 PM	5.05	5.07	0.23	9.32	1.70	19.68	100.00	4.16	--	
8/23/2021 1:17:47 PM	4.41	5.82	1.94	7.60	1.67	19.77	100.00	4.16	--	
8/23/2021 1:17:50 PM	5.06	4.83	1.13	8.60	1.62	19.62	100.00	4.13	--	
8/23/2021 1:17:53 PM	4.88	4.82	1.92	9.11	1.63	20.73	100.00	3.72	--	
8/23/2021 1:17:56 PM	5.82	3.75	0.24	11.30	1.72	21.12	100.00	3.60	--	
8/23/2021 1:18:00 PM	6.69	3.73	0.00	11.02	1.66	21.44	100.00	3.63	--	
8/23/2021 1:18:03 PM	5.30	4.22	1.36	10.53	1.70	21.42	100.00	3.61	--	
8/23/2021 1:18:06 PM	4.19	3.48	2.07	10.12	1.80	19.86	100.00	3.61	--	
8/23/2021 1:18:10 PM	5.46	4.38	2.62	8.99	1.56	21.45	100.00	3.64	--	
8/23/2021 1:18:13 PM	5.57	2.58	0.00	11.93	1.81	20.08	100.00	3.64	--	
8/23/2021 1:18:16 PM	5.25	3.98	2.08	10.23	1.57	21.54	100.00	3.66	--	
8/23/2021 1:18:19 PM	6.87	3.14	1.13	11.20	1.55	22.33	100.00	3.32	--	
8/23/2021 1:18:23 PM	4.66	3.70	3.96	10.15	1.68	22.48	100.00	3.03	--	
8/23/2021 1:18:26 PM	5.90	2.29	1.00	13.01	1.85	22.21	100.00	3.10	--	
8/23/2021 1:18:29 PM	6.48	2.35	2.70	11.71	1.61	23.25	100.00	3.10	--	
8/23/2021 1:18:32 PM	7.00	2.20	2.39	12.08	1.56	23.66	100.00	3.06	--	
8/23/2021 1:18:36 PM	6.78	1.90	2.62	11.96	1.69	23.27	100.00	3.06	--	
8/23/2021 1:18:39 PM	7.88	2.22	2.31	12.04	1.47	24.45	100.00	3.12	--	
8/23/2021 1:18:42 PM	7.58	1.68	1.29	13.07	1.59	23.62	100.00	2.62	--	
8/23/2021 1:18:45 PM	7.07	1.23	1.17	13.20	1.51	22.67	100.00	2.46	--	
8/23/2021 1:18:49 PM	6.35	1.98	2.95	11.88	1.42	23.16	100.00	2.49	--	
8/23/2021 1:18:52 PM	7.38	2.15	3.33	10.64	1.27	23.50	100.00	2.48	--	
8/23/2021 1:18:55 PM	4.06	1.75	3.35	11.24	1.65	20.39	100.00	2.51	--	
8/23/2021 1:18:59 PM	6.93	1.39	0.54	13.24	1.51	22.09	100.00	2.54	--	
8/23/2021 1:19:02 PM	5.43	1.65	3.30	10.82	1.38	21.20	100.00	2.51	--	
8/23/2021 1:19:05 PM	7.69	0.92	1.26	12.84	1.50	22.71	100.00	2.50	--	
8/23/2021 1:19:08 PM	8.65	0.79	0.64	13.20	1.30	23.29	100.00	2.53	--	
8/23/2021 1:19:12 PM	7.73	1.66	1.88	12.04	1.28	23.31	100.00	2.51	--	
8/23/2021 1:19:15 PM	6.28	1.71	4.04	10.85	1.40	22.88	100.00	2.50	--	
8/23/2021 1:19:18 PM	6.94	0.87	0.85	13.10	1.55	21.75	100.00	2.52	--	
8/23/2021 1:19:21 PM	7.41	2.16	1.85	11.00	1.46	22.42	100.00	2.32	--	
8/23/2021 1:19:25 PM	6.15	1.52	0.99	11.67	1.48	20.34	100.00	2.02	--	
8/23/2021 1:19:28 PM	5.49	1.01	0.00	13.70	1.50	20.19	100.00	2.03	--	
8/23/2021 1:19:31 PM	4.36	2.34	4.44	9.35	1.49	20.49	100.00	2.06	--	
8/23/2021 1:19:35 PM	6.22	0.65	0.00	13.04	1.49	19.91	100.00	2.02	--	
8/23/2021 1:19:38 PM	7.79	2.48	1.58	9.64	1.30	21.48	100.00	2.06	--	
8/23/2021 1:19:41 PM	6.10	1.98	2.66	9.70	1.28	20.43	100.00	2.05	--	
8/23/2021 1:19:44 PM	6.43	1.96	1.69	10.35	1.34	20.42	100.00	2.01	--	
8/23/2021 1:19:48 PM	6.56	1.06	0.00	12.11	1.39	19.73	100.00	2.09	--	
8/23/2021 1:19:51 PM	6.53	1.71	1.15	11.74	1.22	21.13	100.00	2.05	--	
8/23/2021 1:19:54 PM	4.73	2.28	1.35	9.70	1.24	18.06	100.00	1.47	--	
8/23/2021 1:19:57 PM	5.93	1.54	0.00	10.89	1.26	18.36	100.00	1.54	--	
8/23/2021 1:20:01 PM	6.74	1.28	0.17	10.95	1.10	19.15	100.00	1.53	--	
8/23/2021 1:20:04 PM	6.18	1.98	0.00	10.70	1.16	18.86	100.00	1.55	--	
8/23/2021 1:20:07 PM	6.43	2.23	1.63	9.04	1.04	19.32	100.00	1.54	--	
8/23/2021 1:20:10 PM	5.72	1.69	0.30	11.16	1.23	18.87	100.00	1.51	--	
8/23/2021 1:20:14 PM	6.97	1.67	0.00	10.60	1.10	19.24	100.00	1.50	--	
8/23/2021 1:20:17 PM	4.16	1.56	0.00	11.01	1.08	16.74	100.00	1.04	--	
8/23/2021 1:20:20 PM	3.84	1.94	0.26	10.29	1.07	16.33	100.00	0.98	--	
8/23/2021 1:20:24 PM	3.57	2.28	0.00	9.68	1.32	15.53	100.00	1.06	--	
8/23/2021 1:20:27 PM	1.95	3.07	2.68	7.93	1.15	15.63	100.00	1.08	--	
8/23/2021 1:20:30 PM	5.23	2.74	0.00	9.56	1.09	17.52	100.00	1.05	--	
8/23/2021 1:20:33 PM	4.81	1.99	0.96	9.06	1.12	16.82	100.00	1.06	--	
8/23/2021 1:20:37 PM	6.04	2.46	0.53	8.22	1.01	17.25	100.00	1.05	--	
8/23/2021 1:20:40 PM	4.77	1.96	0.00	9.54	1.01	16.27	100.00	1.04	--	
8/23/2021 1:20:43 PM	5.33	2.99	0.31	8.41	1.17	17.04	100.00	1.09	--	
8/23/2021 1:20:46 PM	3.95	1.68	0.00	10.07	1.20	15.69	100.00	1.04	--	
8/23/2021 1:20:50 PM	3.35	2.89	3.23	6.41	0.99	15.88	100.00	1.07	--	
8/23/2021 1:20:53 PM	6.35	2.16	0.00	8.22	0.96	16.72	100.00	1.06	--	
8/23/2021 1:20:56 PM	1.29	3.29	7.30	4.40	0.75	16.29	100.00	0.75	--	
8/23/2021 1:21:00 PM	5.85	2.41	0.32	8.38	1.08	16.95	100.00	0.78	--	
8/23/2021 1:21:03 PM	5.67	2.38	0.32	8.08	0.99	16.45	100.00	0.77	--	
8/23/2021 1:21:06 PM	2.25	2.08	0.00	10.07	1.27	14.40	100.00	0.81	--	
8/23/2021 1:21:09 PM	0.00	0.65	0.00	8.01	1.31	8.66	100.00	0.45	--	
