P1E	02.00	3	Date	Time	
P23	02.00	3	5/24/2021	5:47:05 PM	
P2F	02.00	3	5/24/2021	5:47:09 PM	
P25	02.00	3	5/24/2021	5:47:12 PM	
P22	02.00	3	5/24/2021	5:47:15 PM	
P2E	02.00	3	5/24/2021	5:47:19 PM	
P26	02.00	3	5/24/2021	5:47:22 PM	
P21	02.00	3	5/24/2021	5:47:25 PM	
P2C	02.00	3	5/24/2021	5:47:28 PM	
P27	02.00	3	5/24/2021	5:47:32 PM	
P20	02.00	3	5/24/2021	5:47:35 PM	
P2D	02.00	3	5/24/2021	5:47:38 PM	
P23	02.00	3	5/24/2021	5:47:41 PM	
P27	02.00	3	5/24/2021	5:47:45 PM	
P2A	02.00	3	5/24/2021	5:47:48 PM	
P22	02.00	3	5/24/2021	5:47:51 PM	
P26	02.00	3	5/24/2021	5:47:55 PM	
P2B	02.00	3	5/24/2021	5:47:58 PM	
P28	02.00	3	5/24/2021	5:48:01 PM	
P2D	02.00	3	5/24/2021	5:48:04 PM	
P21	02.00	3	5/24/2021	5:48:08 PM	
P26	02.00	3	5/24/2021	5:50:53 PM	
P23	02.00	3	5/24/2021	5:50:56 PM	
P2C	02.00	3	5/24/2021	5:50:59 PM	
P22	02.00	3	5/24/2021	5:51:03 PM	
P27	02.00	3	5/24/2021	5:51:06 PM	
P28	02.00	3	5/24/2021	5:51:09 PM	
P23	02.00	3	5/24/2021	5:51:13 PM	
P26	02.00	3	5/24/2021	5:51:16 PM	
P29	02.00	3	5/24/2021	5:51:19 PM	
P21	02.00	3	5/24/2021	5:51:22 PM	
P25	02.00	3	5/24/2021	5:51:26 PM	
P2A	02.00	3	5/24/2021	5:51:29 PM	
P20	02.00	3	5/24/2021	5:51:32 PM	
P27	02.00	3	5/24/2021	5:51:35 PM	
P2B	02.00	3	5/24/2021	5:51:39 PM	
P27	02.00	3	5/24/2021	5:51:42 PM	
P20	02.00	3	5/24/2021	5:51:45 PM	
P2D	02.00	3	5/24/2021	5:51:48 PM	
P26	02.00	3	5/24/2021	5:51:52 PM	
P21	02.00	3	5/24/2021	5:51:55 PM	
P27	02.00	3	5/24/2021	5:51:42 PM	
P20	02.00	3	5/24/2021	5:51:45 PM	
P2D	02.00	3	5/24/2021	5:51:48 PM	
P26	02.00	3	5/24/2021	5:51:52 PM	
P21	02.00	3	5/24/2021	5:51:55 PM	
P22	02.00	3	5/24/2021	6:00:15 PM	
P20	02.00	3	5/24/2021	6:00:17 PM	
P2E	02.00	3	5/24/2021	6:00:19 PM	
P24	02.00	3	5/24/2021	6:00:20 PM	
P26	02.00	3	5/24/2021	6:00:22 PM	
P25	02.00	3	5/24/2021	6:00:56 PM	
P24	02.00	3	5/24/2021	6:00:57 PM	
P2A	02.00	3	5/24/2021	6:00:59 PM	
P26	02.00	3	5/24/2021	6:01:01 PM	
P25	02.00	3	5/24/2021	6:01:02 PM	
P29	02.00	3	5/24/2021	6:08:07 PM	
P27	02.00	3	5/24/2021	6:08:09 PM	
P2F	02.00	3	5/24/2021	6:08:10 PM	
P2D	02.00	3	5/24/2021	6:08:12 PM	
P2C	02.00	3	5/24/2021	6:08:13 PM	
P24	02.00	3	5/24/2021	6:12:45 PM	
P26	02.00	3	5/24/2021	6:12:47 PM	
P29	02.00	3	5/24/2021	6:12:48 PM	
P20	02.00	3	5/24/2021	6:12:50 PM	
P22	02.00	3	5/24/2021	6:12:52 PM	
P22	02.00	3	5/24/2021	6:19:48 PM	
P2B	02.00	3	5/24/2021	6:19:50 PM	
P29	02.00	3	5/24/2021	6:19:52 PM	
P28	02.00	3	5/24/2021	6:19:53 PM	
P2E	02.00	3	5/24/2021	6:19:55 PM	
P21	02.00	3	5/24/2021	6:25:55 PM	
P22	02.00	3	5/24/2021	6:25:56 PM	
P2C	02.00	3	5/24/2021	6:25:58 PM	
P22	02.00	3	5/24/2021	6:26:00 PM	
P23	02.00	3	5/24/2021	6:26:01 PM	
P28	02.00	3	5/24/2021	6:29:36 PM	
P26	02.00	3	5/24/2021	6:29:38 PM	
P27	02.00	3	5/24/2021	6:29:39 PM	
P28	02.00	3	5/24/2021	6:29:41 PM	
P2A	02.00	3	5/24/2021	6:29:43 PM	
P27	02.00	3	5/24/2021	6:30:20 PM	
P25	02.00	3	5/24/2021	6:30:22 PM	
P23	02.00	3	5/24/2021	6:30:24 PM	
P21	02.00	3	5/24/2021	6:30:26 PM	
P20	02.00	3	5/24/2021	6:30:27 PM	
P2A	02.00	3	5/24/2021	6:34:29 PM	
P22	02.00	3	5/24/2021	6:34:30 PM	
P20	02.00	3	5/24/2021	6:34:32 PM	
P26	02.00	3	5/24/2021	6:34:34 PM	
P27	02.00	3	5/24/2021	6:34:35 PM	
P2A	02.00	3	5/24/2021	6:37:08 PM	
P2B	02.00	3	5/24/2021	6:37:09 PM	
P22	02.00	3	5/24/2021	6:37:11 PM	
P20	02.00	3	5/24/2021	6:37:13 PM	
P27	02.00	3	5/24/2021	6:37:14 PM	
P27	02.00	3	5/24/2021	6:40:05 PM	
P24	02.00	3	5/24/2021	6:40:06 PM	
P2A	02.00	3	5/24/2021	6:40:08 PM	
P23	02.00	3	5/24/2021	6:40:10 PM	
P21	02.00	3	5/24/2021	6:40:12 PM	
P27	02.00	3	5/24/2021	6:42:07 PM	
P29	02.00	3	5/24/2021	6:42:09 PM	
P21	02.00	3	5/24/2021	6:42:10 PM	
P23	02.00	3	5/24/2021	6:42:12 PM	
P25	02.00	3	5/24/2021	6:42:14 PM	
P25	02.00	3	5/24/2021	6:45:13 PM	
P23	02.00	3	5/24/2021	6:45:15 PM	
P21	02.00	3	5/24/2021	6:45:17 PM	
P2E	02.00	3	5/24/2021	6:45:18 PM	
P25	02.00	3	5/24/2021	6:45:20 PM	
P21	02.00	3	5/24/2021	6:47:26 PM	
P2F	02.00	3	5/24/2021	6:47:28 PM	
P26	02.00	3	5/24/2021	6:47:30 PM	
P27	02.00	3	5/24/2021	6:47:31 PM	
P25	02.00	3	5/24/2021	6:47:33 PM	
P2E	02.00	3	5/24/2021	6:49:27 PM	
P20	02.00	3	5/24/2021	6:49:29 PM	
P28	02.00	3	5/24/2021	6:49:30 PM	
P2A	02.00	3	5/24/2021	6:49:32 PM	
P2C	02.00	3	5/24/2021	6:49:34 PM	
P25	02.00	3	5/24/2021	6:51:16 PM	
P2B	02.00	3	5/24/2021	6:51:18 PM	
P20	02.00	3	5/24/2021	6:51:20 PM	
P22	02.00	3	5/24/2021	6:51:22 PM	
P23	02.00	3	5/24/2021	6:51:23 PM	
P23	02.00	3	5/24/2021	6:53:30 PM	
P22	02.00	3	5/24/2021	6:53:31 PM	
P20	02.00	3	5/24/2021	6:53:33 PM	
P26	02.00	3	5/24/2021	6:53:35 PM	
P24	02.00	3	5/24/2021	6:53:37 PM	
P25	02.00	3	5/24/2021	6:56:44 PM	
P24	02.00	3	5/24/2021	6:56:45 PM	
P26	02.00	3	5/24/2021	6:56:47 PM	
P28	02.00	3	5/24/2021	6:56:49 PM	
P20	02.00	3	5/24/2021	6:56:50 PM	
P29	02.00	3	5/24/2021	6:57:49 PM	
P20	02.00	3	5/24/2021	6:57:51 PM	
