P1E	02.00	3	Date	Time	
P2A	02.00	3	8/24/2021	1:04:02 PM	
P2E	02.00	3	8/24/2021	1:04:06 PM	
P21	02.00	3	8/24/2021	1:04:09 PM	
P2B	02.00	3	8/24/2021	1:04:12 PM	
P2C	02.00	3	8/24/2021	1:04:15 PM	
P20	02.00	3	8/24/2021	1:04:19 PM	
P28	02.00	3	8/24/2021	1:04:22 PM	
P2F	02.00	3	8/24/2021	1:04:25 PM	
P22	02.00	3	8/24/2021	1:04:28 PM	
P29	02.00	3	8/24/2021	1:04:32 PM	
P2E	02.00	3	8/24/2021	1:04:35 PM	
P23	02.00	3	8/24/2021	1:04:38 PM	
P2D	02.00	3	8/24/2021	1:04:41 PM	
P29	02.00	3	8/24/2021	1:04:45 PM	
P24	02.00	3	8/24/2021	1:04:48 PM	
P2C	02.00	3	8/24/2021	1:04:51 PM	
P28	02.00	3	8/24/2021	1:04:55 PM	
P25	02.00	3	8/24/2021	1:04:58 PM	
P28	02.00	3	8/24/2021	1:05:01 PM	
P2D	02.00	3	8/24/2021	1:05:04 PM	
P2D	02.00	3	8/24/2021	1:08:09 PM	
P26	02.00	3	8/24/2021	1:08:13 PM	
P23	02.00	3	8/24/2021	1:08:16 PM	
P2C	02.00	3	8/24/2021	1:08:19 PM	
P24	02.00	3	8/24/2021	1:08:22 PM	
P20	02.00	3	8/24/2021	1:08:26 PM	
P2F	02.00	3	8/24/2021	1:08:29 PM	
P25	02.00	3	8/24/2021	1:08:32 PM	
P21	02.00	3	8/24/2021	1:08:36 PM	
P2E	02.00	3	8/24/2021	1:08:39 PM	
P22	02.00	3	8/24/2021	1:08:42 PM	
P25	02.00	3	8/24/2021	1:08:45 PM	
P29	02.00	3	8/24/2021	1:08:49 PM	
P23	02.00	3	8/24/2021	1:08:52 PM	
P24	02.00	3	8/24/2021	1:08:55 PM	
P28	02.00	3	8/24/2021	1:08:59 PM	
P27	02.00	3	8/24/2021	1:09:02 PM	
P20	02.00	3	8/24/2021	1:09:05 PM	
P2C	02.00	3	8/24/2021	1:09:09 PM	
P26	02.00	3	8/24/2021	1:09:12 PM	
P21	02.00	3	8/24/2021	1:22:49 PM	
P2A	02.00	3	8/24/2021	1:22:53 PM	
P2F	02.00	3	8/24/2021	1:22:56 PM	
P20	02.00	3	8/24/2021	1:22:59 PM	
P2E	02.00	3	8/24/2021	1:23:03 PM	
P2B	02.00	3	8/24/2021	1:23:06 PM	
P24	02.00	3	8/24/2021	1:23:09 PM	
P2E	02.00	3	8/24/2021	1:23:12 PM	
P2A	02.00	3	8/24/2021	1:23:16 PM	
P25	02.00	3	8/24/2021	1:23:19 PM	
P2D	02.00	3	8/24/2021	1:23:22 PM	
P2A	02.00	3	8/24/2021	1:23:25 PM	
P26	02.00	3	8/24/2021	1:23:29 PM	
P2C	02.00	3	8/24/2021	1:23:32 PM	
P2B	02.00	3	8/24/2021	1:23:35 PM	
P27	02.00	3	8/24/2021	1:23:39 PM	
P2B	02.00	3	8/24/2021	1:23:42 PM	
P2C	02.00	3	8/24/2021	1:23:45 PM	
P21	02.00	3	8/24/2021	1:23:48 PM	
P2A	02.00	3	8/24/2021	1:23:52 PM	
P27	02.00	3	8/24/2021	1:28:54 PM	
P24	02.00	3	8/24/2021	1:28:57 PM	
P26	02.00	3	8/24/2021	1:29:01 PM	
P23	02.00	3	8/24/2021	1:29:04 PM	
P20	02.00	3	8/24/2021	1:29:07 PM	
P26	02.00	3	8/24/2021	1:29:10 PM	
P22	02.00	3	8/24/2021	1:29:14 PM	
P21	02.00	3	8/24/2021	1:29:17 PM	
P25	02.00	3	8/24/2021	1:29:20 PM	
P26	02.00	3	8/24/2021	1:29:23 PM	
P22	02.00	3	8/24/2021	1:29:27 PM	
P24	02.00	3	8/24/2021	1:29:30 PM	
P27	02.00	3	8/24/2021	1:29:33 PM	
P23	02.00	3	8/24/2021	1:29:37 PM	
P23	02.00	3	8/24/2021	1:29:40 PM	
P20	02.00	3	8/24/2021	1:29:43 PM	
P25	02.00	3	8/24/2021	1:29:46 PM	
P22	02.00	3	8/24/2021	1:29:50 PM	
P21	02.00	3	8/24/2021	1:29:53 PM	
P24	02.00	3	8/24/2021	1:29:56 PM	
P28	02.00	3	8/24/2021	1:33:15 PM	
P24	02.00	3	8/24/2021	1:33:19 PM	
P2C	02.00	3	8/24/2021	1:33:22 PM	
P2B	02.00	3	8/24/2021	1:33:25 PM	
P27	02.00	3	8/24/2021	1:33:29 PM	
P2D	02.00	3	8/24/2021	1:33:32 PM	
P2A	02.00	3	8/24/2021	1:33:35 PM	
P27	02.00	3	8/24/2021	1:33:38 PM	
P2A	02.00	3	8/24/2021	1:33:42 PM	
P2D	02.00	3	8/24/2021	1:33:45 PM	
P20	02.00	3	8/24/2021	1:33:48 PM	
P28	02.00	3	8/24/2021	1:33:51 PM	
P2C	02.00	3	8/24/2021	1:33:55 PM	
P21	02.00	3	8/24/2021	1:33:58 PM	
P2A	02.00	3	8/24/2021	1:34:01 PM	
P2F	02.00	3	8/24/2021	1:34:04 PM	
P23	02.00	3	8/24/2021	1:34:08 PM	
P2B	02.00	3	8/24/2021	1:34:11 PM	
P2E	02.00	3	8/24/2021	1:34:14 PM	
P22	02.00	3	8/24/2021	1:34:18 PM	
