P1E	02.00	3	Date	Time	
P25	02.00	3	9/24/2021	2:33:38 PM	
P2B	02.00	3	9/24/2021	2:33:41 PM	
P2E	02.00	3	9/24/2021	2:33:44 PM	
P22	02.00	3	9/24/2021	2:33:48 PM	
P2A	02.00	3	9/24/2021	2:33:51 PM	
P2F	02.00	3	9/24/2021	2:33:54 PM	
P23	02.00	3	9/24/2021	2:33:58 PM	
P28	02.00	3	9/24/2021	2:34:01 PM	
P2D	02.00	3	9/24/2021	2:34:04 PM	
P2E	02.00	3	9/24/2021	2:34:07 PM	
P29	02.00	3	9/24/2021	2:34:11 PM	
P2C	02.00	3	9/24/2021	2:34:14 PM	
P2F	02.00	3	9/24/2021	2:34:17 PM	
P2B	02.00	3	9/24/2021	2:34:20 PM	
P2F	02.00	3	9/24/2021	2:34:24 PM	
P2C	02.00	3	9/24/2021	2:34:27 PM	
P2A	02.00	3	9/24/2021	2:34:30 PM	
P29	02.00	3	9/24/2021	2:34:33 PM	
P2D	02.00	3	9/24/2021	2:34:37 PM	
P2D	02.00	3	9/24/2021	2:34:40 PM	
P2D	02.00	3	9/24/2021	2:37:16 PM	
P28	02.00	3	9/24/2021	2:37:20 PM	
P2B	02.00	3	9/24/2021	2:37:23 PM	
P2E	02.00	3	9/24/2021	2:37:26 PM	
P29	02.00	3	9/24/2021	2:37:30 PM	
P2A	02.00	3	9/24/2021	2:37:33 PM	
P2F	02.00	3	9/24/2021	2:37:36 PM	
P2E	02.00	3	9/24/2021	2:37:40 PM	
P2D	02.00	3	9/24/2021	2:37:43 PM	
P28	02.00	3	9/24/2021	2:37:46 PM	
P27	02.00	3	9/24/2021	2:37:49 PM	
P2C	02.00	3	9/24/2021	2:37:53 PM	
P29	02.00	3	9/24/2021	2:37:56 PM	
P26	02.00	3	9/24/2021	2:37:59 PM	
P27	02.00	3	9/24/2021	2:38:02 PM	
P23	02.00	3	9/24/2021	2:38:06 PM	
P2C	02.00	3	9/24/2021	2:38:09 PM	
P26	02.00	3	9/24/2021	2:38:12 PM	
P21	02.00	3	9/24/2021	2:38:15 PM	
P2D	02.00	3	9/24/2021	2:38:19 PM	
P2C	02.00	3	9/24/2021	2:46:33 PM	
P29	02.00	3	9/24/2021	2:46:36 PM	
P28	02.00	3	9/24/2021	2:46:40 PM	
P2B	02.00	3	9/24/2021	2:46:43 PM	
P2E	02.00	3	9/24/2021	2:46:46 PM	
P21	02.00	3	9/24/2021	2:46:49 PM	
P2A	02.00	3	9/24/2021	2:46:53 PM	
P2F	02.00	3	9/24/2021	2:46:56 PM	
P20	02.00	3	9/24/2021	2:46:59 PM	
P2F	02.00	3	9/24/2021	2:47:02 PM	
P2B	02.00	3	9/24/2021	2:47:06 PM	
P24	02.00	3	9/24/2021	2:47:09 PM	
P2E	02.00	3	9/24/2021	2:47:12 PM	
P2A	02.00	3	9/24/2021	2:47:16 PM	
P25	02.00	3	9/24/2021	2:47:19 PM	
P2D	02.00	3	9/24/2021	2:47:22 PM	
P2A	02.00	3	9/24/2021	2:47:25 PM	
P26	02.00	3	9/24/2021	2:47:29 PM	
P2C	02.00	3	9/24/2021	2:47:32 PM	
P2B	02.00	3	9/24/2021	2:47:35 PM	
P2F	02.00	3	9/24/2021	2:52:24 PM	
P23	02.00	3	9/24/2021	2:52:28 PM	
P2B	02.00	3	9/24/2021	2:52:31 PM	
P2E	02.00	3	9/24/2021	2:52:34 PM	
P22	02.00	3	9/24/2021	2:52:38 PM	
P2C	02.00	3	9/24/2021	2:52:41 PM	
P29	02.00	3	9/24/2021	2:52:44 PM	
