Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Comment
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	
9/13/2021 9:49:36 AM	30.89	11.48	14.06	17.98	4.08	74.40	64.39	1.36	--	
9/13/2021 9:49:39 AM	29.25	12.72	17.31	14.60	4.11	73.88	59.31	1.36	--	
9/13/2021 9:49:42 AM	25.19	14.38	19.16	13.20	4.25	71.93	57.16	1.36	--	
9/13/2021 9:49:45 AM	29.37	12.32	13.08	16.97	4.19	71.74	57.24	1.36	--	
9/13/2021 9:49:48 AM	29.58	11.21	13.35	17.17	4.12	71.31	61.09	1.37	--	
9/13/2021 9:49:52 AM	26.49	12.69	17.67	14.58	3.93	71.44	63.02	1.36	--	
9/13/2021 9:49:55 AM	31.63	12.76	13.57	16.50	3.56	74.47	60.76	1.36	--	
9/13/2021 9:49:58 AM	27.75	12.35	15.71	15.95	4.09	71.76	60.16	1.37	--	
9/13/2021 9:50:01 AM	30.45	10.81	10.82	19.56	3.98	71.65	64.60	1.37	--	
9/13/2021 9:50:05 AM	29.22	11.33	13.65	17.44	4.14	71.65	60.11	1.38	--	
9/13/2021 9:50:08 AM	29.54	11.83	13.75	16.47	4.00	71.59	57.91	1.37	--	
9/13/2021 9:50:11 AM	28.15	12.79	14.54	15.56	4.14	71.03	58.97	1.44	--	
9/13/2021 9:50:15 AM	29.01	12.45	12.48	16.34	4.05	70.29	61.65	1.81	--	
9/13/2021 9:50:18 AM	29.74	12.64	13.57	15.52	3.85	71.47	61.20	1.82	--	
9/13/2021 9:50:21 AM	28.06	12.09	14.10	15.87	4.16	70.13	61.09	1.82	--	
9/13/2021 9:50:24 AM	27.97	12.60	14.36	15.67	4.09	70.61	61.16	1.82	--	
9/13/2021 9:50:28 AM	28.30	12.27	13.82	16.25	4.02	70.63	60.59	1.82	--	
9/13/2021 9:50:31 AM	29.05	12.34	13.40	16.11	4.09	70.90	59.85	1.82	--	
9/13/2021 9:50:34 AM	29.25	11.91	13.24	16.33	4.05	70.73	61.00	1.82	--	
9/13/2021 9:50:37 AM	29.05	12.16	13.28	16.10	4.14	70.60	60.37	1.82	--	
9/13/2021 9:50:41 AM	28.65	12.32	13.88	15.35	4.10	70.21	59.87	1.82	--	
9/13/2021 9:50:44 AM	28.73	12.52	14.88	14.49	3.97	70.62	60.02	1.82	--	
9/13/2021 9:50:47 AM	29.17	12.00	13.37	15.70	3.91	70.24	59.95	1.81	--	
9/13/2021 9:50:50 AM	28.34	12.31	14.36	14.35	3.93	69.36	59.69	1.82	--	
9/13/2021 9:50:54 AM	28.52	12.18	12.87	14.93	4.04	68.50	56.30	1.76	--	
9/13/2021 9:50:57 AM	27.64	12.28	15.87	16.72	4.21	72.50	61.17	1.40	--	
9/13/2021 9:51:00 AM	29.22	10.83	14.20	18.85	4.08	73.09	58.68	1.41	--	
9/13/2021 9:51:03 AM	29.60	10.56	12.85	18.49	3.99	71.49	58.21	1.40	--	
9/13/2021 9:51:07 AM	26.99	11.52	15.77	16.43	3.95	70.70	59.10	1.40	--	
9/13/2021 9:51:10 AM	28.76	12.53	16.64	13.93	3.72	71.85	57.98	1.38	--	
