P1E	02.00	3	Date	Time	
P24	02.00	3	6/16/2021	1:20:41 PM	
P20	02.00	3	6/16/2021	1:20:45 PM	
P2D	02.00	3	6/16/2021	1:20:48 PM	
P25	02.00	3	6/16/2021	1:20:51 PM	
P21	02.00	3	6/16/2021	1:20:55 PM	
P2C	02.00	3	6/16/2021	1:20:58 PM	
P21	02.00	3	6/16/2021	1:21:01 PM	
P24	02.00	3	6/16/2021	1:21:04 PM	
P28	02.00	3	6/16/2021	1:21:08 PM	
P20	02.00	3	6/16/2021	1:21:11 PM	
P25	02.00	3	6/16/2021	1:21:14 PM	
P29	02.00	3	6/16/2021	1:21:18 PM	
P23	02.00	3	6/16/2021	1:21:21 PM	
P25	02.00	3	6/16/2021	1:23:07 PM	
P23	02.00	3	6/16/2021	1:23:10 PM	
P20	02.00	3	6/16/2021	1:23:13 PM	
P24	02.00	3	6/16/2021	1:23:17 PM	
P20	02.00	3	6/16/2021	1:23:20 PM	
P23	02.00	3	6/16/2021	1:23:23 PM	
P26	02.00	3	6/16/2021	1:23:26 PM	
P21	02.00	3	6/16/2021	1:23:30 PM	
P22	02.00	3	6/16/2021	1:23:33 PM	
P27	02.00	3	6/16/2021	1:23:36 PM	
P28	02.00	3	6/16/2021	1:23:39 PM	
P25	02.00	3	6/16/2021	1:23:43 PM	
P2D	02.00	3	6/16/2021	1:25:18 PM	
P27	02.00	3	6/16/2021	1:25:21 PM	
P23	02.00	3	6/16/2021	1:25:25 PM	
P2E	02.00	3	6/16/2021	1:25:28 PM	
P26	02.00	3	6/16/2021	1:25:31 PM	
P23	02.00	3	6/16/2021	1:25:34 PM	
P2F	02.00	3	6/16/2021	1:25:38 PM	
P21	02.00	3	6/16/2021	1:25:41 PM	
P24	02.00	3	6/16/2021	1:25:44 PM	
P28	02.00	3	6/16/2021	1:25:48 PM	
P20	02.00	3	6/16/2021	1:25:51 PM	
P25	02.00	3	6/16/2021	1:25:54 PM	
P26	02.00	3	6/16/2021	1:25:57 PM	
P23	02.00	3	6/16/2021	1:27:50 PM	
P20	02.00	3	6/16/2021	1:27:53 PM	
P25	02.00	3	6/16/2021	1:27:56 PM	
P29	02.00	3	6/16/2021	1:28:00 PM	
P2A	02.00	3	6/16/2021	1:28:03 PM	
P2F	02.00	3	6/16/2021	1:28:06 PM	
P20	02.00	3	6/16/2021	1:28:09 PM	
P2B	02.00	3	6/16/2021	1:28:13 PM	
P2E	02.00	3	6/16/2021	1:28:16 PM	
P21	02.00	3	6/16/2021	1:28:19 PM	
P29	02.00	3	6/16/2021	1:28:22 PM	
P2D	02.00	3	6/16/2021	1:28:26 PM	
P22	02.00	3	6/16/2021	1:28:29 PM	
P21	02.00	3	6/16/2021	1:30:10 PM	
P22	02.00	3	6/16/2021	1:30:13 PM	
P27	02.00	3	6/16/2021	1:30:16 PM	
P22	02.00	3	6/16/2021	1:30:20 PM	
P21	02.00	3	6/16/2021	1:30:23 PM	
P24	02.00	3	6/16/2021	1:30:26 PM	
P2B	02.00	3	6/16/2021	1:30:29 PM	
P20	02.00	3	6/16/2021	1:30:33 PM	
P25	02.00	3	6/16/2021	1:30:36 PM	
P2A	02.00	3	6/16/2021	1:30:39 PM	
P27	02.00	3	6/16/2021	1:30:43 PM	
P22	02.00	3	6/16/2021	1:30:46 PM	
P2D	02.00	3	6/16/2021	1:30:49 PM	
P23	02.00	3	6/16/2021	1:32:54 PM	
P2F	02.00	3	6/16/2021	1:32:58 PM	
P22	02.00	3	6/16/2021	1:33:01 PM	
P27	02.00	3	6/16/2021	1:33:04 PM	
P24	02.00	3	6/16/2021	1:33:07 PM	
P23	02.00	3	6/16/2021	1:33:11 PM	
P26	02.00	3	6/16/2021	1:33:14 PM	
P25	02.00	3	6/16/2021	1:33:17 PM	
P21	02.00	3	6/16/2021	1:33:20 PM	
P25	02.00	3	6/16/2021	1:33:24 PM	
P26	02.00	3	6/16/2021	1:33:27 PM	
P20	02.00	3	6/16/2021	1:33:30 PM	
P24	02.00	3	6/16/2021	1:33:34 PM	
P27	02.00	3	6/16/2021	1:33:37 PM	
P2F	02.00	3	6/16/2021	1:35:28 PM	
P27	02.00	3	6/16/2021	1:35:31 PM	
P23	02.00	3	6/16/2021	1:35:35 PM	
P2E	02.00	3	6/16/2021	1:35:38 PM	
P20	02.00	3	6/16/2021	1:35:41 PM	
P25	02.00	3	6/16/2021	1:35:44 PM	
P29	02.00	3	6/16/2021	1:35:48 PM	
P21	02.00	3	6/16/2021	1:35:51 PM	
P24	02.00	3	6/16/2021	1:35:54 PM	
P27	02.00	3	6/16/2021	1:35:57 PM	
P27	02.00	3	6/16/2021	1:36:01 PM	
P22	02.00	3	6/16/2021	1:36:04 PM	
P21	02.00	3	6/16/2021	1:36:07 PM	
P23	02.00	3	6/16/2021	1:38:29 PM	
P29	02.00	3	6/16/2021	1:38:32 PM	
P2D	02.00	3	6/16/2021	1:38:36 PM	
P22	02.00	3	6/16/2021	1:38:39 PM	
P2E	02.00	3	6/16/2021	1:38:42 PM	
P29	02.00	3	6/16/2021	1:38:45 PM	
P25	02.00	3	6/16/2021	1:38:49 PM	
P2F	02.00	3	6/16/2021	1:38:52 PM	
P28	02.00	3	6/16/2021	1:38:55 PM	
P24	02.00	3	6/16/2021	1:38:59 PM	
P2B	02.00	3	6/16/2021	1:39:02 PM	
P2C	02.00	3	6/16/2021	1:39:05 PM	
P21	02.00	3	6/16/2021	1:39:08 PM	
P2A	02.00	3	6/16/2021	1:39:12 PM	
P2D	02.00	3	6/16/2021	1:39:15 PM	
P20	02.00	3	6/16/2021	1:39:18 PM	
P2A	02.00	3	6/16/2021	1:39:21 PM	
P26	02.00	3	6/16/2021	1:42:21 PM	
P23	02.00	3	6/16/2021	1:42:24 PM	
P20	02.00	3	6/16/2021	1:42:27 PM	
P27	02.00	3	6/16/2021	1:42:31 PM	
P22	02.00	3	6/16/2021	1:42:34 PM	
P21	02.00	3	6/16/2021	1:42:37 PM	
P21	02.00	3	6/16/2021	1:42:40 PM	
P25	02.00	3	6/16/2021	1:43:54 PM	
P26	02.00	3	6/16/2021	1:43:57 PM	
P23	02.00	3	6/16/2021	1:44:00 PM	
P27	02.00	3	6/16/2021	1:44:04 PM	
P24	02.00	3	6/16/2021	1:44:07 PM	
P22	02.00	3	6/16/2021	1:44:10 PM	
P21	02.00	3	6/16/2021	1:44:13 PM	
P25	02.00	3	6/16/2021	1:44:17 PM	
P21	02.00	3	6/16/2021	1:44:20 PM	
P22	02.00	3	6/16/2021	1:44:23 PM	
P26	02.00	3	6/16/2021	1:44:27 PM	
P20	02.00	3	6/16/2021	1:44:30 PM	
P23	02.00	3	6/16/2021	1:44:33 PM	
P20	02.00	3	6/16/2021	1:46:23 PM	
P25	02.00	3	6/16/2021	1:46:26 PM	
P2A	02.00	3	6/16/2021	1:46:29 PM	
P21	02.00	3	6/16/2021	1:46:33 PM	
P24	02.00	3	6/16/2021	1:46:36 PM	
P2B	02.00	3	6/16/2021	1:46:39 PM	
P27	02.00	3	6/16/2021	1:46:42 PM	
P23	02.00	3	6/16/2021	1:46:46 PM	
P2C	02.00	3	6/16/2021	1:46:49 PM	
P26	02.00	3	6/16/2021	1:46:52 PM	
P22	02.00	3	6/16/2021	1:46:56 PM	
P2D	02.00	3	6/16/2021	1:46:59 PM	
P22	02.00	3	6/16/2021	1:47:02 PM	
P24	02.00	3	6/16/2021	1:48:38 PM	
P2A	02.00	3	6/16/2021	1:48:41 PM	
P2E	02.00	3	6/16/2021	1:48:45 PM	
P23	02.00	3	6/16/2021	1:48:48 PM	
P2B	02.00	3	6/16/2021	1:48:51 PM	
P2E	02.00	3	6/16/2021	1:48:54 PM	
P22	02.00	3	6/16/2021	1:48:58 PM	
P2F	02.00	3	6/16/2021	1:49:01 PM	
P2A	02.00	3	6/16/2021	1:49:04 PM	
P26	02.00	3	6/16/2021	1:49:08 PM	
P2E	02.00	3	6/16/2021	1:49:11 PM	
P2B	02.00	3	6/16/2021	1:49:14 PM	
P28	02.00	3	6/16/2021	1:49:17 PM	
P26	02.00	3	6/16/2021	1:51:01 PM	
P23	02.00	3	6/16/2021	1:51:04 PM	
P2F	02.00	3	6/16/2021	1:51:08 PM	
P27	02.00	3	6/16/2021	1:51:11 PM	
P22	02.00	3	6/16/2021	1:51:14 PM	
P21	02.00	3	6/16/2021	1:51:17 PM	
P24	02.00	3	6/16/2021	1:51:21 PM	
P21	02.00	3	6/16/2021	1:51:24 PM	
P22	02.00	3	6/16/2021	1:51:27 PM	
P25	02.00	3	6/16/2021	1:51:31 PM	
P20	02.00	3	6/16/2021	1:51:34 PM	
P23	02.00	3	6/16/2021	1:51:37 PM	
P23	02.00	3	6/16/2021	1:51:40 PM	
P27	02.00	3	6/16/2021	1:51:44 PM	
P24	02.00	3	6/16/2021	1:51:47 PM	
P22	02.00	3	6/16/2021	1:51:50 PM	
P2E	02.00	3	6/16/2021	1:53:38 PM	
P20	02.00	3	6/16/2021	1:53:41 PM	
P25	02.00	3	6/16/2021	1:53:44 PM	
P29	02.00	3	6/16/2021	1:53:48 PM	
P21	02.00	3	6/16/2021	1:53:51 PM	
P24	02.00	3	6/16/2021	1:53:54 PM	
P27	02.00	3	6/16/2021	1:53:57 PM	
P23	02.00	3	6/16/2021	1:54:01 PM	
P26	02.00	3	6/16/2021	1:54:04 PM	
P25	02.00	3	6/16/2021	1:54:07 PM	
P22	02.00	3	6/16/2021	1:54:11 PM	
P27	02.00	3	6/16/2021	1:54:14 PM	
P24	02.00	3	6/16/2021	1:54:17 PM	
P26	02.00	3	6/16/2021	1:55:50 PM	
P25	02.00	3	6/16/2021	1:55:53 PM	
P21	02.00	3	6/16/2021	1:55:57 PM	
P20	02.00	3	6/16/2021	1:56:00 PM	
P23	02.00	3	6/16/2021	1:56:03 PM	
P26	02.00	3	6/16/2021	1:56:06 PM	
P21	02.00	3	6/16/2021	1:56:10 PM	
P22	02.00	3	6/16/2021	1:56:13 PM	
P27	02.00	3	6/16/2021	1:56:16 PM	
P22	02.00	3	6/16/2021	1:56:20 PM	
P21	02.00	3	6/16/2021	1:56:23 PM	
P24	02.00	3	6/16/2021	1:56:26 PM	
P2B	02.00	3	6/16/2021	1:56:29 PM	
P20	02.00	3	6/16/2021	1:56:33 PM	
P25	02.00	3	6/16/2021	1:56:36 PM	
P2A	02.00	3	6/16/2021	1:56:39 PM	
P27	02.00	3	6/16/2021	1:56:43 PM	
P22	02.00	3	6/16/2021	1:56:46 PM	
P2D	02.00	3	6/16/2021	1:56:49 PM	
P28	02.00	3	6/16/2021	1:58:42 PM	
P2C	02.00	3	6/16/2021	1:58:46 PM	
P23	02.00	3	6/16/2021	1:58:49 PM	
P28	02.00	3	6/16/2021	1:58:53 PM	
P2D	02.00	3	6/16/2021	1:58:56 PM	
P22	02.00	3	6/16/2021	1:58:59 PM	
P2D	02.00	3	6/16/2021	1:59:02 PM	
P29	02.00	3	6/16/2021	1:59:06 PM	
P26	02.00	3	6/16/2021	1:59:09 PM	
P2C	02.00	3	6/16/2021	1:59:12 PM	
P2B	02.00	3	6/16/2021	1:59:15 PM	
P27	02.00	3	6/16/2021	1:59:19 PM	
P2F	02.00	3	6/16/2021	1:59:22 PM	
P28	02.00	3	6/16/2021	1:59:25 PM	
