Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Comment
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	
8/30/2021 11:23:11 AM	0.00	1.47	0.00	0.44	0.00	1.91	93.80	1.06	--	
8/30/2021 11:23:14 AM	0.00	0.00	0.00	0.00	0.17	0.00	97.42	1.06	--	
8/30/2021 11:23:17 AM	0.00	1.26	0.00	0.00	0.00	1.26	100.00	1.06	--	
8/30/2021 11:23:20 AM	0.00	0.68	0.00	0.00	0.00	0.68	98.38	1.06	--	
8/30/2021 11:23:24 AM	0.00	1.10	0.00	0.00	0.00	1.10	94.02	1.06	--	
8/30/2021 11:23:27 AM	0.00	0.00	0.00	0.00	0.00	0.00	100.00	1.06	--	
8/30/2021 11:23:30 AM	0.91	0.00	0.00	0.00	0.00	0.91	100.00	1.06	--	
8/30/2021 11:23:33 AM	0.40	1.32	0.00	0.00	0.00	1.72	100.00	1.06	--	
8/30/2021 11:23:37 AM	9.42	3.01	1.14	2.76	0.76	16.34	72.44	1.13	--	
8/30/2021 11:23:40 AM	38.85	11.55	8.90	17.66	4.11	76.95	47.36	1.54	--	
8/30/2021 11:23:43 AM	38.07	12.26	11.27	13.96	3.89	75.56	36.26	1.65	--	
8/30/2021 11:23:47 AM	35.58	11.71	13.31	13.46	3.87	74.05	40.99	1.66	--	
8/30/2021 11:23:50 AM	35.51	12.70	14.80	11.40	3.98	74.41	36.84	1.67	--	
8/30/2021 11:23:53 AM	35.52	12.37	14.64	12.24	4.06	74.78	41.06	1.67	--	
8/30/2021 11:23:56 AM	36.10	12.47	16.24	10.90	3.68	75.71	36.89	1.64	--	
8/30/2021 11:24:00 AM	36.48	12.78	15.26	11.75	3.76	76.27	36.11	1.63	--	
8/30/2021 11:24:03 AM	34.64	12.65	15.26	10.94	3.89	73.49	38.80	1.66	--	
8/30/2021 11:24:06 AM	37.15	10.92	9.98	14.65	3.80	72.70	39.61	1.67	--	
8/30/2021 11:24:09 AM	36.35	10.80	10.77	14.05	3.78	71.97	39.25	1.66	--	
8/30/2021 11:24:13 AM	33.10	11.85	13.68	12.12	3.86	70.75	37.20	1.67	--	
8/30/2021 11:24:16 AM	30.97	13.05	15.64	10.57	3.79	70.22	36.40	1.67	--	
8/30/2021 11:24:19 AM	35.98	11.29	9.78	13.73	3.74	70.79	37.19	1.67	--	
8/30/2021 11:24:22 AM	34.46	11.31	9.97	13.83	3.99	69.58	37.88	1.68	--	
8/30/2021 11:24:26 AM	32.70	12.52	15.44	9.63	3.74	70.29	37.84	1.67	--	
8/30/2021 11:24:29 AM	32.96	12.22	13.24	11.21	3.90	69.64	35.24	1.58	--	
8/30/2021 11:24:32 AM	35.16	11.28	11.81	12.69	3.68	70.94	35.93	1.59	--	
8/30/2021 11:24:35 AM	32.95	12.99	15.19	9.98	3.66	71.12	37.44	1.61	--	
8/30/2021 11:24:39 AM	33.96	11.42	11.59	12.77	3.84	69.75	38.36	1.66	--	
8/30/2021 11:24:42 AM	34.13	12.62	12.57	10.84	3.71	70.16	38.71	1.67	--	
8/30/2021 11:24:45 AM	33.27	10.48	10.62	13.93	3.94	68.30	38.35	1.68	--	
8/30/2021 11:24:48 AM	32.31	12.21	13.94	10.49	3.79	68.95	38.72	1.69	--	
8/30/2021 11:24:52 AM	33.06	12.57	12.32	11.41	3.96	69.36	40.43	1.66	--	
8/30/2021 11:24:55 AM	35.80	11.37	11.25	12.55	3.56	70.98	36.29	1.68	--	
8/30/2021 11:24:58 AM	29.92	13.00	13.71	8.61	3.64	65.24	36.82	1.96	--	
8/30/2021 11:25:02 AM	30.47	12.62	13.39	8.82	3.65	65.30	36.76	1.98	--	
8/30/2021 11:25:05 AM	29.98	13.04	14.26	7.92	3.49	65.20	35.92	1.98	--	
8/30/2021 11:25:08 AM	30.27	12.64	13.52	8.53	3.56	64.95	35.16	1.98	--	
8/30/2021 11:25:11 AM	30.06	12.62	13.25	9.02	3.60	64.95	35.78	1.98	--	
8/30/2021 11:25:15 AM	29.50	12.95	13.94	8.27	3.65	64.66	36.60	1.99	--	
8/30/2021 11:25:18 AM	29.36	13.19	14.83	7.23	3.54	64.62	35.18	1.97	--	
8/30/2021 11:25:21 AM	30.19	12.63	13.93	8.00	3.61	64.75	36.46	1.96	--	
8/30/2021 11:25:24 AM	30.79	12.28	12.41	9.36	3.61	64.84	36.85	1.97	--	
8/30/2021 11:25:28 AM	29.90	13.08	14.53	7.96	3.55	65.47	36.58	1.98	--	
8/30/2021 11:25:31 AM	29.93	13.00	15.02	7.79	3.50	65.75	36.38	1.99	--	
8/30/2021 11:25:34 AM	30.60	12.67	13.96	8.67	3.59	65.90	36.43	2.00	--	
8/30/2021 11:25:37 AM	30.97	13.28	14.69	7.61	3.52	66.55	37.09	2.00	--	
8/30/2021 11:25:41 AM	31.53	12.75	13.66	8.73	3.56	66.67	36.38	2.00	--	
8/30/2021 11:25:44 AM	30.69	12.55	14.20	8.83	3.55	66.26	37.03	2.00	--	
8/30/2021 11:25:47 AM	31.71	12.60	13.89	8.97	3.52	67.17	36.03	2.01	--	
8/30/2021 11:25:50 AM	32.79	11.87	11.68	10.98	3.58	67.32	37.65	1.94	--	
8/30/2021 11:25:54 AM	15.93	7.69	14.36	0.00	1.20	37.98	76.15	1.17	--	
8/30/2021 11:25:57 AM	0.00	0.82	0.00	0.00	0.00	0.82	95.50	1.06	--	
8/30/2021 11:26:00 AM	0.00	0.29	0.00	0.00	0.00	0.29	100.00	1.07	--	
8/30/2021 11:26:04 AM	0.00	0.68	0.00	0.00	0.00	0.68	100.00	1.07	--	
8/30/2021 11:26:07 AM	0.00	0.14	0.00	0.00	0.00	0.14	100.00	1.07	--	
8/30/2021 11:26:10 AM	0.00	0.30	0.00	0.00	0.00	0.30	100.00	1.07	--	
8/30/2021 11:26:13 AM	0.00	0.60	0.00	0.00	0.00	0.60	98.94	1.07	--	
8/30/2021 11:50:00 AM	45.80	14.37	14.37	14.27	4.43	88.81	73.21	1.50	--	
8/30/2021 11:50:03 AM	42.89	15.08	18.98	10.96	4.20	87.91	77.96	1.53	--	
8/30/2021 11:50:06 AM	44.22	15.45	16.33	11.14	4.12	87.15	78.14	1.55	--	
8/30/2021 11:50:09 AM	40.21	15.05	18.64	10.48	4.40	84.39	79.17	1.57	--	
8/30/2021 11:50:12 AM	43.80	14.24	15.67	11.59	4.33	85.29	78.71	1.59	--	
8/30/2021 11:50:16 AM	43.64	15.13	17.53	10.57	4.04	86.87	79.37	1.59	--	
8/30/2021 11:50:19 AM	42.56	15.42	18.80	9.50	4.17	86.27	77.20	1.60	--	
8/30/2021 11:50:22 AM	44.41	14.69	15.16	12.12	4.25	86.37	79.45	1.60	--	
8/30/2021 11:50:25 AM	44.25	15.11	16.54	10.51	4.09	86.40	79.24	1.61	--	
8/30/2021 11:50:29 AM	43.81	14.88	16.51	10.69	4.22	85.89	78.59	1.61	--	
8/30/2021 11:50:32 AM	42.70	14.72	17.06	11.18	4.21	85.67	79.48	1.61	--	
8/30/2021 11:50:35 AM	43.87	14.35	15.57	11.80	4.30	85.59	79.44	1.62	--	
8/30/2021 11:50:39 AM	43.18	14.89	16.83	10.90	4.28	85.80	78.73	1.62	--	
8/30/2021 11:50:42 AM	43.58	14.09	16.71	11.07	4.13	85.44	78.90	1.63	--	
8/30/2021 11:50:45 AM	42.01	15.89	19.29	8.49	4.11	85.68	79.87	1.64	--	
8/30/2021 11:50:48 AM	43.34	14.98	16.14	11.03	4.27	85.50	79.39	1.69	--	
8/30/2021 11:50:52 AM	40.61	15.92	19.09	9.35	4.22	84.97	77.43	1.69	--	
8/30/2021 11:50:55 AM	41.37	14.82	17.34	10.79	4.12	84.32	79.69	1.83	--	
8/30/2021 11:50:58 AM	41.19	14.92	16.86	10.73	4.20	83.71	78.54	2.13	--	
8/30/2021 11:51:01 AM	42.70	15.14	17.06	10.44	4.04	85.35	78.47	2.14	--	
8/30/2021 11:51:05 AM	43.07	15.00	16.96	10.56	4.09	85.59	78.41	2.16	--	
8/30/2021 11:51:08 AM	43.46	14.57	17.10	10.80	4.08	85.93	79.02	2.16	--	
8/30/2021 11:51:11 AM	43.42	14.44	16.42	11.47	4.05	85.74	78.40	2.17	--	
8/30/2021 11:51:14 AM	43.35	14.36	16.07	11.47	4.09	85.25	77.91	2.17	--	
8/30/2021 11:51:18 AM	43.79	14.63	16.08	11.07	4.11	85.57	78.60	2.17	--	
8/30/2021 11:51:21 AM	42.99	14.64	16.96	10.77	4.10	85.37	77.93	2.18	--	
