P1E	02.00	3	Date	Time	
P3E	02.00	3	6/21/2021	7:49:03 AM	
P3B	02.00	3	6/21/2021	7:49:06 AM	
P3C	02.00	3	6/21/2021	7:49:10 AM	
P3F	02.00	3	6/21/2021	7:49:13 AM	
P3A	02.00	3	6/21/2021	7:49:16 AM	
P35	02.00	3	6/21/2021	7:49:19 AM	
P3C	02.00	3	6/21/2021	7:49:23 AM	
P39	02.00	3	6/21/2021	7:49:26 AM	
P36	02.00	3	6/21/2021	7:49:29 AM	
P3D	02.00	3	6/21/2021	7:49:33 AM	
P38	02.00	3	6/21/2021	7:49:36 AM	
P37	02.00	3	6/21/2021	7:49:39 AM	
P3B	02.00	3	6/21/2021	7:49:42 AM	
P3F	02.00	3	6/21/2021	7:49:46 AM	
P30	02.00	3	6/21/2021	7:49:49 AM	
P3A	02.00	3	6/21/2021	7:49:52 AM	
P3E	02.00	3	6/21/2021	7:49:56 AM	
P31	02.00	3	6/21/2021	7:49:59 AM	
P37	02.00	3	6/21/2021	7:50:02 AM	
P30	02.00	3	6/21/2021	7:50:05 AM	
P3C	02.00	3	6/21/2021	7:50:09 AM	
P36	02.00	3	6/21/2021	7:50:12 AM	
P31	02.00	3	6/21/2021	7:50:15 AM	
P3C	02.00	3	6/21/2021	7:50:18 AM	
P35	02.00	3	6/21/2021	7:50:22 AM	
P32	02.00	3	6/21/2021	7:50:25 AM	
P3F	02.00	3	6/21/2021	7:50:28 AM	
P37	02.00	3	6/21/2021	7:50:31 AM	
P33	02.00	3	6/21/2021	7:50:35 AM	
P3E	02.00	3	6/21/2021	7:50:38 AM	
P30	02.00	3	6/21/2021	7:50:41 AM	
P34	02.00	3	6/21/2021	7:50:45 AM	
P39	02.00	3	6/21/2021	7:50:48 AM	
P31	02.00	3	6/21/2021	7:50:51 AM	
P34	02.00	3	6/21/2021	7:50:54 AM	
P38	02.00	3	6/21/2021	7:50:58 AM	
P35	02.00	3	6/21/2021	7:51:01 AM	
P30	02.00	3	6/21/2021	7:51:04 AM	
P33	02.00	3	6/21/2021	7:51:07 AM	
P34	02.00	3	6/21/2021	7:51:11 AM	
P31	02.00	3	6/21/2021	7:51:14 AM	
P32	02.00	3	6/21/2021	7:51:17 AM	
P37	02.00	3	6/21/2021	7:51:21 AM	
P32	02.00	3	6/21/2021	7:51:24 AM	
P31	02.00	3	6/21/2021	7:51:27 AM	
P37	02.00	3	6/21/2021	7:51:30 AM	
P33	02.00	3	6/21/2021	7:51:34 AM	
P30	02.00	3	6/21/2021	7:51:37 AM	
P30	02.00	3	6/21/2021	7:51:40 AM	
P33	02.00	3	6/21/2021	7:51:43 AM	
P37	02.00	3	6/21/2021	7:51:47 AM	
P31	02.00	3	6/21/2021	7:51:50 AM	
P03	02.00	3	6/21/2021	10:45:26 AM	
P0C	02.00	3	6/21/2021	10:45:29 AM	
P06	02.00	3	6/21/2021	10:45:32 AM	
P02	02.00	3	6/21/2021	10:45:36 AM	
P0D	02.00	3	6/21/2021	10:45:39 AM	
P01	02.00	3	6/21/2021	10:45:42 AM	
P05	02.00	3	6/21/2021	10:45:46 AM	
P0A	02.00	3	6/21/2021	10:45:49 AM	
P00	02.00	3	6/21/2021	10:45:52 AM	
P07	02.00	3	6/21/2021	10:45:55 AM	
P0B	02.00	3	6/21/2021	10:45:59 AM	
P06	02.00	3	6/21/2021	10:46:02 AM	
P01	02.00	3	6/21/2021	10:46:05 AM	
P0C	02.00	3	6/21/2021	10:46:08 AM	
P07	02.00	3	6/21/2021	10:46:12 AM	
P00	02.00	3	6/21/2021	10:46:15 AM	
P0D	02.00	3	6/21/2021	10:46:18 AM	
P04	02.00	3	6/21/2021	10:46:22 AM	
P03	02.00	3	6/21/2021	10:46:25 AM	
P0E	02.00	3	6/21/2021	10:46:28 AM	
P06	02.00	3	6/21/2021	10:46:31 AM	
P02	02.00	3	6/21/2021	10:46:35 AM	
P0F	02.00	3	6/21/2021	10:46:38 AM	
P01	02.00	3	6/21/2021	10:46:41 AM	
