Date/Time	Green Algae	Bluegreen	Diatoms	Cryptophyta	Yellow substances	Total conc.	Transmission	Depth	Temp. Sample	Comment
date	µg/l	µg/l	µg/l	µg/l	r.u.	µg/l	%	m	°C	
6/27/2022 4:14:44 PM	0.00	0.27	0.00	0.00	0.15	0.27	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:14:47 PM	0.00	0.29	0.00	0.00	0.15	0.29	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:14:50 PM	0.00	0.28	0.00	0.00	0.15	0.28	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:14:53 PM	0.00	0.26	0.00	0.00	0.15	0.26	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:14:56 PM	0.00	0.24	0.00	0.00	0.15	0.24	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:14:58 PM	0.00	0.27	0.00	0.00	0.15	0.27	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:01 PM	0.00	0.25	0.00	0.00	0.15	0.25	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:04 PM	0.00	0.29	0.00	0.00	0.14	0.29	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:07 PM	0.00	0.25	0.00	0.00	0.15	0.25	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:10 PM	0.00	0.26	0.00	0.00	0.15	0.26	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:12 PM	0.00	0.27	0.00	0.00	0.15	0.27	100.00	-0.00	--	pre_di_cuv1
6/27/2022 4:15:15 PM	0.00	0.27	0.00	0.00	0.15	0.27	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:18 PM	0.00	0.25	0.00	0.00	0.15	0.25	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:21 PM	0.00	0.28	0.00	0.00	0.15	0.28	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:24 PM	0.00	0.27	0.00	0.00	0.15	0.27	100.00	-0.00	--	pre_di_cuv1
6/27/2022 4:15:26 PM	0.00	0.27	0.00	0.00	0.15	0.27	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:29 PM	0.00	0.26	0.00	0.00	0.15	0.26	100.00	0.00	--	pre_di_cuv1
6/27/2022 4:15:32 PM	0.00	0.26	0.00	0.00	0.15	0.26	100.00	0.00	--	pre_di_cuv1
