site,date_time,discharge,note
4198000,1/19/2019 21:00,348,cubic feet per second
4198000,1/19/2019 21:15,348,cubic feet per second
4198000,1/19/2019 21:30,341,cubic feet per second
4198000,1/19/2019 21:45,341,cubic feet per second
4198000,1/19/2019 22:00,341,cubic feet per second
4198000,1/19/2019 22:15,341,cubic feet per second
4198000,1/19/2019 22:30,341,cubic feet per second
4198000,1/19/2019 22:45,334,cubic feet per second
4198000,1/19/2019 23:00,334,cubic feet per second
4198000,1/19/2019 23:15,334,cubic feet per second
4198000,1/19/2019 23:30,334,cubic feet per second
4198000,1/19/2019 23:45,334,cubic feet per second
4198000,1/20/2019 0:00,334,cubic feet per second
4198000,1/20/2019 0:15,334,cubic feet per second
4198000,1/20/2019 0:30,334,cubic feet per second
4198000,1/20/2019 0:45,327,cubic feet per second
4198000,1/20/2019 1:00,327,cubic feet per second
4198000,1/20/2019 1:15,327,cubic feet per second
4198000,1/20/2019 1:30,327,cubic feet per second
4198000,1/20/2019 1:45,327,cubic feet per second
4198000,1/20/2019 2:00,321,cubic feet per second
4198000,1/20/2019 2:15,314,cubic feet per second
4198000,1/20/2019 2:30,314,cubic feet per second
4198000,1/20/2019 2:45,314,cubic feet per second
4198000,1/20/2019 3:00,307,cubic feet per second
4198000,1/20/2019 3:15,307,cubic feet per second
4198000,1/20/2019 3:30,307,cubic feet per second
4198000,1/20/2019 3:45,307,cubic feet per second
4198000,1/20/2019 4:00,308,cubic feet per second
4198000,1/20/2019 4:15,301,cubic feet per second
4198000,1/20/2019 4:30,301,cubic feet per second
4198000,1/20/2019 4:45,301,cubic feet per second
4198000,1/20/2019 5:00,295,cubic feet per second
4198000,1/20/2019 5:15,289,cubic feet per second
4198000,1/20/2019 5:30,289,cubic feet per second
4198000,1/20/2019 5:45,282,cubic feet per second
4198000,1/20/2019 6:00,276,cubic feet per second
4198000,1/20/2019 6:15,271,cubic feet per second
4198000,1/20/2019 6:30,265,cubic feet per second
4198000,1/20/2019 6:45,259,cubic feet per second
4198000,1/20/2019 7:00,248,cubic feet per second
4198000,1/20/2019 7:15,242,cubic feet per second
4198000,1/20/2019 7:30,231,cubic feet per second
4198000,1/20/2019 7:45,226,cubic feet per second
4198000,1/20/2019 8:00,221,cubic feet per second
4198000,1/20/2019 8:15,211,cubic feet per second
4198000,1/20/2019 8:30,206,cubic feet per second
4198000,1/20/2019 8:45,196,cubic feet per second
4198000,1/20/2019 9:00,191,cubic feet per second
4198000,1/20/2019 9:15,182,cubic feet per second
4198000,1/20/2019 9:30,176,cubic feet per second
4198000,1/20/2019 9:45,171,cubic feet per second
4198000,1/20/2019 10:00,171,cubic feet per second
4198000,1/20/2019 10:15,171,cubic feet per second
4198000,1/20/2019 10:30,171,cubic feet per second
4198000,1/20/2019 10:45,171,cubic feet per second
4198000,1/20/2019 11:00,171,cubic feet per second
4198000,1/20/2019 11:15,171,cubic feet per second
4198000,1/20/2019 11:30,176,cubic feet per second
4198000,1/20/2019 11:45,182,cubic feet per second
4198000,1/20/2019 12:00,182,cubic feet per second
4198000,1/20/2019 12:15,187,cubic feet per second
4198000,1/20/2019 12:30,187,cubic feet per second
4198000,1/20/2019 12:45,187,cubic feet per second
4198000,1/20/2019 13:00,187,cubic feet per second
4198000,1/20/2019 13:15,191,cubic feet per second
4198000,1/20/2019 13:30,196,cubic feet per second
4198000,1/20/2019 13:45,201,cubic feet per second
4198000,1/20/2019 14:00,211,cubic feet per second
4198000,1/20/2019 14:15,216,cubic feet per second
4198000,1/20/2019 14:30,221,cubic feet per second
4198000,1/20/2019 14:45,226,cubic feet per second
4198000,1/20/2019 15:00,231,cubic feet per second
4198000,1/20/2019 15:15,231,cubic feet per second
4198000,1/20/2019 15:30,237,cubic feet per second
4198000,1/20/2019 15:45,237,cubic feet per second
4198000,1/20/2019 16:00,242,cubic feet per second
4198000,1/20/2019 16:15,242,cubic feet per second
4198000,1/20/2019 16:30,242,cubic feet per second
4198000,1/20/2019 16:45,242,cubic feet per second
4198000,1/20/2019 17:00,242,cubic feet per second
4198000,1/20/2019 17:15,242,cubic feet per second
4198000,1/20/2019 17:30,237,cubic feet per second
4198000,1/20/2019 17:45,226,cubic feet per second
4198000,1/20/2019 18:00,221,cubic feet per second
4198000,1/20/2019 18:15,216,cubic feet per second
4198000,1/20/2019 18:30,211,cubic feet per second
4198000,1/20/2019 18:45,211,cubic feet per second
4198000,1/20/2019 19:00,211,cubic feet per second
4198000,1/20/2019 19:15,211,cubic feet per second
4198000,1/20/2019 19:30,211,cubic feet per second
4198000,1/20/2019 19:45,211,cubic feet per second
4198000,1/20/2019 20:00,206,cubic feet per second
4198000,1/20/2019 20:15,206,cubic feet per second
4198000,1/20/2019 20:30,206,cubic feet per second
4198000,1/20/2019 20:45,201,cubic feet per second
4198000,1/20/2019 21:00,201,cubic feet per second
4198000,1/20/2019 21:15,201,cubic feet per second
4198000,1/20/2019 21:30,201,cubic feet per second
4198000,1/20/2019 21:45,196,cubic feet per second
4198000,1/20/2019 22:00,196,cubic feet per second
4198000,1/20/2019 22:15,196,cubic feet per second
4198000,1/20/2019 22:30,196,cubic feet per second
4198000,1/20/2019 22:45,196,cubic feet per second
4198000,1/20/2019 23:00,196,cubic feet per second
4198000,1/20/2019 23:15,196,cubic feet per second
4198000,1/20/2019 23:30,196,cubic feet per second
4198000,1/20/2019 23:45,196,cubic feet per second
4198000,1/21/2019 0:00,196,cubic feet per second
4198000,1/21/2019 0:15,196,cubic feet per second
4198000,1/21/2019 0:30,196,cubic feet per second
4198000,1/21/2019 0:45,196,cubic feet per second
4198000,1/21/2019 1:00,196,cubic feet per second
4198000,1/21/2019 1:15,196,cubic feet per second
4198000,1/21/2019 1:30,196,cubic feet per second
4198000,1/21/2019 1:45,196,cubic feet per second
4198000,1/21/2019 2:00,196,cubic feet per second
4198000,1/21/2019 2:15,197,cubic feet per second
4198000,1/21/2019 2:30,204,cubic feet per second
4198000,1/21/2019 2:45,213,cubic feet per second
4198000,1/21/2019 3:00,223,cubic feet per second
4198000,1/21/2019 3:15,230,cubic feet per second
4198000,1/21/2019 3:30,236,cubic feet per second
4198000,1/21/2019 3:45,241,cubic feet per second
4198000,1/21/2019 4:00,246,cubic feet per second
4198000,1/21/2019 4:15,250,cubic feet per second
4198000,1/21/2019 4:30,254,cubic feet per second
4198000,1/21/2019 4:45,256,cubic feet per second
4198000,1/21/2019 5:00,257,cubic feet per second
4198000,1/21/2019 5:15,258,cubic feet per second
4198000,1/21/2019 5:30,259,cubic feet per second
4198000,1/21/2019 5:45,260,cubic feet per second
4198000,1/21/2019 6:00,260,cubic feet per second
4198000,1/21/2019 6:15,260,cubic feet per second
4198000,1/21/2019 6:30,260,cubic feet per second
4198000,1/21/2019 6:45,260,cubic feet per second
4198000,1/21/2019 7:00,260,cubic feet per second
4198000,1/21/2019 7:15,260,cubic feet per second
4198000,1/21/2019 7:30,260,cubic feet per second
4198000,1/21/2019 7:45,260,cubic feet per second
4198000,1/21/2019 8:00,260,cubic feet per second
4198000,1/21/2019 8:15,260,cubic feet per second
4198000,1/21/2019 8:30,260,cubic feet per second
4198000,1/21/2019 8:45,260,cubic feet per second
4198000,1/21/2019 9:00,260,cubic feet per second
4198000,1/21/2019 9:15,260,cubic feet per second
4198000,1/21/2019 9:30,260,cubic feet per second
4198000,1/21/2019 9:45,260,cubic feet per second
4198000,1/21/2019 10:00,260,cubic feet per second
4198000,1/21/2019 10:15,260,cubic feet per second
4198000,1/21/2019 10:30,260,cubic feet per second
4198000,1/21/2019 10:45,260,cubic feet per second
4198000,1/21/2019 11:00,260,cubic feet per second
4198000,1/21/2019 11:15,260,cubic feet per second
4198000,1/21/2019 11:30,260,cubic feet per second
4198000,1/21/2019 11:45,260,cubic feet per second
4198000,1/21/2019 12:00,259,cubic feet per second
4198000,1/21/2019 12:15,258,cubic feet per second
4198000,1/21/2019 12:30,256,cubic feet per second
4198000,1/21/2019 12:45,255,cubic feet per second
4198000,1/21/2019 13:00,254,cubic feet per second
4198000,1/21/2019 13:15,254,cubic feet per second
4198000,1/21/2019 13:30,254,cubic feet per second
4198000,1/21/2019 13:45,254,cubic feet per second
4198000,1/21/2019 14:00,254,cubic feet per second
4198000,1/21/2019 14:15,253,cubic feet per second
4198000,1/21/2019 14:30,253,cubic feet per second
4198000,1/21/2019 14:45,253,cubic feet per second
4198000,1/21/2019 15:00,252,cubic feet per second
4198000,1/21/2019 15:15,252,cubic feet per second
4198000,1/21/2019 15:30,251,cubic feet per second
4198000,1/21/2019 15:45,251,cubic feet per second
4198000,1/21/2019 16:00,251,cubic feet per second
4198000,1/21/2019 16:15,251,cubic feet per second
4198000,1/21/2019 16:30,251,cubic feet per second
4198000,1/21/2019 16:45,251,cubic feet per second
4198000,1/21/2019 17:00,251,cubic feet per second
4198000,1/21/2019 17:15,251,cubic feet per second
4198000,1/21/2019 17:30,251,cubic feet per second
4198000,1/21/2019 17:45,251,cubic feet per second
4198000,1/21/2019 18:00,251,cubic feet per second
4198000,1/21/2019 18:15,251,cubic feet per second
4198000,1/21/2019 18:30,251,cubic feet per second
4198000,1/21/2019 18:45,251,cubic feet per second
4198000,1/21/2019 19:00,251,cubic feet per second
4198000,1/21/2019 19:15,251,cubic feet per second
4198000,1/21/2019 19:30,251,cubic feet per second
4198000,1/21/2019 19:45,251,cubic feet per second
4198000,1/21/2019 20:00,251,cubic feet per second
4198000,1/21/2019 20:15,251,cubic feet per second
4198000,1/21/2019 20:30,251,cubic feet per second
4198000,1/21/2019 20:45,251,cubic feet per second
4198000,1/21/2019 21:00,251,cubic feet per second
4198000,1/21/2019 21:15,251,cubic feet per second
4198000,1/21/2019 21:30,249,cubic feet per second
4198000,1/21/2019 21:45,249,cubic feet per second
4198000,1/21/2019 22:00,248,cubic feet per second
4198000,1/21/2019 22:15,248,cubic feet per second
4198000,1/21/2019 22:30,248,cubic feet per second
4198000,1/21/2019 22:45,247,cubic feet per second
4198000,1/21/2019 23:00,247,cubic feet per second
4198000,1/21/2019 23:15,246,cubic feet per second
4198000,1/21/2019 23:30,246,cubic feet per second
4198000,1/21/2019 23:45,246,cubic feet per second
4198000,1/22/2019 0:00,245,cubic feet per second
4198000,1/22/2019 0:15,245,cubic feet per second
4198000,1/22/2019 0:30,245,cubic feet per second
4198000,1/22/2019 0:45,245,cubic feet per second
4198000,1/22/2019 1:00,245,cubic feet per second
4198000,1/22/2019 1:15,245,cubic feet per second
4198000,1/22/2019 1:30,245,cubic feet per second
4198000,1/22/2019 1:45,245,cubic feet per second
4198000,1/22/2019 2:00,245,cubic feet per second
4198000,1/22/2019 2:15,245,cubic feet per second
4198000,1/22/2019 2:30,245,cubic feet per second
4198000,1/22/2019 2:45,245,cubic feet per second
4198000,1/22/2019 3:00,245,cubic feet per second
4198000,1/22/2019 3:15,245,cubic feet per second
4198000,1/22/2019 3:30,245,cubic feet per second
4198000,1/22/2019 3:45,245,cubic feet per second
4198000,1/22/2019 4:00,245,cubic feet per second
4198000,1/22/2019 4:15,245,cubic feet per second
4198000,1/22/2019 4:30,245,cubic feet per second
4198000,1/22/2019 4:45,245,cubic feet per second
4198000,1/22/2019 5:00,245,cubic feet per second
4198000,1/22/2019 5:15,245,cubic feet per second
4198000,1/22/2019 5:30,245,cubic feet per second
4198000,1/22/2019 5:45,245,cubic feet per second
4198000,1/22/2019 6:00,245,cubic feet per second
4198000,1/22/2019 6:15,245,cubic feet per second
4198000,1/22/2019 6:30,245,cubic feet per second
4198000,1/22/2019 6:45,245,cubic feet per second
4198000,1/22/2019 7:00,245,cubic feet per second
4198000,1/22/2019 7:15,245,cubic feet per second
4198000,1/22/2019 7:30,245,cubic feet per second
4198000,1/22/2019 7:45,245,cubic feet per second
4198000,1/22/2019 8:00,245,cubic feet per second
4198000,1/22/2019 8:15,245,cubic feet per second
4198000,1/22/2019 8:30,245,cubic feet per second
4198000,1/22/2019 8:45,245,cubic feet per second
4198000,1/22/2019 9:00,245,cubic feet per second
4198000,1/22/2019 9:15,246,cubic feet per second
4198000,1/22/2019 9:30,249,cubic feet per second
4198000,1/22/2019 9:45,252,cubic feet per second
4198000,1/22/2019 10:00,249,cubic feet per second
4198000,1/22/2019 10:15,248,cubic feet per second
4198000,1/22/2019 10:30,248,cubic feet per second
4198000,1/22/2019 10:45,247,cubic feet per second
4198000,1/22/2019 11:00,247,cubic feet per second
4198000,1/22/2019 11:15,247,cubic feet per second
4198000,1/22/2019 11:30,247,cubic feet per second
4198000,1/22/2019 11:45,248,cubic feet per second
4198000,1/22/2019 12:00,250,cubic feet per second
4198000,1/22/2019 12:15,254,cubic feet per second
4198000,1/22/2019 12:30,257,cubic feet per second
4198000,1/22/2019 12:45,258,cubic feet per second
4198000,1/22/2019 13:00,258,cubic feet per second
4198000,1/22/2019 13:15,258,cubic feet per second
4198000,1/22/2019 13:30,258,cubic feet per second
4198000,1/22/2019 13:45,242,cubic feet per second
4198000,1/22/2019 14:00,232,cubic feet per second
4198000,1/22/2019 14:15,230,cubic feet per second
4198000,1/22/2019 14:30,227,cubic feet per second
4198000,1/22/2019 14:45,227,cubic feet per second
4198000,1/22/2019 15:00,227,cubic feet per second
4198000,1/22/2019 15:15,227,cubic feet per second
4198000,1/22/2019 15:30,227,cubic feet per second
4198000,1/22/2019 15:45,227,cubic feet per second
4198000,1/22/2019 16:00,227,cubic feet per second
4198000,1/22/2019 16:15,227,cubic feet per second
4198000,1/22/2019 16:30,227,cubic feet per second
4198000,1/22/2019 16:45,227,cubic feet per second
4198000,1/22/2019 17:00,228,cubic feet per second
4198000,1/22/2019 17:15,231,cubic feet per second
4198000,1/22/2019 17:30,233,cubic feet per second
4198000,1/22/2019 17:45,236,cubic feet per second
4198000,1/22/2019 18:00,238,cubic feet per second
4198000,1/22/2019 18:15,241,cubic feet per second
4198000,1/22/2019 18:30,244,cubic feet per second
4198000,1/22/2019 18:45,247,cubic feet per second
4198000,1/22/2019 19:00,251,cubic feet per second
4198000,1/22/2019 19:15,255,cubic feet per second
4198000,1/22/2019 19:30,259,cubic feet per second
4198000,1/22/2019 19:45,262,cubic feet per second
4198000,1/22/2019 20:00,266,cubic feet per second
4198000,1/22/2019 20:15,270,cubic feet per second
4198000,1/22/2019 20:30,274,cubic feet per second
4198000,1/22/2019 20:45,279,cubic feet per second
4198000,1/22/2019 21:00,283,cubic feet per second
4198000,1/22/2019 21:15,287,cubic feet per second
4198000,1/22/2019 21:30,289,cubic feet per second
4198000,1/22/2019 21:45,292,cubic feet per second
4198000,1/22/2019 22:00,295,cubic feet per second
4198000,1/22/2019 22:15,297,cubic feet per second
4198000,1/22/2019 22:30,300,cubic feet per second
4198000,1/22/2019 22:45,303,cubic feet per second
4198000,1/22/2019 23:00,305,cubic feet per second
4198000,1/22/2019 23:15,309,cubic feet per second
4198000,1/22/2019 23:30,314,cubic feet per second
4198000,1/22/2019 23:45,318,cubic feet per second
4198000,1/23/2019 0:00,323,cubic feet per second
4198000,1/23/2019 0:15,327,cubic feet per second
4198000,1/23/2019 0:30,330,cubic feet per second
4198000,1/23/2019 0:45,334,cubic feet per second
4198000,1/23/2019 1:00,337,cubic feet per second
4198000,1/23/2019 1:15,341,cubic feet per second
4198000,1/23/2019 1:30,344,cubic feet per second
4198000,1/23/2019 1:45,349,cubic feet per second
4198000,1/23/2019 2:00,354,cubic feet per second
4198000,1/23/2019 2:15,359,cubic feet per second
4198000,1/23/2019 2:30,364,cubic feet per second
4198000,1/23/2019 2:45,368,cubic feet per second
4198000,1/23/2019 3:00,373,cubic feet per second
4198000,1/23/2019 3:15,378,cubic feet per second
4198000,1/23/2019 3:30,383,cubic feet per second
4198000,1/23/2019 3:45,389,cubic feet per second
4198000,1/23/2019 4:00,394,cubic feet per second
4198000,1/23/2019 4:15,399,cubic feet per second
4198000,1/23/2019 4:30,405,cubic feet per second
4198000,1/23/2019 4:45,410,cubic feet per second
4198000,1/23/2019 5:00,417,cubic feet per second
4198000,1/23/2019 5:15,424,cubic feet per second
4198000,1/23/2019 5:30,431,cubic feet per second
4198000,1/23/2019 5:45,437,cubic feet per second
4198000,1/23/2019 6:00,442,cubic feet per second
4198000,1/23/2019 6:15,447,cubic feet per second
4198000,1/23/2019 6:30,453,cubic feet per second
4198000,1/23/2019 6:45,460,cubic feet per second
4198000,1/23/2019 7:00,468,cubic feet per second
4198000,1/23/2019 7:15,474,cubic feet per second
4198000,1/23/2019 7:30,480,cubic feet per second
4198000,1/23/2019 7:45,486,cubic feet per second
4198000,1/23/2019 8:00,493,cubic feet per second
4198000,1/23/2019 8:15,500,cubic feet per second
4198000,1/23/2019 8:30,506,cubic feet per second
4198000,1/23/2019 8:45,511,cubic feet per second
4198000,1/23/2019 9:00,514,cubic feet per second
4198000,1/23/2019 9:15,515,cubic feet per second
4198000,1/23/2019 9:30,517,cubic feet per second
4198000,1/23/2019 9:45,519,cubic feet per second
4198000,1/23/2019 10:00,527,cubic feet per second
4198000,1/23/2019 10:15,535,cubic feet per second
4198000,1/23/2019 10:30,542,cubic feet per second
4198000,1/23/2019 10:45,550,cubic feet per second
4198000,1/23/2019 11:00,557,cubic feet per second
4198000,1/23/2019 11:15,566,cubic feet per second
4198000,1/23/2019 11:30,574,cubic feet per second
4198000,1/23/2019 11:45,582,cubic feet per second
4198000,1/23/2019 12:00,590,cubic feet per second
4198000,1/23/2019 12:15,598,cubic feet per second
4198000,1/23/2019 12:30,612,cubic feet per second
4198000,1/23/2019 13:00,641,cubic feet per second
4198000,1/23/2019 13:15,655,cubic feet per second
4198000,1/23/2019 13:30,688,cubic feet per second
4198000,1/23/2019 13:45,728,cubic feet per second
4198000,1/23/2019 14:00,753,cubic feet per second
4198000,1/23/2019 14:15,776,cubic feet per second
4198000,1/23/2019 14:30,812,cubic feet per second
4198000,1/23/2019 14:45,835,cubic feet per second
4198000,1/23/2019 15:00,861,cubic feet per second
4198000,1/23/2019 15:15,907,cubic feet per second
4198000,1/23/2019 15:30,963,cubic feet per second
4198000,1/23/2019 15:45,1010,cubic feet per second
4198000,1/23/2019 16:00,1080,cubic feet per second
4198000,1/23/2019 16:15,1170,cubic feet per second
4198000,1/23/2019 16:30,1210,cubic feet per second
4198000,1/23/2019 16:45,1210,cubic feet per second
4198000,1/23/2019 17:00,1290,cubic feet per second
4198000,1/23/2019 17:15,1360,cubic feet per second
4198000,1/23/2019 17:30,1420,cubic feet per second
4198000,1/23/2019 17:45,1500,cubic feet per second
4198000,1/23/2019 18:00,1580,cubic feet per second
4198000,1/23/2019 18:15,1680,cubic feet per second
4198000,1/23/2019 18:30,1770,cubic feet per second
4198000,1/23/2019 18:45,2140,cubic feet per second
4198000,1/23/2019 19:00,2340,cubic feet per second
4198000,1/23/2019 19:15,2430,cubic feet per second
4198000,1/23/2019 19:30,2560,cubic feet per second
4198000,1/23/2019 19:45,2680,cubic feet per second
4198000,1/23/2019 20:00,2790,cubic feet per second
4198000,1/23/2019 20:15,2930,cubic feet per second
4198000,1/23/2019 20:30,3100,cubic feet per second
4198000,1/23/2019 20:45,3270,cubic feet per second
4198000,1/23/2019 21:00,3440,cubic feet per second
4198000,1/23/2019 21:15,3500,cubic feet per second
4198000,1/23/2019 21:30,3590,cubic feet per second
4198000,1/23/2019 21:45,3710,cubic feet per second
4198000,1/23/2019 22:00,3910,cubic feet per second
4198000,1/23/2019 22:15,4080,cubic feet per second
4198000,1/23/2019 22:30,4150,cubic feet per second
4198000,1/23/2019 22:45,4190,cubic feet per second
4198000,1/23/2019 23:00,4330,cubic feet per second
4198000,1/23/2019 23:15,4630,cubic feet per second
4198000,1/23/2019 23:30,4800,cubic feet per second
4198000,1/23/2019 23:45,4900,cubic feet per second
4198000,1/24/2019 0:00,5000,cubic feet per second
4198000,1/24/2019 0:15,5100,cubic feet per second
4198000,1/24/2019 0:30,5170,cubic feet per second
4198000,1/24/2019 0:45,5320,cubic feet per second
4198000,1/24/2019 1:00,5640,cubic feet per second
4198000,1/24/2019 1:15,6090,cubic feet per second
4198000,1/24/2019 1:30,6520,cubic feet per second
4198000,1/24/2019 1:45,6970,cubic feet per second
4198000,1/24/2019 2:00,7310,cubic feet per second
4198000,1/24/2019 2:15,7610,cubic feet per second
4198000,1/24/2019 2:30,7830,cubic feet per second
4198000,1/24/2019 2:45,7990,cubic feet per second
4198000,1/24/2019 3:00,8180,cubic feet per second
4198000,1/24/2019 3:15,8270,cubic feet per second
4198000,1/24/2019 3:30,8410,cubic feet per second
4198000,1/24/2019 3:45,8520,cubic feet per second
4198000,1/24/2019 4:00,8670,cubic feet per second
4198000,1/24/2019 4:15,8810,cubic feet per second
4198000,1/24/2019 4:30,8980,cubic feet per second
4198000,1/24/2019 4:45,9130,cubic feet per second
4198000,1/24/2019 5:00,9400,cubic feet per second
4198000,1/24/2019 5:15,9570,cubic feet per second
4198000,1/24/2019 5:30,9790,cubic feet per second
4198000,1/24/2019 5:45,9970,cubic feet per second
4198000,1/24/2019 6:00,10200,cubic feet per second
4198000,1/24/2019 6:15,10300,cubic feet per second
4198000,1/24/2019 6:30,10500,cubic feet per second
4198000,1/24/2019 6:45,10600,cubic feet per second
4198000,1/24/2019 7:00,10800,cubic feet per second
4198000,1/24/2019 7:15,10900,cubic feet per second
4198000,1/24/2019 7:30,11000,cubic feet per second
4198000,1/24/2019 7:45,11100,cubic feet per second
4198000,1/24/2019 8:00,11200,cubic feet per second
4198000,1/24/2019 8:15,11300,cubic feet per second
4198000,1/24/2019 8:30,11400,cubic feet per second
4198000,1/24/2019 8:45,11500,cubic feet per second
4198000,1/24/2019 9:00,11600,cubic feet per second
4198000,1/24/2019 9:15,11700,cubic feet per second
4198000,1/24/2019 9:30,11800,cubic feet per second
4198000,1/24/2019 9:45,11900,cubic feet per second
4198000,1/24/2019 10:00,12000,cubic feet per second
4198000,1/24/2019 10:15,12100,cubic feet per second
4198000,1/24/2019 10:30,12200,cubic feet per second
4198000,1/24/2019 10:45,12300,cubic feet per second
4198000,1/24/2019 11:00,12300,cubic feet per second
4198000,1/24/2019 11:15,12400,cubic feet per second
4198000,1/24/2019 11:30,12500,cubic feet per second
4198000,1/24/2019 11:45,12400,cubic feet per second
4198000,1/24/2019 12:00,12500,cubic feet per second
4198000,1/24/2019 12:15,12500,cubic feet per second
4198000,1/24/2019 12:30,12500,cubic feet per second
4198000,1/24/2019 12:45,12500,cubic feet per second
4198000,1/24/2019 13:00,12600,cubic feet per second
4198000,1/24/2019 13:15,12600,cubic feet per second
4198000,1/24/2019 13:30,12700,cubic feet per second
4198000,1/24/2019 13:45,12700,cubic feet per second
4198000,1/24/2019 14:00,12700,cubic feet per second
4198000,1/24/2019 14:15,12700,cubic feet per second
4198000,1/24/2019 14:30,12800,cubic feet per second
4198000,1/24/2019 14:45,12800,cubic feet per second
4198000,1/24/2019 15:00,13000,cubic feet per second
4198000,1/24/2019 15:15,12900,cubic feet per second
4198000,1/24/2019 15:30,12900,cubic feet per second
4198000,1/24/2019 15:45,13000,cubic feet per second
4198000,1/24/2019 16:00,13100,cubic feet per second
4198000,1/24/2019 16:15,13100,cubic feet per second
4198000,1/24/2019 16:30,13100,cubic feet per second
4198000,1/24/2019 16:45,13200,cubic feet per second
4198000,1/24/2019 17:00,13200,cubic feet per second
4198000,1/24/2019 17:15,13200,cubic feet per second
4198000,1/24/2019 17:30,13300,cubic feet per second
4198000,1/24/2019 17:45,13300,cubic feet per second
4198000,1/24/2019 18:00,13300,cubic feet per second
4198000,1/24/2019 18:15,13200,cubic feet per second
4198000,1/24/2019 18:30,13200,cubic feet per second
4198000,1/24/2019 18:45,13200,cubic feet per second
4198000,1/24/2019 19:00,13200,cubic feet per second
4198000,1/24/2019 19:15,13200,cubic feet per second
4198000,1/24/2019 19:30,13200,cubic feet per second
4198000,1/24/2019 19:45,13200,cubic feet per second
4198000,1/24/2019 20:00,13200,cubic feet per second
4198000,1/24/2019 20:15,13200,cubic feet per second
4198000,1/24/2019 20:30,13100,cubic feet per second
4198000,1/24/2019 20:45,13000,cubic feet per second
4198000,1/24/2019 21:00,13000,cubic feet per second
4198000,1/24/2019 21:15,13000,cubic feet per second
4198000,1/24/2019 21:30,13000,cubic feet per second
4198000,1/24/2019 21:45,13000,cubic feet per second
4198000,1/24/2019 22:00,13000,cubic feet per second
4198000,1/24/2019 22:15,12900,cubic feet per second
4198000,1/24/2019 22:30,12800,cubic feet per second
4198000,1/24/2019 22:45,12800,cubic feet per second
4198000,1/24/2019 23:00,12800,cubic feet per second
4198000,1/24/2019 23:15,12800,cubic feet per second
4198000,1/24/2019 23:30,12700,cubic feet per second
4198000,1/24/2019 23:45,12700,cubic feet per second
4198000,1/25/2019 0:00,12700,cubic feet per second
4198000,1/25/2019 0:15,12700,cubic feet per second
4198000,1/25/2019 0:30,12700,cubic feet per second
4198000,1/25/2019 0:45,12700,cubic feet per second
4198000,1/25/2019 1:00,12700,cubic feet per second
4198000,1/25/2019 1:15,12600,cubic feet per second
4198000,1/25/2019 1:30,12600,cubic feet per second
4198000,1/25/2019 1:45,12600,cubic feet per second
4198000,1/25/2019 2:00,12500,cubic feet per second
4198000,1/25/2019 2:15,12500,cubic feet per second
4198000,1/25/2019 2:30,12500,cubic feet per second
4198000,1/25/2019 2:45,12400,cubic feet per second
4198000,1/25/2019 3:00,12300,cubic feet per second
4198000,1/25/2019 3:15,12300,cubic feet per second
4198000,1/25/2019 3:30,12300,cubic feet per second
4198000,1/25/2019 3:45,12200,cubic feet per second
4198000,1/25/2019 4:00,12200,cubic feet per second
4198000,1/25/2019 4:15,12100,cubic feet per second
4198000,1/25/2019 4:30,12100,cubic feet per second
4198000,1/25/2019 4:45,12000,cubic feet per second
4198000,1/25/2019 5:00,11900,cubic feet per second
4198000,1/25/2019 5:15,11900,cubic feet per second
4198000,1/25/2019 5:30,11800,cubic feet per second
4198000,1/25/2019 5:45,11800,cubic feet per second
4198000,1/25/2019 6:00,11700,cubic feet per second
4198000,1/25/2019 6:15,11600,cubic feet per second
4198000,1/25/2019 6:30,11600,cubic feet per second
4198000,1/25/2019 6:45,11600,cubic feet per second
4198000,1/25/2019 7:00,11500,cubic feet per second
4198000,1/25/2019 7:15,11500,cubic feet per second
4198000,1/25/2019 7:30,11400,cubic feet per second
4198000,1/25/2019 7:45,11300,cubic feet per second
4198000,1/25/2019 8:00,11300,cubic feet per second
4198000,1/25/2019 8:15,11200,cubic feet per second
4198000,1/25/2019 8:30,11100,cubic feet per second
4198000,1/25/2019 8:45,11000,cubic feet per second
4198000,1/25/2019 9:00,11000,cubic feet per second
4198000,1/25/2019 9:15,10900,cubic feet per second
4198000,1/25/2019 9:30,10800,cubic feet per second
4198000,1/25/2019 9:45,10800,cubic feet per second
4198000,1/25/2019 10:00,10700,cubic feet per second
4198000,1/25/2019 10:15,10600,cubic feet per second
4198000,1/25/2019 10:30,10600,cubic feet per second
4198000,1/25/2019 10:45,10600,cubic feet per second
4198000,1/25/2019 11:00,10600,cubic feet per second
4198000,1/25/2019 11:15,10500,cubic feet per second
4198000,1/25/2019 11:30,10500,cubic feet per second
4198000,1/25/2019 11:45,10400,cubic feet per second
4198000,1/25/2019 12:00,10400,cubic feet per second
4198000,1/25/2019 12:15,10400,cubic feet per second
4198000,1/25/2019 12:30,10400,cubic feet per second
4198000,1/25/2019 12:45,10300,cubic feet per second
4198000,1/25/2019 13:00,10300,cubic feet per second
4198000,1/25/2019 13:15,10300,cubic feet per second
4198000,1/25/2019 13:30,10300,cubic feet per second
4198000,1/25/2019 13:45,10200,cubic feet per second
4198000,1/25/2019 14:00,10200,cubic feet per second
4198000,1/25/2019 14:15,10200,cubic feet per second
4198000,1/25/2019 14:30,10200,cubic feet per second
4198000,1/25/2019 14:45,10200,cubic feet per second
